dataset,backend,dl_mode,threads,seqlen,batch_size,elapsed_ns,rss_bytes
TCGA_ATAC,svar,none,32,1048576,8192,0,5946232832
TCGA_ATAC,svar,none,32,1048576,8192,521130747,12028506112
TCGA_ATAC,svar,none,32,1048576,8192,1264958930,21798813696
TCGA_ATAC,svar,none,32,1048576,8192,1975940053,34284199936
TCGA_ATAC,svar,none,32,1048576,8192,2587362485,38666141696
TCGA_ATAC,svar,none,32,1048576,8192,3114584160,39154561024
TCGA_ATAC,svar,none,32,1048576,8192,3639534713,39692795904
TCGA_ATAC,svar,none,32,1048576,8192,4163922902,40251154432
TCGA_ATAC,svar,none,32,1048576,8192,4690495795,40756928512
TCGA_ATAC,svar,none,32,1048576,8192,5217913972,41301135360
TCGA_ATAC,svar,none,32,1048576,8192,5742198754,41813409792
TCGA_ATAC,svar,none,32,1048576,8192,6264538179,45189623808
TCGA_ATAC,svar,none,32,1048576,8192,6891901868,52082704384
TCGA_ATAC,svar,none,32,1048576,8192,7499598330,57762459648
TCGA_ATAC,svar,none,32,1048576,8192,8023016712,61734563840
TCGA_ATAC,svar,none,32,1048576,8192,8544351490,65666723840
TCGA_ATAC,svar,none,32,1048576,8192,9061244164,69588398080
TCGA_ATAC,svar,none,32,1048576,8192,9577842372,73537335296
TCGA_ATAC,svar,none,32,1048576,8192,10098789887,76551536640
TCGA_ATAC,svar,none,32,1048576,8192,10627455341,77096120320
TCGA_ATAC,svar,none,32,1048576,8192,11156736963,77617074176
TCGA_ATAC,svar,none,32,1048576,8192,11685913493,78116888576
TCGA_ATAC,svar,none,32,1048576,8192,12213848061,78597111808
TCGA_ATAC,svar,none,32,1048576,8192,12742067569,79106719744
TCGA_ATAC,svar,none,32,1048576,8192,13268993080,48827043840
TCGA_ATAC,svar,none,32,1048576,8192,13877397845,60221288448
TCGA_ATAC,svar,none,32,1048576,8192,14492364490,71589949440
TCGA_ATAC,svar,none,32,1048576,8192,15018403657,77105459200
TCGA_ATAC,svar,none,32,1048576,8192,15540141731,79609745408
TCGA_ATAC,svar,none,32,1048576,8192,16066754940,80123154432
TCGA_ATAC,svar,none,32,1048576,8192,16593988707,80625463296
TCGA_ATAC,svar,none,32,1048576,8192,17120767407,81132515328
TCGA_ATAC,svar,none,32,1048576,8192,17647952739,81666007040
TCGA_ATAC,svar,none,32,1048576,8192,18174813777,48439631872
TCGA_ATAC,svar,none,32,1048576,8192,18786397926,55165890560
TCGA_ATAC,svar,none,32,1048576,8192,19406524821,62027132928
TCGA_ATAC,svar,none,32,1048576,8192,19995949161,67733483520
TCGA_ATAC,svar,none,32,1048576,8192,20518703370,71936176128
TCGA_ATAC,svar,none,32,1048576,8192,21035805118,76161937408
TCGA_ATAC,svar,none,32,1048576,8192,21552038017,80555470848
TCGA_ATAC,svar,none,32,1048576,8192,22068537840,82361704448
TCGA_ATAC,svar,none,32,1048576,8192,22594644396,82874421248
TCGA_ATAC,svar,none,32,1048576,8192,23121897817,83373395968
TCGA_ATAC,svar,none,32,1048576,8192,23649399459,83856568320
TCGA_ATAC,svar,none,32,1048576,8192,24176329149,84338573312
TCGA_ATAC,svar,none,32,1048576,8192,24701769113,84853088256
TCGA_ATAC,svar,none,32,1048576,8192,25226212834,55370416128
TCGA_ATAC,svar,none,32,1048576,8192,25852309261,66815795200
TCGA_ATAC,svar,none,32,1048576,8192,26464800869,75141488640
TCGA_ATAC,svar,none,32,1048576,8192,26986433055,79576965120
TCGA_ATAC,svar,none,32,1048576,8192,27508853301,84612227072
TCGA_ATAC,svar,none,32,1048576,8192,28031332047,85448650752
TCGA_ATAC,svar,none,32,1048576,8192,28558431815,85977169920
TCGA_ATAC,svar,none,32,1048576,8192,29084756929,86497480704
TCGA_ATAC,svar,none,32,1048576,8192,29611966124,87016148992
TCGA_ATAC,svar,none,32,1048576,8192,30138287489,87539404800
TCGA_ATAC,svar,none,32,1048576,8192,30666263055,54566608896
TCGA_ATAC,svar,none,32,1048576,8192,31277817454,61222924288
TCGA_ATAC,svar,none,32,1048576,8192,31898306553,67223646208
TCGA_ATAC,svar,none,32,1048576,8192,32419740306,71474573312
TCGA_ATAC,svar,none,32,1048576,8192,32942991476,75574505472
TCGA_ATAC,svar,none,32,1048576,8192,33465212632,79517151232
