dataset,backend,threads,seqlen,batch_size,avg_rss_bytes,peak_rss_bytes
TCGA_ATAC,gvl061,64,131072,2,4119971498,4207095808
TCGA_ATAC,gvl061,64,131072,2,4091403946,4093214720
TCGA_ATAC,gvl061,64,131072,2,4093980379,4094369792
TCGA_ATAC,gvl061,64,131072,4,4096390656,4097720320
TCGA_ATAC,gvl061,64,131072,4,4097922560,4097953792
TCGA_ATAC,gvl061,64,131072,4,4097949696,4097949696
TCGA_ATAC,gvl061,64,131072,8,4099498803,4100263936
TCGA_ATAC,gvl061,64,131072,8,4100463820,4100767744
TCGA_ATAC,gvl061,64,131072,8,4100926122,4101017600
TCGA_ATAC,gvl061,64,131072,16,4104041472,4105101312
TCGA_ATAC,gvl061,64,131072,16,4105300992,4105441280
TCGA_ATAC,gvl061,64,131072,16,4105789440,4106035200
TCGA_ATAC,gvl061,64,131072,32,4108210176,4109557760
TCGA_ATAC,gvl061,64,131072,32,4110099797,4110405632
TCGA_ATAC,gvl061,64,131072,32,4110972245,4111630336
TCGA_ATAC,gvl061,64,131072,64,4121496234,4126429184
TCGA_ATAC,gvl061,64,131072,64,4126429184,4126429184
TCGA_ATAC,gvl061,64,131072,64,4126790997,4127399936
TCGA_ATAC,gvl061,64,131072,128,4129812480,4136415232
TCGA_ATAC,gvl061,64,131072,128,4127088640,4128747520
TCGA_ATAC,gvl061,64,131072,128,4126789632,4127199232
TCGA_ATAC,gvl061,64,131072,256,4149286229,4161118208
TCGA_ATAC,gvl061,64,131072,256,4161403562,4161662976
TCGA_ATAC,gvl061,64,131072,256,4162514944,4164284416
TCGA_ATAC,gvl061,64,131072,512,4245753856,4346232832
TCGA_ATAC,gvl061,64,131072,512,4255313920,4306849792
TCGA_ATAC,gvl061,64,131072,512,4272618154,4357783552
TCGA_ATAC,gvl061,64,131072,1024,4409163776,4632027136
TCGA_ATAC,gvl061,64,131072,1024,4498965504,4633346048
TCGA_ATAC,gvl061,64,131072,1024,4454174720,4633182208
TCGA_ATAC,gvl061,64,131072,2048,4763055104,5145595904
TCGA_ATAC,gvl061,64,131072,2048,4805578752,5114597376
TCGA_ATAC,gvl061,64,131072,2048,4634350592,4634644480
TCGA_ATAC,gvl061,64,131072,4096,5614503643,6206021632
TCGA_ATAC,gvl061,64,131072,4096,5612774741,6197837824
TCGA_ATAC,gvl061,64,131072,4096,5770824557,6246187008
TCGA_ATAC,gvl061,64,131072,8192,7164298922,8307576832
TCGA_ATAC,gvl061,64,131072,8192,6990893511,8153325568
TCGA_ATAC,gvl061,64,131072,8192,7055393885,8080175104
