dataset,backend,threads,seqlen,batch_size,avg_rss_bytes,peak_rss_bytes
TCGA_ATAC,gvl061,64,16384,2,4109823293,4189995008
TCGA_ATAC,gvl061,64,16384,2,4135390609,4135391232
TCGA_ATAC,gvl061,64,16384,2,4135972065,4136001536
TCGA_ATAC,gvl061,64,16384,4,4136000785,4136001536
TCGA_ATAC,gvl061,64,16384,4,4135998244,4136005632
TCGA_ATAC,gvl061,64,16384,4,4136899925,4136951808
TCGA_ATAC,gvl061,64,16384,8,4136965851,4136972288
TCGA_ATAC,gvl061,64,16384,8,4136983210,4136996864
TCGA_ATAC,gvl061,64,16384,8,4137024322,4137025536
TCGA_ATAC,gvl061,64,16384,16,4137029120,4137029632
TCGA_ATAC,gvl061,64,16384,16,4137038901,4137050112
TCGA_ATAC,gvl061,64,16384,16,4137064675,4137066496
TCGA_ATAC,gvl061,64,16384,32,4137162342,4137172992
TCGA_ATAC,gvl061,64,16384,32,4137285073,4137390080
TCGA_ATAC,gvl061,64,16384,32,4137460531,4137521152
TCGA_ATAC,gvl061,64,16384,64,4138276181,4138602496
TCGA_ATAC,gvl061,64,16384,64,4138602496,4138602496
TCGA_ATAC,gvl061,64,16384,64,4138619562,4138704896
TCGA_ATAC,gvl061,64,16384,128,4141130752,4142272512
TCGA_ATAC,gvl061,64,16384,128,4142302003,4142309376
TCGA_ATAC,gvl061,64,16384,128,4142855782,4143116288
TCGA_ATAC,gvl061,64,16384,256,4145797802,4147138560
TCGA_ATAC,gvl061,64,16384,256,4147138560,4147138560
TCGA_ATAC,gvl061,64,16384,256,4148362240,4149018624
TCGA_ATAC,gvl061,64,16384,512,4159462058,4164685824
TCGA_ATAC,gvl061,64,16384,512,4164685824,4164685824
TCGA_ATAC,gvl061,64,16384,512,4164751360,4164882432
TCGA_ATAC,gvl061,64,16384,1024,4165847722,4166828032
TCGA_ATAC,gvl061,64,16384,1024,4167122944,4167299072
TCGA_ATAC,gvl061,64,16384,1024,4175221760,4200120320
TCGA_ATAC,gvl061,64,16384,2048,4189829802,4201709568
TCGA_ATAC,gvl061,64,16384,2048,4224199338,4268863488
TCGA_ATAC,gvl061,64,16384,2048,4202019498,4202078208
TCGA_ATAC,gvl061,64,16384,4096,4291852970,4403556352
TCGA_ATAC,gvl061,64,16384,4096,4314845184,4404350976
TCGA_ATAC,gvl061,64,16384,4096,4315043157,4404506624
TCGA_ATAC,gvl061,64,16384,8192,4387423232,4464562176
TCGA_ATAC,gvl061,64,16384,8192,4419535872,4459012096
TCGA_ATAC,gvl061,64,16384,8192,4408014165,4410613760
