dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
1KGP,svar,buffered,1,131072,2,2048,1073741824,52589955,19471.399053298297
1KGP,svar,buffered,1,131072,2,2048,1073741824,52874398,19366.650756004823
1KGP,svar,buffered,1,131072,2,2048,1073741824,52604763,19465.917943590015
1KGP,svar,buffered,4,131072,2,2048,1073741824,53311363,19207.912579537686
1KGP,svar,buffered,4,131072,2,2048,1073741824,53409944,19172.459720234867
1KGP,svar,buffered,4,131072,2,2048,1073741824,53343233,19196.436781400185
1KGP,svar,buffered,16,131072,2,2048,1073741824,53174579,19257.32218773185
1KGP,svar,buffered,16,131072,2,2048,1073741824,53071792,19294.61888153315
1KGP,svar,buffered,16,131072,2,2048,1073741824,54228059,18883.213208866648
1KGP,svar,buffered,32,131072,2,2048,1073741824,54327793,18848.547740564394
1KGP,svar,buffered,32,131072,2,2048,1073741824,51352323,19940.67532251657
1KGP,svar,buffered,32,131072,2,2048,1073741824,54012013,18958.745344299612
1KGP,svar,buffered,1,131072,8,512,1073741824,13456362,76097.83387218625
1KGP,svar,buffered,1,131072,8,512,1073741824,13873903,73807.637259681
1KGP,svar,buffered,1,131072,8,512,1073741824,14186204,72182.80520990676
1KGP,svar,buffered,4,131072,8,512,1073741824,13425239,76274.24733369738
1KGP,svar,buffered,4,131072,8,512,1073741824,13384623,76505.70359732956
1KGP,svar,buffered,4,131072,8,512,1073741824,13395788,76441.9383167306
1KGP,svar,buffered,16,131072,8,512,1073741824,18235679,56153.65350530682
1KGP,svar,buffered,16,131072,8,512,1073741824,14075307,72751.52151210626
1KGP,svar,buffered,16,131072,8,512,1073741824,13934608,73486.10021896561
1KGP,svar,buffered,32,131072,8,512,1073741824,18207354,56241.01118701817
1KGP,svar,buffered,32,131072,8,512,1073741824,14533314,70458.80932593902
1KGP,svar,buffered,32,131072,8,512,1073741824,17934486,57096.70185139401
1KGP,svar,buffered,1,131072,32,128,1073741824,4541788,225461.866560042
1KGP,svar,buffered,1,131072,32,128,1073741824,4484765,228328.57462988584
1KGP,svar,buffered,1,131072,32,128,1073741824,4538912,225604.72641901847
1KGP,svar,buffered,4,131072,32,128,1073741824,4378541,233867.85689571025
1KGP,svar,buffered,4,131072,32,128,1073741824,4418993,231727.0020568034
1KGP,svar,buffered,4,131072,32,128,1073741824,4507134,227195.3751541445
1KGP,svar,buffered,16,131072,32,128,1073741824,3718131,275407.1871055646
1KGP,svar,buffered,16,131072,32,128,1073741824,3565882,287165.9802539736
1KGP,svar,buffered,16,131072,32,128,1073741824,3509588,291772.1396357635
1KGP,svar,buffered,32,131072,32,128,1073741824,3670608,278972.8568128223
1KGP,svar,buffered,32,131072,32,128,1073741824,4228686,242155.6010543228
1KGP,svar,buffered,32,131072,32,128,1073741824,4323060,236869.2546483278
1KGP,svar,buffered,1,131072,128,32,1073741824,1350736,758105.2107887848
1KGP,svar,buffered,1,131072,128,32,1073741824,1296861,789598.8853084486
1KGP,svar,buffered,1,131072,128,32,1073741824,1240898,825208.8406944004
1KGP,svar,buffered,4,131072,128,32,1073741824,1216754,841583.4260664029
1KGP,svar,buffered,4,131072,128,32,1073741824,1253533,816891.1388850552
