dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
1KGP,svar,buffered,1,2048,2,131072,1073741824,3231278536,316.9024237903086
1KGP,svar,buffered,1,2048,2,131072,1073741824,3157723235,324.2842781945074
1KGP,svar,buffered,1,2048,2,131072,1073741824,3192109781,320.7909721949503
1KGP,svar,buffered,4,2048,2,131072,1073741824,3127832138,327.3832977030432
1KGP,svar,buffered,4,2048,2,131072,1073741824,3221615198,317.8529827633375
1KGP,svar,buffered,4,2048,2,131072,1073741824,3162365625,323.80822505304076
1KGP,svar,buffered,16,2048,2,131072,1073741824,3377491744,303.1835686405752
1KGP,svar,buffered,16,2048,2,131072,1073741824,3386840048,302.346726000448
1KGP,svar,buffered,16,2048,2,131072,1073741824,3387165629,302.31766384046523
1KGP,svar,buffered,32,2048,2,131072,1073741824,4586433084,223.26718415935792
1KGP,svar,buffered,32,2048,2,131072,1073741824,3373930607,303.50357469577915
1KGP,svar,buffered,32,2048,2,131072,1073741824,3224759055,317.54310400719226
1KGP,svar,buffered,1,2048,8,32768,1073741824,803219082,1274.8701107178128
1KGP,svar,buffered,1,2048,8,32768,1073741824,797909534,1283.3535085946223
1KGP,svar,buffered,1,2048,8,32768,1073741824,802624109,1275.8151524700836
1KGP,svar,buffered,4,2048,8,32768,1073741824,792101857,1292.763034135899
1KGP,svar,buffered,4,2048,8,32768,1073741824,781049276,1311.056845535057
1KGP,svar,buffered,4,2048,8,32768,1073741824,793846629,1289.9217085420162
1KGP,svar,buffered,16,2048,8,32768,1073741824,798213499,1282.8647990579773
1KGP,svar,buffered,16,2048,8,32768,1073741824,805823482,1270.7497645247324
1KGP,svar,buffered,16,2048,8,32768,1073741824,811304664,1262.1645670707003
1KGP,svar,buffered,32,2048,8,32768,1073741824,796177154,1286.145922242828
1KGP,svar,buffered,32,2048,8,32768,1073741824,788078097,1299.3636086297677
1KGP,svar,buffered,32,2048,8,32768,1073741824,789930189,1296.3170850531958
1KGP,svar,buffered,1,2048,32,8192,1073741824,194829326,5255.882268976284
1KGP,svar,buffered,1,2048,32,8192,1073741824,196274511,5217.182785389795
1KGP,svar,buffered,1,2048,32,8192,1073741824,194654290,5260.6084356013935
1KGP,svar,buffered,4,2048,32,8192,1073741824,194571913,5262.835648843109
1KGP,svar,buffered,4,2048,32,8192,1073741824,194281337,5270.706985097596
1KGP,svar,buffered,4,2048,32,8192,1073741824,190794297,5367.036730662867
1KGP,svar,buffered,16,2048,32,8192,1073741824,197219289,5192.189897814711
1KGP,svar,buffered,16,2048,32,8192,1073741824,201586499,5079.705263396632
1KGP,svar,buffered,16,2048,32,8192,1073741824,197022727,5197.369946057035
1KGP,svar,buffered,32,2048,32,8192,1073741824,204755777,5001.079896270766
1KGP,svar,buffered,32,2048,32,8192,1073741824,204475680,5007.930527483758
1KGP,svar,buffered,32,2048,32,8192,1073741824,203814402,5024.178811465934
1KGP,svar,buffered,1,2048,128,2048,1073741824,50643410,20219.807473469893
1KGP,svar,buffered,1,2048,128,2048,1073741824,51169067,20012.09050772804
1KGP,svar,buffered,1,2048,128,2048,1073741824,50515990,20270.809302163536
1KGP,svar,buffered,4,2048,128,2048,1073741824,50171388,20410.03928374475
1KGP,svar,buffered,4,2048,128,2048,1073741824,49800304,20562.123476194043
1KGP,svar,buffered,4,2048,128,2048,1073741824,50071068,20450.931863486512
1KGP,svar,buffered,16,2048,128,2048,1073741824,51143894,20021.94044903972
1KGP,svar,buffered,16,2048,128,2048,1073741824,51414977,19916.37572841859
1KGP,svar,buffered,16,2048,128,2048,1073741824,50486724,20282.55982701512
1KGP,svar,buffered,32,2048,128,2048,1073741824,50823420,20148.19152272712
1KGP,svar,buffered,32,2048,128,2048,1073741824,50535777,20262.872380491943
1KGP,svar,buffered,32,2048,128,2048,1073741824,51568508,19857.080216476304
1KGP,svar,buffered,1,2048,512,512,1073741824,12962555,78996.77185554853
1KGP,svar,buffered,1,2048,512,512,1073741824,12693627,80670.40255712571
1KGP,svar,buffered,1,2048,512,512,1073741824,13108981,78114.38585501039
1KGP,svar,buffered,4,2048,512,512,1073741824,12763989,80225.70373572086
1KGP,svar,buffered,4,2048,512,512,1073741824,12651582,80938.49449025426
1KGP,svar,buffered,4,2048,512,512,1073741824,12634268,81049.41259754819
1KGP,svar,buffered,16,2048,512,512,1073741824,12894869,79411.43101182338
1KGP,svar,buffered,16,2048,512,512,1073741824,13091594,78218.12989312073
1KGP,svar,buffered,16,2048,512,512,1073741824,13012534,78693.35826519263
1KGP,svar,buffered,32,2048,512,512,1073741824,12999989,78769.29742017474
1KGP,svar,buffered,32,2048,512,512,1073741824,12991527,78820.60361341665
1KGP,svar,buffered,32,2048,512,512,1073741824,13011315,78700.73086386733
1KGP,svar,buffered,1,2048,2048,128,1073741824,3371717,303702.8315247098
1KGP,svar,buffered,1,2048,2048,128,1073741824,3328111,307682.04546062317
1KGP,svar,buffered,1,2048,2048,128,1073741824,3423250,299130.942817498
1KGP,svar,buffered,4,2048,2048,128,1073741824,3247331,315335.8866096496
1KGP,svar,buffered,4,2048,2048,128,1073741824,3244500,315611.034057636
1KGP,svar,buffered,4,2048,2048,128,1073741824,3199802,320019.8012252008
1KGP,svar,buffered,16,2048,2048,128,1073741824,3262005,313917.3606416912
1KGP,svar,buffered,16,2048,2048,128,1073741824,3409669,300322.406661761
1KGP,svar,buffered,16,2048,2048,128,1073741824,3281590,312043.8567889346
1KGP,svar,buffered,32,2048,2048,128,1073741824,3737384,273988.43683175184
1KGP,svar,buffered,32,2048,2048,128,1073741824,3224796,317539.4660623494
1KGP,svar,buffered,32,2048,2048,128,1073741824,3383776,302620.50443055335
1KGP,svar,buffered,1,2048,8192,32,1073741824,832403,1230173.3655452947
1KGP,svar,buffered,1,2048,8192,32,1073741824,906242,1129941.0091344253
1KGP,svar,buffered,1,2048,8192,32,1073741824,864406,1184628.5194688607
1KGP,svar,buffered,4,2048,8192,32,1073741824,821984,1245766.3409506755
