dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
UKBB,svar,buffered,1,2048,2,131072,1073741824,3124924966,327.68786807407776
UKBB,svar,buffered,1,2048,2,131072,1073741824,3092264217,331.14893428914263
UKBB,svar,buffered,1,2048,2,131072,1073741824,3118925850,328.31816120283844
UKBB,svar,buffered,4,2048,2,131072,1073741824,3139333542,326.18388148321196
UKBB,svar,buffered,4,2048,2,131072,1073741824,3144497367,325.64822942655053
UKBB,svar,buffered,4,2048,2,131072,1073741824,3055924565,335.0868053904334
UKBB,svar,buffered,16,2048,2,131072,1073741824,3116565185,328.56684818546483
UKBB,svar,buffered,16,2048,2,131072,1073741824,3159779257,324.073271172816
UKBB,svar,buffered,16,2048,2,131072,1073741824,3315877115,308.8172343202169
UKBB,svar,buffered,32,2048,2,131072,1073741824,4448930864,230.1676585460196
UKBB,svar,buffered,32,2048,2,131072,1073741824,4354619863,235.15255802249115
UKBB,svar,buffered,32,2048,2,131072,1073741824,3074992618,333.0089295193228
UKBB,svar,buffered,1,2048,8,32768,1073741824,766345573,1336.2118032356664
UKBB,svar,buffered,1,2048,8,32768,1073741824,758804549,1349.4911190892187
UKBB,svar,buffered,1,2048,8,32768,1073741824,763514224,1341.1668935718478
UKBB,svar,buffered,4,2048,8,32768,1073741824,768965969,1331.6584104907247
UKBB,svar,buffered,4,2048,8,32768,1073741824,769935895,1329.980855094436
UKBB,svar,buffered,4,2048,8,32768,1073741824,769698336,1330.3913391856415
UKBB,svar,buffered,16,2048,8,32768,1073741824,785612812,1303.4410645533108
UKBB,svar,buffered,16,2048,8,32768,1073741824,771401194,1327.454517784944
UKBB,svar,buffered,16,2048,8,32768,1073741824,777716682,1316.674855638496
UKBB,svar,buffered,32,2048,8,32768,1073741824,771011429,1328.125578278555
UKBB,svar,buffered,32,2048,8,32768,1073741824,780093559,1312.6630622519983
UKBB,svar,buffered,32,2048,8,32768,1073741824,766325159,1336.2473983449106
UKBB,svar,buffered,1,2048,32,8192,1073741824,190361505,5379.2388329772875
UKBB,svar,buffered,1,2048,32,8192,1073741824,187716067,5455.0471697236235
UKBB,svar,buffered,1,2048,32,8192,1073741824,190091720,5386.873242032846
UKBB,svar,buffered,4,2048,32,8192,1073741824,188748104,5425.220059429047
UKBB,svar,buffered,4,2048,32,8192,1073741824,187964605,5447.8341813342995
UKBB,svar,buffered,4,2048,32,8192,1073741824,186909647,5478.582921939818
UKBB,svar,buffered,16,2048,32,8192,1073741824,193895719,5281.189318058126
UKBB,svar,buffered,16,2048,32,8192,1073741824,192630022,5315.889960288744
UKBB,svar,buffered,16,2048,32,8192,1073741824,193998562,5278.389640846925
UKBB,svar,buffered,32,2048,32,8192,1073741824,274775238,3726.6822420148355
UKBB,svar,buffered,32,2048,32,8192,1073741824,190020446,5388.893782514329
UKBB,svar,buffered,32,2048,32,8192,1073741824,191880999,5336.640966727508
UKBB,svar,buffered,1,2048,128,2048,1073741824,48836852,20967.77245183617
UKBB,svar,buffered,1,2048,128,2048,1073741824,48700090,21026.655186879532
UKBB,svar,buffered,1,2048,128,2048,1073741824,48579228,21078.96815486652
UKBB,svar,buffered,4,2048,128,2048,1073741824,47089025,21746.043796829515
UKBB,svar,buffered,4,2048,128,2048,1073741824,48435715,21141.424256873262
UKBB,svar,buffered,4,2048,128,2048,1073741824,47406713,21600.31639400943
UKBB,svar,buffered,16,2048,128,2048,1073741824,48773182,20995.144421784906
UKBB,svar,buffered,16,2048,128,2048,1073741824,49444219,20710.206788785563
UKBB,svar,buffered,16,2048,128,2048,1073741824,48676633,21036.78781562398
UKBB,svar,buffered,32,2048,128,2048,1073741824,51769138,19780.124598559087
UKBB,svar,buffered,32,2048,128,2048,1073741824,48679900,21035.37599707477
UKBB,svar,buffered,32,2048,128,2048,1073741824,47863313,21394.256598994725
UKBB,svar,buffered,1,2048,512,512,1073741824,12175271,84104.90411260661
UKBB,svar,buffered,1,2048,512,512,1073741824,12034528,85088.50534063323
UKBB,svar,buffered,1,2048,512,512,1073741824,12213248,83843.3805651044
UKBB,svar,buffered,4,2048,512,512,1073741824,12146297,84305.52949594431
UKBB,svar,buffered,4,2048,512,512,1073741824,12040664,85045.14368975001
UKBB,svar,buffered,4,2048,512,512,1073741824,12114928,84523.82052951532
UKBB,svar,buffered,16,2048,512,512,1073741824,12397093,82600.00953449329
UKBB,svar,buffered,16,2048,512,512,1073741824,12253780,83566.05063906811
UKBB,svar,buffered,16,2048,512,512,1073741824,12258032,83537.06369831633
UKBB,svar,buffered,32,2048,512,512,1073741824,12228017,83742.11452273905
UKBB,svar,buffered,32,2048,512,512,1073741824,13337887,76773.7798348419
UKBB,svar,buffered,32,2048,512,512,1073741824,17240826,59393.90606923357
UKBB,svar,buffered,1,2048,2048,128,1073741824,4559356,224593.1223620178
UKBB,svar,buffered,1,2048,2048,128,1073741824,4497099,227702.3476690195
UKBB,svar,buffered,1,2048,2048,128,1073741824,4390481,233231.848628886
UKBB,svar,buffered,4,2048,2048,128,1073741824,4385102,233517.9432542276
UKBB,svar,buffered,4,2048,2048,128,1073741824,4226440,242284.28653902578
