dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
TCGA_ATAC,svar,none,1,2048,2,37377,306192384,45000123379,6.489044708625619
TCGA_ATAC,svar,none,1,2048,2,36983,302964736,45000665480,6.420564772056788
TCGA_ATAC,svar,none,1,2048,2,37067,303652864,45001024788,6.435096508673757
TCGA_ATAC,svar,none,4,2048,2,34628,283672576,45000978403,6.011674847984305
TCGA_ATAC,svar,none,4,2048,2,34990,286638080,45000603830,6.0745712664807145
TCGA_ATAC,svar,none,4,2048,2,35059,287203328,45001013127,6.086494913503728
TCGA_ATAC,svar,none,16,2048,2,27037,221487104,45000287691,4.693893602423459
TCGA_ATAC,svar,none,16,2048,2,27025,221388800,45001588284,4.691674684181464
TCGA_ATAC,svar,none,16,2048,2,27057,221650944,45001491436,4.697240152598573
TCGA_ATAC,svar,none,32,2048,2,11187,91643904,45011926515,1.9416728913141479
TCGA_ATAC,svar,none,32,2048,2,16651,136404992,45010179127,2.890144852188915
TCGA_ATAC,svar,none,32,2048,2,15584,127664128,45001358486,2.705473881146869
TCGA_ATAC,svar,none,1,2048,8,32768,1073729536,40162471896,25.49614684827167
TCGA_ATAC,svar,none,1,2048,8,32768,1073729536,40293960712,25.412946832626574
TCGA_ATAC,svar,none,1,2048,8,32768,1073729536,40362920870,25.36952874515793
TCGA_ATAC,svar,none,4,2048,8,28291,927027200,45000112602,19.64621820103418
TCGA_ATAC,svar,none,4,2048,8,31687,1038307328,45001331155,22.003949790715918
TCGA_ATAC,svar,none,4,2048,8,32768,1073729536,43148706006,23.731610424368473
TCGA_ATAC,svar,none,16,2048,8,21265,696799232,45000682214,14.766876823997652
TCGA_ATAC,svar,none,16,2048,8,25083,821907456,45001464377,17.417922774322257
TCGA_ATAC,svar,none,16,2048,8,25089,822104064,45000528469,17.4224516449867
TCGA_ATAC,svar,none,32,2048,8,23780,779210752,45000948242,16.513280503641525
TCGA_ATAC,svar,none,32,2048,8,26533,869421056,45000358837,18.42528710167227
TCGA_ATAC,svar,none,32,2048,8,26669,873877504,45000175231,18.51980635568472
