dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
1KGP,svar,none,1,16384,2,16384,1073741824,20166573278,50.777094644884265
1KGP,svar,none,1,16384,2,16384,1073741824,20100623569,50.943693188665776
1KGP,svar,none,1,16384,2,16384,1073741824,20141021640,50.84151232757426
1KGP,svar,none,4,16384,2,16384,1073741824,22720578580,45.069274815976094
1KGP,svar,none,4,16384,2,16384,1073741824,21012815168,48.73216614780058
1KGP,svar,none,4,16384,2,16384,1073741824,21083675399,48.568381964776805
1KGP,svar,none,16,16384,2,16384,1073741824,29608739972,34.584382887227314
1KGP,svar,none,16,16384,2,16384,1073741824,29346374592,34.89357763051074
1KGP,svar,none,16,16384,2,16384,1073741824,29317676393,34.92773391292682
1KGP,svar,none,32,16384,2,7839,513736704,45006310131,10.885973512912688
1KGP,svar,none,32,16384,2,8798,576585728,45012482280,12.216055905993016
1KGP,svar,none,32,16384,2,8703,570359808,45002305195,12.086880830727631
1KGP,svar,none,1,16384,8,4096,1073741824,5629871929,181.88690842597674
1KGP,svar,none,1,16384,8,4096,1073741824,5625132132,182.04016829661913
1KGP,svar,none,1,16384,8,4096,1073741824,5635226922,181.7140665626597
1KGP,svar,none,4,16384,8,4096,1073741824,5298638515,193.25719184298796
1KGP,svar,none,4,16384,8,4096,1073741824,5577668757,183.589245724726
1KGP,svar,none,4,16384,8,4096,1073741824,5554315692,184.3611448796274
1KGP,svar,none,16,16384,8,4096,1073741824,7468571738,137.10787496221008
1KGP,svar,none,16,16384,8,4096,1073741824,7369469023,138.9516662332268
1KGP,svar,none,16,16384,8,4096,1073741824,7373316110,138.87916708347936
1KGP,svar,none,32,16384,8,4096,1073741824,28976431839,35.339064716097184
1KGP,svar,none,32,16384,8,4096,1073741824,20817478433,49.189434892208105
1KGP,svar,none,32,16384,8,4096,1073741824,30680615711,33.376122879856766
1KGP,svar,none,1,16384,32,1024,1073741824,1718519911,595.8615861506885
1KGP,svar,none,1,16384,32,1024,1073741824,1731433636,591.4174119694646
