dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
UKBB,svar,none,1,16384,2,16384,1073741824,19544677053,52.3927817903147
UKBB,svar,none,1,16384,2,16384,1073741824,19398772785,52.78684437150595
UKBB,svar,none,1,16384,2,16384,1073741824,19363522401,52.882940344940394
UKBB,svar,none,4,16384,2,16384,1073741824,19785243563,51.755743958338854
UKBB,svar,none,4,16384,2,16384,1073741824,19465731423,52.605267058708044
UKBB,svar,none,4,16384,2,16384,1073741824,19505442383,52.49816845438322
UKBB,svar,none,16,16384,2,16384,1073741824,26033073979,39.33457880640704
UKBB,svar,none,16,16384,2,16384,1073741824,25471487099,40.20181452382503
UKBB,svar,none,16,16384,2,16384,1073741824,25503423751,40.15147181796909
UKBB,svar,none,32,16384,2,9165,600637440,45012534177,12.725622106668443
UKBB,svar,none,32,16384,2,8662,567672832,45002055485,12.030006055622284
UKBB,svar,none,32,16384,2,16384,1073741824,44609298366,22.95485554600126
UKBB,svar,none,1,16384,8,4096,1073741824,5346229689,191.53685112087595
UKBB,svar,none,1,16384,8,4096,1073741824,5339352004,191.78357209505305
UKBB,svar,none,1,16384,8,4096,1073741824,5340751421,191.73331976725228
UKBB,svar,none,4,16384,8,4096,1073741824,6158788300,166.26647160448752
UKBB,svar,none,4,16384,8,4096,1073741824,5320312096,192.46991182526295
UKBB,svar,none,4,16384,8,4096,1073741824,5325321160,192.2888722076623
UKBB,svar,none,16,16384,8,4096,1073741824,7475633256,136.97836222478273
UKBB,svar,none,16,16384,8,4096,1073741824,6632933255,154.38117053689544
UKBB,svar,none,16,16384,8,4096,1073741824,6632369174,154.39430060893653
UKBB,svar,none,32,16384,8,4096,1073741824,23216161017,44.1072061504991
UKBB,svar,none,32,16384,8,4096,1073741824,11359908354,90.14157228120892
UKBB,svar,none,32,16384,8,4096,1073741824,11770244468,86.99904260985993
UKBB,svar,none,1,16384,32,1024,1073741824,1631422774,627.6729835573572
