dataset,backend,dl_mode,threads,seqlen,batch_size,elapsed_ns,rss_bytes
1KGP,svar,none,32,16384,524288,0,10568450048
1KGP,svar,none,32,16384,524288,522401339,7586140160
1KGP,svar,none,32,16384,524288,1047350252,7701995520
1KGP,svar,none,32,16384,524288,1571165822,7974428672
1KGP,svar,none,32,16384,524288,2095570383,8288190464
1KGP,svar,none,32,16384,524288,2619824664,8610545664
1KGP,svar,none,32,16384,524288,3143985494,9285042176
1KGP,svar,none,32,16384,524288,3668824537,9778667520
1KGP,svar,none,32,16384,524288,4193193939,10180489216
1KGP,svar,none,32,16384,524288,4717080725,10660286464
1KGP,svar,none,32,16384,524288,5241188770,11155546112
1KGP,svar,none,32,16384,524288,5765008137,11695587328
1KGP,svar,none,32,16384,524288,6289024367,12185178112
1KGP,svar,none,32,16384,524288,6812177920,12633227264
1KGP,svar,none,32,16384,524288,7335931864,13127634944
1KGP,svar,none,32,16384,524288,7860062478,13564047360
1KGP,svar,none,32,16384,524288,8383025332,14028177408
1KGP,svar,none,32,16384,524288,8906891726,14630322176
1KGP,svar,none,32,16384,524288,9431944916,15317176320
1KGP,svar,none,32,16384,524288,9955754220,15739187200
1KGP,svar,none,32,16384,524288,10478966528,16312500224
1KGP,svar,none,32,16384,524288,11002002958,16784805888
1KGP,svar,none,32,16384,524288,11525409659,17215750144
1KGP,svar,none,32,16384,524288,12047918357,23535345664
1KGP,svar,none,32,16384,524288,12615751817,32479698944
1KGP,svar,none,32,16384,524288,13157533282,34532319232
1KGP,svar,none,32,16384,524288,13681826365,34917294080
1KGP,svar,none,32,16384,524288,14205679001,35383083008
1KGP,svar,none,32,16384,524288,14729964281,35952107520
1KGP,svar,none,32,16384,524288,15253924321,36513603584
1KGP,svar,none,32,16384,524288,15776707889,37253947392
1KGP,svar,none,32,16384,524288,16299748765,37904084992
1KGP,svar,none,32,16384,524288,16823885170,38594904064
1KGP,svar,none,32,16384,524288,17347807522,39191535616
1KGP,svar,none,32,16384,524288,17870810491,39835328512
1KGP,svar,none,32,16384,524288,18399760300,40344141824
1KGP,svar,none,32,16384,524288,18923868547,40918261760
1KGP,svar,none,32,16384,524288,19449966520,41624006656
1KGP,svar,none,32,16384,524288,19976892517,42476421120
1KGP,svar,none,32,16384,524288,20501406123,43354640384
1KGP,svar,none,32,16384,524288,21025969761,43948929024
1KGP,svar,none,32,16384,524288,21549804879,46448246784
1KGP,svar,none,32,16384,524288,22151278996,55538651136
1KGP,svar,none,32,16384,524288,22750515883,44306300928
1KGP,svar,none,32,16384,524288,23272593136,44602822656
1KGP,svar,none,32,16384,524288,23798725299,45051658240
1KGP,svar,none,32,16384,524288,24322262401,45531312128
1KGP,svar,none,32,16384,524288,24845341319,46211039232
1KGP,svar,none,32,16384,524288,25368028874,46972043264
1KGP,svar,none,32,16384,524288,25891280904,47630249984
1KGP,svar,none,32,16384,524288,26414074648,48270929920
1KGP,svar,none,32,16384,524288,26937225384,49042305024
1KGP,svar,none,32,16384,524288,27460394446,49845805056
1KGP,svar,none,32,16384,524288,27985276940,50619506688
1KGP,svar,none,32,16384,524288,28510210089,51125944320
1KGP,svar,none,32,16384,524288,29034363540,51645673472
1KGP,svar,none,32,16384,524288,29557654523,52058050560
1KGP,svar,none,32,16384,524288,30083534274,52533485568
1KGP,svar,none,32,16384,524288,30620074682,60775387136
1KGP,svar,none,32,16384,524288,31185497292,69040263168
1KGP,svar,none,32,16384,524288,31709039637,52670480384
1KGP,svar,none,32,16384,524288,32232952705,53377773568
1KGP,svar,none,32,16384,524288,32756776985,53980536832
1KGP,svar,none,32,16384,524288,33281075373,54615244800
1KGP,svar,none,32,16384,524288,33804841047,55408705536
1KGP,svar,none,32,16384,524288,34328901384,56034975744
1KGP,svar,none,32,16384,524288,34852481124,56744640512
1KGP,svar,none,32,16384,524288,35376046329,57670512640
1KGP,svar,none,32,16384,524288,35899915404,58577072128
1KGP,svar,none,32,16384,524288,36426066022,59520102400
1KGP,svar,none,32,16384,524288,36951531699,60413784064
1KGP,svar,none,32,16384,524288,37476633191,65803739136
1KGP,svar,none,32,16384,524288,38093930977,75370946560
1KGP,svar,none,32,16384,524288,38680924040,60816207872
1KGP,svar,none,32,16384,524288,39205429090,61778862080
1KGP,svar,none,32,16384,524288,39730798186,62729822208
1KGP,svar,none,32,16384,524288,40256011490,63449772032
1KGP,svar,none,32,16384,524288,40780218485,64213843968
1KGP,svar,none,32,16384,524288,41304446085,64945115136
1KGP,svar,none,32,16384,524288,41828098156,65888751616
1KGP,svar,none,32,16384,524288,42351478651,66747473920
1KGP,svar,none,32,16384,524288,42875342283,67589984256
1KGP,svar,none,32,16384,524288,43398910242,68990529536
1KGP,svar,none,32,16384,524288,43986995234,78082277376
1KGP,svar,none,32,16384,524288,44567255760,83838959616
1KGP,svar,none,32,16384,524288,45091517711,67836989440
1KGP,svar,none,32,16384,524288,45622859481,68578574336
1KGP,svar,none,32,16384,524288,46148751883,69559799808
1KGP,svar,none,32,16384,524288,46672114085,70744674304
1KGP,svar,none,32,16384,524288,47196368998,72075489280
1KGP,svar,none,32,16384,524288,47719965778,73269121024
1KGP,svar,none,32,16384,524288,48242484768,80214536192
1KGP,svar,none,32,16384,524288,48829743071,89014083584
1KGP,svar,none,32,16384,524288,49371169290,73519476736
1KGP,svar,none,32,16384,524288,49894835041,74876944384
1KGP,svar,none,32,16384,524288,50418390105,75748433920
1KGP,svar,none,32,16384,524288,50941676484,76669579264
1KGP,svar,none,32,16384,524288,51465436502,77538967552
1KGP,svar,none,32,16384,524288,51988550424,78791323648
1KGP,svar,none,32,16384,524288,52514443142,79791099904
1KGP,svar,none,32,16384,524288,53041220355,84491644928
1KGP,svar,none,32,16384,524288,53624693394,93860773888
1KGP,svar,none,32,16384,524288,54167791104,80094367744
1KGP,svar,none,32,16384,524288,54698717385,82989240320
1KGP,svar,none,32,16384,524288,55223680426,84999880704
1KGP,svar,none,32,16384,524288,55777191109,93583372288
1KGP,svar,none,32,16384,524288,56380736558,102003265536
1KGP,svar,none,32,16384,524288,56902386357,91272425472
1KGP,svar,none,32,16384,524288,57466264852,99688488960
1KGP,svar,none,32,16384,524288,58119135328,89220698112
1KGP,svar,none,32,16384,524288,58708210214,98707795968
1KGP,svar,none,32,16384,524288,59312828875,107963445248
1KGP,svar,none,32,16384,524288,59873129939,97059692544
1KGP,svar,none,32,16384,524288,60430319870,105770606592
1KGP,svar,none,32,16384,524288,61035005230,114012413952
1KGP,svar,none,32,16384,524288,61559141422,102219780096
1KGP,svar,none,32,16384,524288,62141059540,111308779520
1KGP,svar,none,32,16384,524288,62775645608,99996594176
1KGP,svar,none,32,16384,524288,63362105363,107570618368
1KGP,svar,none,32,16384,524288,63956475181,116372365312
1KGP,svar,none,32,16384,524288,64552306017,105773658112
1KGP,svar,none,32,16384,524288,65100477055,114019184640
1KGP,svar,none,32,16384,524288,65663633801,122373971968
1KGP,svar,none,32,16384,524288,66186786066,110676066304
1KGP,svar,none,32,16384,524288,66793947466,118272401408
1KGP,svar,none,32,16384,524288,67315759125,104546033664
1KGP,svar,none,32,16384,524288,67908527486,114234875904
1KGP,svar,none,32,16384,524288,68495381760,106853285888
1KGP,svar,none,32,16384,524288,69028275103,114668470272
1KGP,svar,none,32,16384,524288,69644461210,123700621312
1KGP,svar,none,32,16384,524288,70166012110,109662994432
1KGP,svar,none,32,16384,524288,70749596709,118661873664
1KGP,svar,none,32,16384,524288,71354077222,106838450176
1KGP,svar,none,32,16384,524288,71886355093,113692246016
1KGP,svar,none,32,16384,524288,72504303428,123165081600
1KGP,svar,none,32,16384,524288,73049020727,108904923136
1KGP,svar,none,32,16384,524288,73643304927,118136647680
1KGP,svar,none,32,16384,524288,74209105720,106805866496
1KGP,svar,none,32,16384,524288,74732529587,112495804416
1KGP,svar,none,32,16384,524288,75337858053,121861685248
1KGP,svar,none,32,16384,524288,75960345888,108549382144
1KGP,svar,none,32,16384,524288,76591569305,117927964672
1KGP,svar,none,32,16384,524288,77228842476,106806894592
1KGP,svar,none,32,16384,524288,77751802509,112381493248
1KGP,svar,none,32,16384,524288,78345439697,121300680704
1KGP,svar,none,32,16384,524288,78916349544,107271245824
1KGP,svar,none,32,16384,524288,79469556634,115810889728
1KGP,svar,none,32,16384,524288,80019551838,123318693888
1KGP,svar,none,32,16384,524288,80544091540,108320325632
1KGP,svar,none,32,16384,524288,81136773638,117541519360
1KGP,svar,none,32,16384,524288,81740246917,106807111680
1KGP,svar,none,32,16384,524288,82318487779,112511004672
1KGP,svar,none,32,16384,524288,82908223275,121602158592
1KGP,svar,none,32,16384,524288,83494528644,107578892288
1KGP,svar,none,32,16384,524288,84126720869,116877754368
1KGP,svar,none,32,16384,524288,84791609211,106808229888
1KGP,svar,none,32,16384,524288,85314636499,112629510144
1KGP,svar,none,32,16384,524288,85937395579,122614050816
1KGP,svar,none,32,16384,524288,86513034841,107078795264
1KGP,svar,none,32,16384,524288,87125257185,117132558336
1KGP,svar,none,32,16384,524288,87737998096,106816516096
1KGP,svar,none,32,16384,524288,88267786238,113889202176
1KGP,svar,none,32,16384,524288,88902499520,101853446144
1KGP,svar,none,32,16384,524288,89518197819,111502606336
1KGP,svar,none,32,16384,524288,90100378446,106804895744
1KGP,svar,none,32,16384,524288,90686724549,112681857024
1KGP,svar,none,32,16384,524288,91297162832,122301493248
1KGP,svar,none,32,16384,524288,91884071210,108925108224
