dataset,backend,dl_mode,threads,seqlen,batch_size,elapsed_ns,rss_bytes
1KGP,svar,none,32,131072,65536,0,10602852352
1KGP,svar,none,32,131072,65536,522865114,15535927296
1KGP,svar,none,32,131072,65536,1097287097,23239094272
1KGP,svar,none,32,131072,65536,1618674368,27907268608
1KGP,svar,none,32,131072,65536,2161516532,36097748992
1KGP,svar,none,32,131072,65536,2742066643,42879938560
1KGP,svar,none,32,131072,65536,3263678190,30247518208
1KGP,svar,none,32,131072,65536,3855827828,39485673472
1KGP,svar,none,32,131072,65536,4433018039,44625793024
1KGP,svar,none,32,131072,65536,4954744845,33762910208
1KGP,svar,none,32,131072,65536,5535319783,42650750976
1KGP,svar,none,32,131072,65536,6087096009,29696389120
1KGP,svar,none,32,131072,65536,6620850894,38282330112
1KGP,svar,none,32,131072,65536,7205085642,45599293440
1KGP,svar,none,32,131072,65536,7726929237,33310965760
1KGP,svar,none,32,131072,65536,8273794200,41768505344
1KGP,svar,none,32,131072,65536,8801358673,47649144832
1KGP,svar,none,32,131072,65536,9323268383,50478202880
1KGP,svar,none,32,131072,65536,9840328652,40585293824
1KGP,svar,none,32,131072,65536,10426844418,48801935360
1KGP,svar,none,32,131072,65536,10949207805,36303474688
1KGP,svar,none,32,131072,65536,11527139305,45171720192
1KGP,svar,none,32,131072,65536,12121006337,51299516416
1KGP,svar,none,32,131072,65536,12642890134,39674511360
1KGP,svar,none,32,131072,65536,13230775312,48722878464
1KGP,svar,none,32,131072,65536,13790901352,53219172352
1KGP,svar,none,32,131072,65536,14312826264,42690953216
1KGP,svar,none,32,131072,65536,14899124300,51450707968
1KGP,svar,none,32,131072,65536,15431471542,37880033280
1KGP,svar,none,32,131072,65536,15963438954,46939725824
1KGP,svar,none,32,131072,65536,16548103370,54164414464
1KGP,svar,none,32,131072,65536,17072424953,42533777408
1KGP,svar,none,32,131072,65536,17648568912,51641888768
1KGP,svar,none,32,131072,65536,18233465326,57979355136
1KGP,svar,none,32,131072,65536,18832026681,49549553664
1KGP,svar,none,32,131072,65536,19412465266,56470155264
1KGP,svar,none,32,131072,65536,19934256981,43677835264
1KGP,svar,none,32,131072,65536,20510210677,52554342400
1KGP,svar,none,32,131072,65536,21094450918,59462144000
1KGP,svar,none,32,131072,65536,21616439858,48588066816
1KGP,svar,none,32,131072,65536,22195354908,57006428160
1KGP,svar,none,32,131072,65536,22717062711,60754038784
1KGP,svar,none,32,131072,65536,23233865223,51018366976
1KGP,svar,none,32,131072,65536,23816137549,59132252160
1KGP,svar,none,32,131072,65536,24338265586,46904918016
1KGP,svar,none,32,131072,65536,24915526588,55753216000
1KGP,svar,none,32,131072,65536,25494098255,61887385600
1KGP,svar,none,32,131072,65536,26016078326,50389897216
1KGP,svar,none,32,131072,65536,26594757684,59226062848
1KGP,svar,none,32,131072,65536,27159372758,63816728576
1KGP,svar,none,32,131072,65536,27681363118,53136113664
1KGP,svar,none,32,131072,65536,28270538827,61693259776
1KGP,svar,none,32,131072,65536,28792217847,65451356160
1KGP,svar,none,32,131072,65536,29308958387,55680049152
1KGP,svar,none,32,131072,65536,29887133079,64014131200
1KGP,svar,none,32,131072,65536,30410766129,51421888512
1KGP,svar,none,32,131072,65536,31008300994,60633489408
1KGP,svar,none,32,131072,65536,31591273029,66593595392
1KGP,svar,none,32,131072,65536,32112783030,55540363264
1KGP,svar,none,32,131072,65536,32705491549,64686878720
1KGP,svar,none,32,131072,65536,33229131886,68476432384
1KGP,svar,none,32,131072,65536,33749710324,58019889152
1KGP,svar,none,32,131072,65536,34325380722,66286866432
1KGP,svar,none,32,131072,65536,34846447339,70021894144
1KGP,svar,none,32,131072,65536,35362480961,59859185664
1KGP,svar,none,32,131072,65536,35935375359,68197462016
1KGP,svar,none,32,131072,65536,36477832429,56324845568
1KGP,svar,none,32,131072,65536,37060919083,65324281856
1KGP,svar,none,32,131072,65536,37642774385,71422799872
1KGP,svar,none,32,131072,65536,38163942971,61182402560
1KGP,svar,none,32,131072,65536,38727441794,69345001472
1KGP,svar,none,32,131072,65536,39249822162,73151332352
1KGP,svar,none,32,131072,65536,39823456046,64688713728
1KGP,svar,none,32,131072,65536,40410753131,71837904896
1KGP,svar,none,32,131072,65536,40932897516,58941530112
1KGP,svar,none,32,131072,65536,41508984629,67754487808
1KGP,svar,none,32,131072,65536,42104360847,73672650752
1KGP,svar,none,32,131072,65536,42626096469,61814747136
1KGP,svar,none,32,131072,65536,43215945285,70867193856
1KGP,svar,none,32,131072,65536,43774812673,75321544704
1KGP,svar,none,32,131072,65536,44296545664,64468156416
1KGP,svar,none,32,131072,65536,44886161276,73127526400
1KGP,svar,none,32,131072,65536,45407699406,76812222464
1KGP,svar,none,32,131072,65536,45924365862,66850590720
1KGP,svar,none,32,131072,65536,46500462979,74874564608
1KGP,svar,none,32,131072,65536,47057634633,61249363968
1KGP,svar,none,32,131072,65536,47597184085,69963857920
1KGP,svar,none,32,131072,65536,48179629955,76980928512
1KGP,svar,none,32,131072,65536,48700709687,64248225792
1KGP,svar,none,32,131072,65536,49283288703,73284874240
1KGP,svar,none,32,131072,65536,49865060706,78903144448
1KGP,svar,none,32,131072,65536,50386766951,67560177664
1KGP,svar,none,32,131072,65536,50970594292,76541894656
1KGP,svar,none,32,131072,65536,51496339242,80513900544
1KGP,svar,none,32,131072,65536,52017493549,69982638080
1KGP,svar,none,32,131072,65536,52620058080,78592339968
1KGP,svar,none,32,131072,65536,53163648122,64954556416
1KGP,svar,none,32,131072,65536,53709703218,73263063040
1KGP,svar,none,32,131072,65536,54288355890,80311590912
1KGP,svar,none,32,131072,65536,54810088513,67805671424
1KGP,svar,none,32,131072,65536,55401466449,76853895168
1KGP,svar,none,32,131072,65536,56007563096,82767863808
1KGP,svar,none,32,131072,65536,56530047204,71502286848
1KGP,svar,none,32,131072,65536,57124198088,80561274880
1KGP,svar,none,32,131072,65536,57646284377,84294205440
1KGP,svar,none,32,131072,65536,58163127275,73599156224
1KGP,svar,none,32,131072,65536,58751183104,81788579840
1KGP,svar,none,32,131072,65536,59273135942,85422944256
1KGP,svar,none,32,131072,65536,59858903404,76566114304
1KGP,svar,none,32,131072,65536,60452100345,83725791232
1KGP,svar,none,32,131072,65536,60973771875,71095701504
1KGP,svar,none,32,131072,65536,61546922455,79930658816
1KGP,svar,none,32,131072,65536,62142909476,85762838528
1KGP,svar,none,32,131072,65536,62664772040,74597675008
1KGP,svar,none,32,131072,65536,63259916918,83480530944
1KGP,svar,none,32,131072,65536,63781792283,87322513408
1KGP,svar,none,32,131072,65536,64298984802,77138006016
1KGP,svar,none,32,131072,65536,64884875558,84998135808
1KGP,svar,none,32,131072,65536,65418241741,71221940224
1KGP,svar,none,32,131072,65536,65950605798,79456968704
1KGP,svar,none,32,131072,65536,66531693757,86346113024
1KGP,svar,none,32,131072,65536,67053657611,73333223424
1KGP,svar,none,32,131072,65536,67636970416,82167681024
1KGP,svar,none,32,131072,65536,68244807543,88230547456
1KGP,svar,none,32,131072,65536,68766737002,76822056960
1KGP,svar,none,32,131072,65536,69359708545,85846192128
1KGP,svar,none,32,131072,65536,69897068609,89941929984
1KGP,svar,none,32,131072,65536,70418795088,79691829248
1KGP,svar,none,32,131072,65536,71005189606,87998976000
1KGP,svar,none,32,131072,65536,71526993846,91763363840
1KGP,svar,none,32,131072,65536,72044228597,81812021248
1KGP,svar,none,32,131072,65536,72623603782,89399517184
1KGP,svar,none,32,131072,65536,73145754599,75811508224
1KGP,svar,none,32,131072,65536,73738439302,84789248000
1KGP,svar,none,32,131072,65536,74360472296,91323973632
1KGP,svar,none,32,131072,65536,74965168155,80266670080
1KGP,svar,none,32,131072,65536,75531639663,88979476480
1KGP,svar,none,32,131072,65536,76126198049,93706280960
1KGP,svar,none,32,131072,65536,76705982118,85022281728
1KGP,svar,none,32,131072,65536,77283812671,92280524800
1KGP,svar,none,32,131072,65536,77805042402,79604969472
1KGP,svar,none,32,131072,65536,78381092229,88448651264
1KGP,svar,none,32,131072,65536,78958238383,94337454080
1KGP,svar,none,32,131072,65536,79479538100,82705752064
1KGP,svar,none,32,131072,65536,80060339981,91567427584
1KGP,svar,none,32,131072,65536,80614030965,95986126848
1KGP,svar,none,32,131072,65536,81135326283,84959924224
1KGP,svar,none,32,131072,65536,81719950697,93368840192
1KGP,svar,none,32,131072,65536,82246652375,97237999616
1KGP,svar,none,32,131072,65536,82844586402,88387653632
1KGP,svar,none,32,131072,65536,83427309187,96564449280
1KGP,svar,none,32,131072,65536,83948357986,85182816256
1KGP,svar,none,32,131072,65536,84533983940,94342680576
1KGP,svar,none,32,131072,65536,85076773490,98897694720
1KGP,svar,none,32,131072,65536,85598029798,88690438144
1KGP,svar,none,32,131072,65536,86172703857,96460406784
1KGP,svar,none,32,131072,65536,86734240500,82770194432
1KGP,svar,none,32,131072,65536,87266880633,91092516864
1KGP,svar,none,32,131072,65536,87850154532,98036187136
1KGP,svar,none,32,131072,65536,88371181145,84627816448
1KGP,svar,none,32,131072,65536,88956435863,93684137984
1KGP,svar,none,32,131072,65536,89545790765,99805724672
1KGP,svar,none,32,131072,65536,90067107661,87892979712
1KGP,svar,none,32,131072,65536,90651457864,96929976320
1KGP,svar,none,32,131072,65536,91172538031,100832776192
1KGP,svar,none,32,131072,65536,91688940557,90760376320
1KGP,svar,none,32,131072,65536,92263715136,98800861184
1KGP,svar,none,32,131072,65536,92789321008,85613305856
1KGP,svar,none,32,131072,65536,93333247838,93979553792
1KGP,svar,none,32,131072,65536,93920151525,100667371520
1KGP,svar,none,32,131072,65536,94442367277,87718043648
1KGP,svar,none,32,131072,65536,95023515665,96636088320
1KGP,svar,none,32,131072,65536,95627608567,102820589568
1KGP,svar,none,32,131072,65536,96149637096,91366907904
1KGP,svar,none,32,131072,65536,96737926369,100122456064
1KGP,svar,none,32,131072,65536,97260046305,87242969088
1KGP,svar,none,32,131072,65536,97867758867,97155985408
1KGP,svar,none,32,131072,65536,98473973562,103803957248
1KGP,svar,none,32,131072,65536,98995568538,93307617280
1KGP,svar,none,32,131072,65536,99591781653,101474103296
1KGP,svar,none,32,131072,65536,100129790508,87790182400
1KGP,svar,none,32,131072,65536,100667751159,96200384512
