dataset,backend,dl_mode,threads,seqlen,batch_size,elapsed_ns,rss_bytes
TCGA_ATAC,svar,none,32,16384,524288,0,5899571200
TCGA_ATAC,svar,none,32,16384,524288,531631683,10113417216
TCGA_ATAC,svar,none,32,16384,524288,1061314489,9240432640
TCGA_ATAC,svar,none,32,16384,524288,1588498387,9157201920
TCGA_ATAC,svar,none,32,16384,524288,2128899372,9158610944
TCGA_ATAC,svar,none,32,16384,524288,2673742559,9150324736
TCGA_ATAC,svar,none,32,16384,524288,3229724963,9147215872
TCGA_ATAC,svar,none,32,16384,524288,3782899620,13879541760
TCGA_ATAC,svar,none,32,16384,524288,4337763650,13792268288
TCGA_ATAC,svar,none,32,16384,524288,4860325153,13621481472
TCGA_ATAC,svar,none,32,16384,524288,5382002190,13458698240
TCGA_ATAC,svar,none,32,16384,524288,5903756074,13264842752
TCGA_ATAC,svar,none,32,16384,524288,6425615795,13148467200
TCGA_ATAC,svar,none,32,16384,524288,6947857250,12820393984
TCGA_ATAC,svar,none,32,16384,524288,7469630510,12456284160
TCGA_ATAC,svar,none,32,16384,524288,7991330958,12216299520
TCGA_ATAC,svar,none,32,16384,524288,8525165779,12116520960
TCGA_ATAC,svar,none,32,16384,524288,9048438723,11887259648
TCGA_ATAC,svar,none,32,16384,524288,9571395969,11663683584
TCGA_ATAC,svar,none,32,16384,524288,10111073150,11343998976
TCGA_ATAC,svar,none,32,16384,524288,10662892543,11124592640
TCGA_ATAC,svar,none,32,16384,524288,11225253110,11090227200
TCGA_ATAC,svar,none,32,16384,524288,11794157666,11112157184
TCGA_ATAC,svar,none,32,16384,524288,12356484188,11073392640
TCGA_ATAC,svar,none,32,16384,524288,12924064290,11055411200
TCGA_ATAC,svar,none,32,16384,524288,13484768913,11027197952
TCGA_ATAC,svar,none,32,16384,524288,14046868102,10969575424
TCGA_ATAC,svar,none,32,16384,524288,14610744306,10949783552
TCGA_ATAC,svar,none,32,16384,524288,15178042767,10935898112
TCGA_ATAC,svar,none,32,16384,524288,15746924764,10978848768
TCGA_ATAC,svar,none,32,16384,524288,16308540380,10927656960
TCGA_ATAC,svar,none,32,16384,524288,16872473282,10903560192
TCGA_ATAC,svar,none,32,16384,524288,17440028278,10921234432
TCGA_ATAC,svar,none,32,16384,524288,18009573428,10981089280
TCGA_ATAC,svar,none,32,16384,524288,18569260005,10892013568
TCGA_ATAC,svar,none,32,16384,524288,19138950296,10926743552
TCGA_ATAC,svar,none,32,16384,524288,19705955592,10927534080
TCGA_ATAC,svar,none,32,16384,524288,20275150322,10983055360
TCGA_ATAC,svar,none,32,16384,524288,20840512244,10961227776
TCGA_ATAC,svar,none,32,16384,524288,21405708611,10964385792
TCGA_ATAC,svar,none,32,16384,524288,21973951108,10952708096
TCGA_ATAC,svar,none,32,16384,524288,22545169609,11652186112
TCGA_ATAC,svar,none,32,16384,524288,23082367812,11934310400
TCGA_ATAC,svar,none,32,16384,524288,23609936385,12017274880
TCGA_ATAC,svar,none,32,16384,524288,24131388508,10902380544
TCGA_ATAC,svar,none,32,16384,524288,24712832417,11400581120
TCGA_ATAC,svar,none,32,16384,524288,25266547376,11550539776
TCGA_ATAC,svar,none,32,16384,524288,25813949804,10387554304
TCGA_ATAC,svar,none,32,16384,524288,26380065500,10703159296
TCGA_ATAC,svar,none,32,16384,524288,26961862600,11199205376
TCGA_ATAC,svar,none,32,16384,524288,27524098462,11466661888
TCGA_ATAC,svar,none,32,16384,524288,28077108112,11121807360
TCGA_ATAC,svar,none,32,16384,524288,28639854779,11367964672
TCGA_ATAC,svar,none,32,16384,524288,29197239641,11578855424
TCGA_ATAC,svar,none,32,16384,524288,29747439387,11646754816
TCGA_ATAC,svar,none,32,16384,524288,30298259715,11748732928
TCGA_ATAC,svar,none,32,16384,524288,30840182416,11705614336
TCGA_ATAC,svar,none,32,16384,524288,31412317847,12224716800
TCGA_ATAC,svar,none,32,16384,524288,31979414252,13609893888
TCGA_ATAC,svar,none,32,16384,524288,32500854616,13921447936
TCGA_ATAC,svar,none,32,16384,524288,33061209201,9160122368
TCGA_ATAC,svar,none,32,16384,524288,33637629167,10554327040
TCGA_ATAC,svar,none,32,16384,524288,34221411630,11733950464
TCGA_ATAC,svar,none,32,16384,524288,34762727967,12691185664
TCGA_ATAC,svar,none,32,16384,524288,35308622601,12977827840
TCGA_ATAC,svar,none,32,16384,524288,35830048724,12741636096
TCGA_ATAC,svar,none,32,16384,524288,36400264903,13961420800
TCGA_ATAC,svar,none,32,16384,524288,36957066445,9546625024
TCGA_ATAC,svar,none,32,16384,524288,37537542983,10019450880
TCGA_ATAC,svar,none,32,16384,524288,38115856996,10721161216
TCGA_ATAC,svar,none,32,16384,524288,38691202599,11504267264
TCGA_ATAC,svar,none,32,16384,524288,39239330429,10836430848
TCGA_ATAC,svar,none,32,16384,524288,39824670583,11259031552
TCGA_ATAC,svar,none,32,16384,524288,40414446692,12501716992
TCGA_ATAC,svar,none,32,16384,524288,40989721475,13891883008
TCGA_ATAC,svar,none,32,16384,524288,41514202001,9152425984
TCGA_ATAC,svar,none,32,16384,524288,42088028122,10389970944
TCGA_ATAC,svar,none,32,16384,524288,42682949672,11883999232
