dataset,backend,dl_mode,threads,seqlen,batch_size,elapsed_ns,rss_bytes
1KGP,svar,none,32,2048,4194304,0,10640470016
1KGP,svar,none,32,2048,4194304,524189232,7559016448
1KGP,svar,none,32,2048,4194304,1045675766,7709245440
1KGP,svar,none,32,2048,4194304,1567059419,22996496384
1KGP,svar,none,32,2048,4194304,2099439974,68126068736
1KGP,svar,none,32,2048,4194304,2623521194,73692581888
1KGP,svar,none,32,2048,4194304,3168360952,81653579776
1KGP,svar,none,32,2048,4194304,3810201439,86330585088
1KGP,svar,none,32,2048,4194304,4563635362,86614638592
1KGP,svar,none,32,2048,4194304,5107595052,108634382336
1KGP,svar,none,32,2048,4194304,5628767721,114835582976
1KGP,svar,none,32,2048,4194304,6186308461,120754008064
1KGP,svar,none,32,2048,4194304,6711184664,123046084608
1KGP,svar,none,32,2048,4194304,7759101964,105930067968
1KGP,svar,none,32,2048,4194304,8280467968,106054823936
1KGP,svar,none,32,2048,4194304,8805069836,111415578624
1KGP,svar,none,32,2048,4194304,9373959665,119428825088
1KGP,svar,none,32,2048,4194304,9987385387,108372799488
1KGP,svar,none,32,2048,4194304,10737464588,108677935104
1KGP,svar,none,32,2048,4194304,11281237632,109755875328
1KGP,svar,none,32,2048,4194304,11858818182,118574223360
1KGP,svar,none,32,2048,4194304,12505318327,105667465216
1KGP,svar,none,32,2048,4194304,13304230207,105940865024
1KGP,svar,none,32,2048,4194304,13827028266,105997176832
1KGP,svar,none,32,2048,4194304,14349048946,112277458944
1KGP,svar,none,32,2048,4194304,14919093895,120635183104
1KGP,svar,none,32,2048,4194304,15656476077,108372672512
1KGP,svar,none,32,2048,4194304,16178800648,108675854336
1KGP,svar,none,32,2048,4194304,16726951260,110264463360
1KGP,svar,none,32,2048,4194304,17298416614,118842675200
1KGP,svar,none,32,2048,4194304,17944337721,105667452928
1KGP,svar,none,32,2048,4194304,18744436240,105940934656
1KGP,svar,none,32,2048,4194304,19266166031,106055241728
1KGP,svar,none,32,2048,4194304,19788803304,111876980736
1KGP,svar,none,32,2048,4194304,20352040068,120265588736
1KGP,svar,none,32,2048,4194304,20999442360,108372697088
1KGP,svar,none,32,2048,4194304,21749329345,108677816320
1KGP,svar,none,32,2048,4194304,22291681253,109629747200
1KGP,svar,none,32,2048,4194304,22854514203,118175780864
1KGP,svar,none,32,2048,4194304,23428309529,123052253184
1KGP,svar,none,32,2048,4194304,24470322713,105934618624
1KGP,svar,none,32,2048,4194304,24991768624,106055733248
1KGP,svar,none,32,2048,4194304,25524707477,111900049408
1KGP,svar,none,32,2048,4194304,26103464206,120412389376
1KGP,svar,none,32,2048,4194304,26645469762,108372918272
1KGP,svar,none,32,2048,4194304,27416057648,108678098944
1KGP,svar,none,32,2048,4194304,27962266219,110004535296
1KGP,svar,none,32,2048,4194304,28542578954,118813315072
1KGP,svar,none,32,2048,4194304,29217957674,105667502080
1KGP,svar,none,32,2048,4194304,30018403478,105940865024
1KGP,svar,none,32,2048,4194304,30539458421,106052640768
1KGP,svar,none,32,2048,4194304,31063258852,111925215232
1KGP,svar,none,32,2048,4194304,31644459453,120441749504
1KGP,svar,none,32,2048,4194304,32416333136,108372570112
1KGP,svar,none,32,2048,4194304,32939437478,108677812224
1KGP,svar,none,32,2048,4194304,33482375270,109626601472
1KGP,svar,none,32,2048,4194304,34058199829,118362427392
1KGP,svar,none,32,2048,4194304,34649895257,105466892288
1KGP,svar,none,32,2048,4194304,35595586922,105938796544
1KGP,svar,none,32,2048,4194304,36117309399,106053373952
1KGP,svar,none,32,2048,4194304,36644830226,112009060352
1KGP,svar,none,32,2048,4194304,37209799660,120127135744
1KGP,svar,none,32,2048,4194304,37816692091,108372832256
1KGP,svar,none,32,2048,4194304,38587986786,108680065024
1KGP,svar,none,32,2048,4194304,39130951895,110523944960
1KGP,svar,none,32,2048,4194304,39705578981,119136235520
1KGP,svar,none,32,2048,4194304,40363222471,105667325952
1KGP,svar,none,32,2048,4194304,41163333725,105938726912
1KGP,svar,none,32,2048,4194304,41686162582,106052317184
1KGP,svar,none,32,2048,4194304,42211080098,112248193024
1KGP,svar,none,32,2048,4194304,42804045481,120903139328
1KGP,svar,none,32,2048,4194304,43369712133,108372660224
1KGP,svar,none,32,2048,4194304,44119278322,108677963776
1KGP,svar,none,32,2048,4194304,44661847755,110122852352
1KGP,svar,none,32,2048,4194304,45231838472,118649737216
1KGP,svar,none,32,2048,4194304,45903655292,105667313664
1KGP,svar,none,32,2048,4194304,46703731934,105938780160
1KGP,svar,none,32,2048,4194304,47225563448,106052689920
1KGP,svar,none,32,2048,4194304,47758324934,111893700608
1KGP,svar,none,32,2048,4194304,48333377246,120494120960
1KGP,svar,none,32,2048,4194304,49081192406,108372496384
1KGP,svar,none,32,2048,4194304,49602878287,108677885952
1KGP,svar,none,32,2048,4194304,50147010120,109844045824
1KGP,svar,none,32,2048,4194304,50720242094,118444142592
1KGP,svar,none,32,2048,4194304,51410548961,105667395584
1KGP,svar,none,32,2048,4194304,52217572994,105936855040
1KGP,svar,none,32,2048,4194304,52740502226,106051776512
1KGP,svar,none,32,2048,4194304,53264348647,111904247808
1KGP,svar,none,32,2048,4194304,53837840661,120439656448
1KGP,svar,none,32,2048,4194304,54585494019,108372852736
1KGP,svar,none,32,2048,4194304,55107454171,108677963776
1KGP,svar,none,32,2048,4194304,55651099628,109598302208
1KGP,svar,none,32,2048,4194304,56223861095,118637154304
1KGP,svar,none,32,2048,4194304,56798670212,122831458304
1KGP,svar,none,32,2048,4194304,57577022266,105667543040
1KGP,svar,none,32,2048,4194304,58098899307,105938767872
1KGP,svar,none,32,2048,4194304,58621344501,106053042176
1KGP,svar,none,32,2048,4194304,59148836878,112237707264
1KGP,svar,none,32,2048,4194304,59728840965,120828321792
1KGP,svar,none,32,2048,4194304,60457379375,108372819968
1KGP,svar,none,32,2048,4194304,60980057806,108678152192
1KGP,svar,none,32,2048,4194304,61524499316,109751844864
1KGP,svar,none,32,2048,4194304,62090768338,118614085632
1KGP,svar,none,32,2048,4194304,62663750416,123118768128
1KGP,svar,none,32,2048,4194304,63273883585,105667313664
1KGP,svar,none,32,2048,4194304,63796462292,105940856832
1KGP,svar,none,32,2048,4194304,64318111262,106054033408
1KGP,svar,none,32,2048,4194304,64861656786,112137031680
1KGP,svar,none,32,2048,4194304,65434251962,120454336512
1KGP,svar,none,32,2048,4194304,66013577655,108372680704
1KGP,svar,none,32,2048,4194304,66767422342,108678078464
1KGP,svar,none,32,2048,4194304,67309888991,110458982400
1KGP,svar,none,32,2048,4194304,67882285055,118783959040
1KGP,svar,none,32,2048,4194304,68494168158,105467912192
1KGP,svar,none,32,2048,4194304,69437820598,105940869120
1KGP,svar,none,32,2048,4194304,69960323275,105985519616
1KGP,svar,none,32,2048,4194304,70483159859,112216735744
1KGP,svar,none,32,2048,4194304,71054186706,120729583616
1KGP,svar,none,32,2048,4194304,71798589326,108373684224
1KGP,svar,none,32,2048,4194304,72320429166,108681105408
1KGP,svar,none,32,2048,4194304,72863928738,109847789568
1KGP,svar,none,32,2048,4194304,73431283803,118757740544
1KGP,svar,none,32,2048,4194304,73997984396,105667256320
1KGP,svar,none,32,2048,4194304,74944645614,105940873216
1KGP,svar,none,32,2048,4194304,75465786066,106000580608
1KGP,svar,none,32,2048,4194304,75988506620,112273281024
1KGP,svar,none,32,2048,4194304,76556023023,120370851840
1KGP,svar,none,32,2048,4194304,77147419195,108373606400
1KGP,svar,none,32,2048,4194304,77921188327,108678819840
1KGP,svar,none,32,2048,4194304,78463775863,109822414848
1KGP,svar,none,32,2048,4194304,79036072538,118294269952
1KGP,svar,none,32,2048,4194304,79627050492,105467924480
1KGP,svar,none,32,2048,4194304,80569340604,105938784256
1KGP,svar,none,32,2048,4194304,81090900824,105997635584
1KGP,svar,none,32,2048,4194304,81612253501,112363536384
1KGP,svar,none,32,2048,4194304,82190170737,121031065600
1KGP,svar,none,32,2048,4194304,82899222139,108373762048
1KGP,svar,none,32,2048,4194304,83420717707,108679000064
1KGP,svar,none,32,2048,4194304,83965087631,109687394304
1KGP,svar,none,32,2048,4194304,84540528090,118271201280
1KGP,svar,none,32,2048,4194304,85244805314,105667534848
1KGP,svar,none,32,2048,4194304,86044966514,105940873216
1KGP,svar,none,32,2048,4194304,86566033483,105989918720
1KGP,svar,none,32,2048,4194304,87088018966,112162197504
1KGP,svar,none,32,2048,4194304,87660278648,120589111296
1KGP,svar,none,32,2048,4194304,88209328128,108373696512
1KGP,svar,none,32,2048,4194304,88973242854,108681162752
1KGP,svar,none,32,2048,4194304,89514947760,110458474496
1KGP,svar,none,32,2048,4194304,90096210875,118969540608
1KGP,svar,none,32,2048,4194304,90657025742,105467912192
1KGP,svar,none,32,2048,4194304,91642160860,105940869120
1KGP,svar,none,32,2048,4194304,92163736688,105997770752
