dataset,backend,threads,seqlen,batch_size,avg_rss_bytes,peak_rss_bytes
TCGA_ATAC,gvl061,64,2048,2,1079143152,1119428608
TCGA_ATAC,gvl061,64,2048,2,1119480622,1119539200
TCGA_ATAC,gvl061,64,2048,2,1119578898,1119633408
TCGA_ATAC,gvl061,64,2048,4,1119633390,1119633408
TCGA_ATAC,gvl061,64,2048,4,1119887076,1120124928
TCGA_ATAC,gvl061,64,2048,4,1120140336,1120141312
TCGA_ATAC,gvl061,64,2048,8,1120145357,1120145408
TCGA_ATAC,gvl061,64,2048,8,1120148873,1120157696
TCGA_ATAC,gvl061,64,2048,8,1120156930,1120161792
TCGA_ATAC,gvl061,64,2048,16,1120177089,1120186368
TCGA_ATAC,gvl061,64,2048,16,1120185090,1120186368
TCGA_ATAC,gvl061,64,2048,16,1120183581,1120186368
TCGA_ATAC,gvl061,64,2048,32,1120307728,1120387072
TCGA_ATAC,gvl061,64,2048,32,1120383045,1120387072
TCGA_ATAC,gvl061,64,2048,32,1120387072,1120387072
TCGA_ATAC,gvl061,64,2048,64,1120442624,1120444416
TCGA_ATAC,gvl061,64,2048,64,1120444416,1120444416
TCGA_ATAC,gvl061,64,2048,64,1120444416,1120444416
TCGA_ATAC,gvl061,64,2048,128,1120568982,1120595968
TCGA_ATAC,gvl061,64,2048,128,1120595968,1120595968
TCGA_ATAC,gvl061,64,2048,128,1121522801,1121947648
TCGA_ATAC,gvl061,64,2048,256,1122949306,1123151872
TCGA_ATAC,gvl061,64,2048,256,1123542109,1123614720
TCGA_ATAC,gvl061,64,2048,256,1123989504,1124118528
TCGA_ATAC,gvl061,64,2048,512,1126637568,1127088128
TCGA_ATAC,gvl061,64,2048,512,1127645184,1128157184
TCGA_ATAC,gvl061,64,2048,512,1128260754,1128349696
TCGA_ATAC,gvl061,64,2048,1024,1134409318,1137164288
TCGA_ATAC,gvl061,64,2048,1024,1137885184,1140031488
TCGA_ATAC,gvl061,64,2048,1024,1136624435,1137537024
TCGA_ATAC,gvl061,64,2048,2048,1146055680,1150627840
TCGA_ATAC,gvl061,64,2048,2048,1157194752,1164156928
TCGA_ATAC,gvl061,64,2048,2048,1164075008,1164570624
TCGA_ATAC,gvl061,64,2048,4096,1165559398,1184473088
TCGA_ATAC,gvl061,64,2048,4096,1181946675,1212551168
TCGA_ATAC,gvl061,64,2048,4096,1192654438,1213198336
TCGA_ATAC,gvl061,64,2048,8192,1209327616,1230348288
TCGA_ATAC,gvl061,64,2048,8192,1231109120,1282211840
TCGA_ATAC,gvl061,64,2048,8192,1222436864,1241198592
TCGA_ATAC,gvl061,64,2048,16384,1332423680,1416790016
TCGA_ATAC,gvl061,64,2048,16384,1345617920,1416855552
TCGA_ATAC,gvl061,64,2048,16384,1349655552,1417027584
TCGA_ATAC,gvl061,64,2048,32768,1348865024,1417302016
TCGA_ATAC,gvl061,64,2048,32768,1458496512,1547083776
TCGA_ATAC,gvl061,64,2048,32768,1449643008,1547296768
TCGA_ATAC,gvl061,64,2048,65536,1732124672,1966530560
TCGA_ATAC,gvl061,64,2048,65536,1712476979,2223489024
TCGA_ATAC,gvl061,64,2048,65536,1866042572,2224349184
TCGA_ATAC,gvl061,64,2048,131072,2249426534,2761162752
TCGA_ATAC,gvl061,64,2048,131072,2333310390,3299299328
TCGA_ATAC,gvl061,64,2048,131072,2408422058,3299098624
TCGA_ATAC,gvl061,64,2048,262144,2955445713,3559563264
TCGA_ATAC,gvl061,64,2048,262144,3159062528,3559473152
TCGA_ATAC,gvl061,64,2048,262144,3093528120,3559444480
TCGA_ATAC,gvl061,64,2048,524288,2991378432,3559555072
TCGA_ATAC,gvl061,64,2048,524288,3147682247,3559530496
TCGA_ATAC,gvl061,64,2048,524288,3158175744,3559600128
TCGA_ATAC,gvl061,64,2048,1048576,3104993280,3559460864
TCGA_ATAC,gvl061,64,2048,1048576,3197487331,3559542784
TCGA_ATAC,gvl061,64,2048,1048576,3215490662,3559530496
TCGA_ATAC,gvl061,64,2048,2097152,3094192128,3559366656
TCGA_ATAC,gvl061,64,2048,2097152,3260486087,3559596032
TCGA_ATAC,gvl061,64,2048,2097152,2828439142,3559153664
TCGA_ATAC,gvl061,64,2048,4194304,3231376384,3559432192
TCGA_ATAC,gvl061,64,2048,4194304,3112195413,3559575552
TCGA_ATAC,gvl061,64,2048,4194304,3173256704,3559550976
