dataset,backend,threads,seqlen,batch_size,avg_rss_bytes,peak_rss_bytes
TCGA_ATAC,gvl061,64,16384,2,1104640395,1192271872
TCGA_ATAC,gvl061,64,16384,2,1193931972,1194303488
TCGA_ATAC,gvl061,64,16384,2,1194303447,1194303488
TCGA_ATAC,gvl061,64,16384,4,1194414119,1194459136
TCGA_ATAC,gvl061,64,16384,4,1194561956,1194598400
TCGA_ATAC,gvl061,64,16384,4,1194609673,1194614784
TCGA_ATAC,gvl061,64,16384,8,1194796422,1194811392
TCGA_ATAC,gvl061,64,16384,8,1195172697,1195220992
TCGA_ATAC,gvl061,64,16384,8,1195271540,1195274240
TCGA_ATAC,gvl061,64,16384,16,1195748129,1196101632
TCGA_ATAC,gvl061,64,16384,16,1196461521,1196625920
TCGA_ATAC,gvl061,64,16384,16,1196648261,1196650496
TCGA_ATAC,gvl061,64,16384,32,1197352960,1197441024
TCGA_ATAC,gvl061,64,16384,32,1197534286,1197539328
TCGA_ATAC,gvl061,64,16384,32,1198498816,1198657536
TCGA_ATAC,gvl061,64,16384,64,1201786880,1203720192
TCGA_ATAC,gvl061,64,16384,64,1203720192,1203720192
TCGA_ATAC,gvl061,64,16384,64,1203771164,1203785728
TCGA_ATAC,gvl061,64,16384,128,1206996992,1207832576
TCGA_ATAC,gvl061,64,16384,128,1208896170,1209163776
TCGA_ATAC,gvl061,64,16384,128,1210162380,1210413056
TCGA_ATAC,gvl061,64,16384,256,1221407744,1225072640
TCGA_ATAC,gvl061,64,16384,256,1226585702,1227190272
TCGA_ATAC,gvl061,64,16384,256,1227190272,1227190272
TCGA_ATAC,gvl061,64,16384,512,1237681766,1257377792
TCGA_ATAC,gvl061,64,16384,512,1243385036,1264144384
TCGA_ATAC,gvl061,64,16384,512,1237368012,1264209920
TCGA_ATAC,gvl061,64,16384,1024,1271283712,1328123904
TCGA_ATAC,gvl061,64,16384,1024,1280422912,1330479104
TCGA_ATAC,gvl061,64,16384,1024,1298344960,1332092928
TCGA_ATAC,gvl061,64,16384,2048,1383754752,1468006400
TCGA_ATAC,gvl061,64,16384,2048,1403587584,1472774144
TCGA_ATAC,gvl061,64,16384,2048,1407135744,1475256320
TCGA_ATAC,gvl061,64,16384,4096,1582367744,1746169856
TCGA_ATAC,gvl061,64,16384,4096,1578791936,1790300160
TCGA_ATAC,gvl061,64,16384,4096,1662054400,1799540736
TCGA_ATAC,gvl061,64,16384,8192,2240688128,2484244480
TCGA_ATAC,gvl061,64,16384,8192,2170066534,2574057472
TCGA_ATAC,gvl061,64,16384,8192,2213793792,2643603456
TCGA_ATAC,gvl061,64,16384,16384,3263266816,3742769152
TCGA_ATAC,gvl061,64,16384,16384,3492353755,4014280704
TCGA_ATAC,gvl061,64,16384,16384,3205635413,3945013248
TCGA_ATAC,gvl061,64,16384,32768,4835974826,6164250624
TCGA_ATAC,gvl061,64,16384,32768,4977924437,6164303872
TCGA_ATAC,gvl061,64,16384,32768,4681951232,6164180992
TCGA_ATAC,gvl061,64,16384,65536,7716072038,10462633984
TCGA_ATAC,gvl061,64,16384,65536,7483604601,10462081024
TCGA_ATAC,gvl061,64,16384,65536,7460468121,10462175232
TCGA_ATAC,gvl061,64,16384,131072,9716903116,14690447360
TCGA_ATAC,gvl061,64,16384,131072,10038710575,19027574784
TCGA_ATAC,gvl061,64,16384,131072,10773196800,19057565696
TCGA_ATAC,gvl061,64,16384,262144,17753111238,21085011968
TCGA_ATAC,gvl061,64,16384,262144,17827427808,21084266496
TCGA_ATAC,gvl061,64,16384,262144,17703576837,21084823552
TCGA_ATAC,gvl061,64,16384,524288,18039489962,21084659712
TCGA_ATAC,gvl061,64,16384,524288,17956535202,21084454912
TCGA_ATAC,gvl061,64,16384,524288,17846929137,21084397568
