dataset,threads,seqlen,batch_size,throughput (MiB/s)
1kgp,2,16384,16,1592.1116849547905
1kgp,2,16384,16,1616.5104807313405
1kgp,2,16384,16,1626.4870347629983
1kgp,2,16384,16,1564.839442213787
1kgp,2,2048,8192,4189.054170133111
1kgp,2,2048,8192,4224.5411221402555
1kgp,2,2048,8192,3691.773726910749
1kgp,2,2048,8192,3000.780031111189
1kgp,2,2048,8192,2936.5859044205604
1kgp,2,16384,128,3891.0915850128845
1kgp,2,16384,128,3894.625393261547
1kgp,2,16384,128,3906.680166509707
1kgp,2,16384,128,3915.32989327672
1kgp,2,16384,128,6078.7738721671985
1kgp,2,16384,64,1699.0504654221634
1kgp,2,16384,64,2797.720765325489
1kgp,2,16384,64,2840.806742979117
1kgp,2,16384,64,2872.7066142310714
1kgp,2,16384,64,2937.844665498878
1kgp,2,16384,256,4566.75081712527
1kgp,2,16384,256,4844.160562017314
1kgp,2,16384,256,4946.859510240571
1kgp,2,16384,256,5235.163667832789
1kgp,2,16384,256,5304.3184010042905
1kgp,2,131072,1,1463.1850384039155
1kgp,2,131072,1,1473.3880719477388
1kgp,2,131072,1,1488.0961985882582
1kgp,2,131072,1,1501.1180622163686
1kgp,2,131072,1,1508.7010313858066
1kgp,2,16384,512,4712.054482841023
1kgp,2,16384,512,7647.783889239545
1kgp,2,16384,512,7449.775343549244
1kgp,2,16384,512,7378.695311391147
1kgp,2,16384,512,6824.241801300224
1kgp,2,131072,2,1995.450631545467
1kgp,2,131072,2,2002.930413502224
1kgp,2,131072,2,2015.4076786245166
1kgp,2,131072,2,2061.5990321226204
1kgp,2,131072,2,2029.497342518615
1kgp,1,1048576,32,1654.8647600077938
1kgp,1,1048576,32,1686.6398996990458
1kgp,1,1048576,32,1688.9599071417795
1kgp,1,1048576,32,1711.72963287058
1kgp,1,1048576,32,1699.7982219170426
1kgp,2,131072,8,3326.433827970917
1kgp,2,131072,8,3337.0863987120397
1kgp,2,131072,8,3362.142984351705
1kgp,2,131072,8,3354.669518858871
1kgp,2,131072,8,3356.447543505104
1kgp,2,131072,4,2295.3573341813862
1kgp,2,131072,4,2319.9685289956574
1kgp,2,131072,4,2344.4096614492087
1kgp,2,131072,4,2345.321815660517
1kgp,2,131072,4,2306.129698821485
1kgp,2,131072,16,6533.682695987839
1kgp,2,131072,16,6580.8824855017
1kgp,2,131072,16,6619.393943649513
1kgp,2,131072,16,6605.337320520623
1kgp,2,131072,16,6625.965397782009
1kgp,2,16384,1024,3080.2135626934473
1kgp,2,16384,1024,3438.186833319277
1kgp,2,16384,1024,3709.708790893984
1kgp,2,16384,1024,3528.215899981581
1kgp,2,16384,1024,3030.1531691405658
1kgp,2,131072,32,4000.138444029593
1kgp,2,131072,32,4334.705491861365
1kgp,2,131072,32,4057.52019187631
1kgp,2,131072,32,3987.8789321396166
1kgp,2,131072,32,4260.839323703203
1kgp,2,131072,64,3763.719149175373
1kgp,2,131072,64,3811.3695556544017
1kgp,2,131072,64,3867.2802973410317
1kgp,2,131072,64,3876.4933758958337
1kgp,2,131072,64,3865.7559482946585
1kgp,2,2048,16384,2636.890904826266
1kgp,2,2048,16384,2862.8000759262686
1kgp,2,2048,16384,2649.5320081752056
1kgp,2,2048,16384,2178.0301210514735
1kgp,2,2048,16384,2446.759858289201
1kgp,2,131072,128,3826.307242795403
1kgp,2,131072,128,4310.963391867514
1kgp,2,131072,128,4630.468347818492
1kgp,2,131072,128,4960.312766327857
1kgp,2,131072,128,3192.9408751034775
1kgp,2,1048576,1,1710.8361488666026
1kgp,2,1048576,1,1670.3739824157835
1kgp,2,1048576,1,1735.9489712770517
1kgp,2,1048576,1,1721.3453264774655
1kgp,2,1048576,1,1737.0918407942809
1kgp,2,1048576,2,3067.021017905939
1kgp,2,1048576,2,3148.982144001793
1kgp,2,1048576,2,3518.522218721933
1kgp,2,1048576,2,3810.8335250047835
1kgp,2,1048576,2,4081.596795013422
1kgp,2,1048576,4,3646.2959532796294
1kgp,2,1048576,4,3674.4833203785493
1kgp,2,1048576,4,3716.271121508793
1kgp,2,1048576,4,3761.8565279427585
1kgp,2,1048576,4,3726.3829386520915
1kgp,1,2048,32768,1811.7910187151142
1kgp,1,2048,32768,1503.2799970376723
1kgp,1,2048,32768,1464.5923982768581
1kgp,1,2048,32768,1827.6554473976541
1kgp,1,2048,32768,2264.112854498657
1kgp,2,1048576,8,3592.117985566729
1kgp,2,1048576,8,3619.9709632964673
1kgp,2,1048576,8,3654.7310781297024
1kgp,2,1048576,8,3530.9057620568487
1kgp,2,1048576,8,3575.052038462499
1kgp,4,2048,1,28.623878284967876
1kgp,4,2048,1,28.9350327282275
1kgp,4,2048,1,29.710766744317077
1kgp,4,2048,1,29.800272360716026
1kgp,4,2048,1,29.84541310387076
1kgp,2,2048,32768,3102.1205965759314
1kgp,2,2048,32768,3254.104527467617
1kgp,2,2048,32768,3543.8859253392484
1kgp,2,2048,32768,4028.5589492546387
1kgp,2,2048,32768,4265.293152234029
1kgp,1,16384,4096,1976.0644223280317
1kgp,1,16384,4096,1696.4569702129124
1kgp,1,16384,4096,1701.5998288557876
1kgp,1,16384,4096,1687.8221917927506
1kgp,1,16384,4096,1667.167837728868
1kgp,4,2048,2,57.955151104409154
1kgp,4,2048,2,58.17085692082613
1kgp,4,2048,2,61.101485241185806
1kgp,4,2048,2,60.9020160344228
1kgp,4,2048,2,61.19860169725536
1kgp,1,1048576,64,2078.719343695904
1kgp,1,1048576,64,2462.4813539972256
1kgp,1,1048576,64,2664.4732070253276
1kgp,1,1048576,64,1747.4191116751942
1kgp,1,1048576,64,1745.703301995643
1kgp,2,1048576,16,4768.353713536371
1kgp,2,1048576,16,2707.346480436226
1kgp,2,1048576,16,3235.6783988510074
1kgp,2,1048576,16,3001.9774647922604
1kgp,2,1048576,16,2675.1668778418425
1kgp,1,131072,512,1729.2751647428126
1kgp,1,131072,512,1745.4719022533982
1kgp,1,131072,512,1744.3703944988151
1kgp,1,131072,512,1707.5830363059024
1kgp,1,131072,512,2259.9689409189227
1kgp,4,2048,8,236.98349225068165
1kgp,4,2048,8,253.74327769328264
1kgp,4,2048,8,259.91285525568645
1kgp,4,2048,8,260.37005002976287
1kgp,4,2048,8,260.78030237970427
1kgp,2,16384,2048,2084.4393983767377
1kgp,2,16384,2048,1888.5569703059675
1kgp,2,16384,2048,2110.0328767696183
1kgp,2,16384,2048,1704.713244749965
1kgp,2,16384,2048,2553.792700273295
1kgp,4,2048,4,122.35420193502827
1kgp,4,2048,4,124.3963532800272
1kgp,4,2048,4,129.4776586425097
1kgp,4,2048,4,128.19463143658356
1kgp,4,2048,4,129.7810978372576
1kgp,2,131072,256,2661.3530632787815
1kgp,2,131072,256,3376.2244851868427
1kgp,2,131072,256,3243.439551909078
1kgp,2,131072,256,3175.6777271935466
1kgp,2,131072,256,3031.1454692791986
1kgp,4,2048,32,723.1129895725363
1kgp,4,2048,32,724.2882336494317
1kgp,4,2048,32,722.2910430778182
1kgp,4,2048,32,743.6020415617751
1kgp,4,2048,32,741.8819949001742
1kgp,4,2048,16,465.34068514258325
1kgp,4,2048,16,476.04781380048166
1kgp,4,2048,16,483.31807109397164
1kgp,4,2048,16,485.143043424746
1kgp,4,2048,16,480.52707501920065
1kgp,2,16384,4096,3894.6475027487927
1kgp,2,16384,4096,3875.0882691929146
1kgp,2,16384,4096,3687.115435485736
1kgp,2,16384,4096,3441.8822803417265
1kgp,2,16384,4096,4065.2284111649697
1kgp,4,2048,64,1482.423414751772
1kgp,4,2048,64,1562.6535181424968
1kgp,4,2048,64,1596.8260908334837
1kgp,4,2048,64,1600.1366922800169
1kgp,4,2048,64,1594.0318588966002
1kgp,4,2048,128,2137.0286711801004
1kgp,4,2048,128,2049.4620899325814
1kgp,4,2048,128,2216.5871899966446
1kgp,4,2048,128,2212.520347305966
1kgp,4,2048,128,2215.4386483905237
1kgp,4,16384,1,194.5534366714162
1kgp,4,16384,1,214.6449478338379
1kgp,4,16384,1,218.88275393621194
1kgp,4,16384,1,217.97252794181625
1kgp,4,16384,1,218.69100888592033
1kgp,4,2048,256,3105.2233872925926
1kgp,4,2048,256,3128.679082175662
1kgp,4,2048,256,3170.3343893695487
1kgp,4,2048,256,3170.5323627021917
1kgp,4,2048,256,3149.9490486177883
1kgp,4,2048,512,3786.0379441145797
1kgp,4,2048,512,3767.0863188925737
1kgp,4,2048,512,3838.6592116042157
1kgp,4,2048,512,3838.1843336386914
1kgp,4,2048,512,3818.988340987071
1kgp,4,2048,1024,4738.415533888416
1kgp,4,2048,1024,4660.982567262875
1kgp,4,2048,1024,4765.124118748765
1kgp,4,2048,1024,4591.887002531621
1kgp,4,2048,1024,4760.422109166441
1kgp,2,1048576,32,2688.6942397958983
1kgp,2,1048576,32,3003.5450354983186
1kgp,2,1048576,32,4652.404727282479
1kgp,2,1048576,32,4939.947123401132
1kgp,2,1048576,32,4785.705869765969
1kgp,4,16384,2,388.5464907711843
1kgp,4,16384,2,390.78467210240984
1kgp,4,16384,2,397.1888002959855
1kgp,4,16384,2,404.9354178320599
1kgp,4,16384,2,404.28990478188047
1kgp,4,2048,2048,4899.514075156289
1kgp,4,2048,2048,5062.532931246579
1kgp,4,2048,2048,5146.737486185908
1kgp,4,2048,2048,5190.720551571157
1kgp,4,2048,2048,5029.7905296574645
1kgp,4,16384,4,764.3109947183406
1kgp,4,16384,4,756.1190087694501
1kgp,4,16384,4,773.6264960504898
1kgp,4,16384,4,774.5201612880422
1kgp,4,16384,4,776.9255391035292
1kgp,4,2048,4096,5217.456611546431
1kgp,4,2048,4096,4915.743031862596
1kgp,4,2048,4096,5148.115905643165
1kgp,4,2048,4096,5189.943617273881
1kgp,4,2048,4096,5628.150350106607
1kgp,4,16384,8,1063.278575883532
1kgp,4,16384,8,1111.7097168950402
1kgp,4,16384,8,1148.939638395987
1kgp,4,16384,8,1138.3650502680814
1kgp,4,16384,8,1079.7266885700492
1kgp,4,16384,32,3392.731846335538
1kgp,4,16384,32,3437.991415186019
1kgp,4,16384,32,3311.6578058520086
1kgp,4,16384,32,3443.3757393268615
1kgp,4,16384,32,3435.8977742694324
1kgp,4,16384,64,5002.158987856631
1kgp,4,16384,64,4988.05683559966
1kgp,4,16384,64,4948.488499350945
1kgp,4,16384,64,4968.689286666351
1kgp,4,16384,64,4966.84127245378
1kgp,4,16384,16,1768.2067513705877
1kgp,4,16384,16,2116.8897310081106
1kgp,4,16384,16,2128.295852021978
1kgp,4,16384,16,2210.9227693253274
1kgp,4,16384,16,2252.787760847744
1kgp,4,16384,128,4498.96676225408
1kgp,4,16384,128,6002.0725936349945
1kgp,4,16384,128,6082.632346986083
1kgp,4,16384,128,5987.801760913399
1kgp,4,16384,128,5909.634416471485
1kgp,4,16384,256,7115.5396932759895
1kgp,4,16384,256,7238.939286784809
1kgp,4,16384,256,7534.597752199932
1kgp,4,16384,256,7217.092101018059
1kgp,4,16384,256,7227.736093626373
1kgp,4,2048,8192,3911.72796852221
1kgp,4,2048,8192,3901.387428933595
1kgp,4,2048,8192,4664.113132158302
1kgp,4,2048,8192,5017.166756347113
1kgp,4,2048,8192,5154.305759686886
1kgp,2,131072,512,5475.694257676855
1kgp,2,131072,512,4970.551770087696
1kgp,2,131072,512,3952.1779693415738
1kgp,2,131072,512,2714.72462059533
1kgp,2,131072,512,2689.2636826925327
1kgp,4,131072,1,1231.7777460156105
1kgp,4,131072,1,1249.6998649068523
1kgp,4,131072,1,1278.7337855559533
1kgp,4,131072,1,1277.9298184330148
1kgp,4,131072,1,1275.3568819586674
1kgp,4,131072,2,2090.0527439702155
1kgp,4,131072,2,2127.233356464865
1kgp,4,131072,2,2121.440387571054
1kgp,4,131072,2,2122.3369938099277
1kgp,4,131072,2,2151.866293828384
1kgp,4,16384,512,6235.78538504105
1kgp,4,16384,512,7004.250741724409
1kgp,4,16384,512,6808.729874964238
1kgp,4,16384,512,6837.769101158505
1kgp,4,16384,512,7262.824448945359
1kgp,4,131072,4,2798.2612396109967
1kgp,4,131072,4,2753.733004272877
1kgp,4,131072,4,2854.9002332727164
1kgp,4,131072,4,2807.586185707911
1kgp,4,131072,4,2784.406297354068
1kgp,4,131072,8,3893.60000893205
1kgp,4,131072,8,4395.816631064614
1kgp,4,131072,8,4496.83483446536
1kgp,4,131072,8,4466.421460237224
1kgp,4,131072,8,4516.354742014683
1kgp,4,131072,16,6453.6390048469975
1kgp,4,131072,16,6550.617038354507
1kgp,4,131072,16,6614.695172072957
1kgp,4,131072,16,6585.692367513284
1kgp,4,131072,16,6670.794528803466
1kgp,4,16384,1024,5104.22691581955
1kgp,4,16384,1024,5157.865322691021
1kgp,4,16384,1024,5657.386030607352
1kgp,4,16384,1024,5659.017525466425
1kgp,4,16384,1024,5460.944814099556
1kgp,4,131072,32,4639.933027852653
1kgp,4,131072,32,6489.685617818658
1kgp,4,131072,32,6541.762251184634
1kgp,4,131072,32,6433.008824534692
1kgp,4,131072,32,6800.862469302423
1kgp,2,1048576,64,4890.1217267755055
1kgp,2,1048576,64,4705.831294266738
1kgp,2,1048576,64,4152.465936662982
1kgp,2,1048576,64,4291.65237917643
1kgp,2,1048576,64,3907.845327533185
1kgp,4,131072,64,8243.45381963773
1kgp,4,131072,64,8257.706442331997
1kgp,4,131072,64,7793.4562815736845
1kgp,4,131072,64,7918.765444262612
1kgp,4,131072,64,8041.632727761418
1kgp,4,1048576,1,3013.6821848142135
1kgp,4,1048576,1,2973.924948203873
1kgp,4,1048576,1,2781.537560392141
1kgp,4,1048576,1,3099.158715523823
1kgp,4,1048576,1,3086.408326080374
1kgp,4,1048576,4,5532.781728872426
1kgp,4,1048576,4,6307.012183959821
1kgp,4,1048576,4,6430.933986897287
1kgp,4,1048576,4,6397.854504044992
1kgp,4,1048576,4,6616.098212186176
1kgp,4,1048576,2,4285.171941443868
1kgp,4,1048576,2,3997.6522107756555
1kgp,4,1048576,2,3871.405241710967
1kgp,4,1048576,2,4065.777853407817
1kgp,4,1048576,2,3882.3603987256975
1kgp,4,16384,2048,6141.9096400296185
1kgp,4,16384,2048,6314.120634676306
1kgp,4,16384,2048,5674.101546094331
1kgp,4,16384,2048,6229.0941199724275
1kgp,4,16384,2048,6244.636893207959
1kgp,4,1048576,8,6915.20842084882
1kgp,4,1048576,8,6961.621483917453
1kgp,4,1048576,8,6982.040215609384
1kgp,4,1048576,8,7261.620085813035
1kgp,4,1048576,8,7085.1125929632
1kgp,4,131072,128,4876.26901074037
1kgp,4,131072,128,5625.160172253015
1kgp,4,131072,128,5781.939804553869
1kgp,4,131072,128,3725.6166881190848
1kgp,4,131072,128,4759.788824060625
1kgp,4,2048,16384,3254.114682387803
1kgp,4,2048,16384,3328.0776927869924
1kgp,4,2048,16384,3430.1152144202542
1kgp,4,2048,16384,3382.0853624291008
1kgp,4,2048,16384,3885.394672562881
1kgp,8,2048,1,28.179912623877986
1kgp,8,2048,1,28.385403667220384
1kgp,8,2048,1,28.81111203477668
1kgp,8,2048,1,25.793464205731176
1kgp,8,2048,1,29.303760283047378
1kgp,8,2048,4,99.31536325963022
1kgp,8,2048,4,113.37805891612241
1kgp,8,2048,4,102.16463473078367
1kgp,8,2048,4,108.45923005578936
1kgp,8,2048,4,108.0752139178212
1kgp,4,131072,256,5756.3456035986055
1kgp,4,131072,256,6249.47081425389
1kgp,4,131072,256,6165.799417884239
1kgp,4,131072,256,5695.93726351708
1kgp,4,131072,256,5329.0376876265955
