dataset,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,4,16384,16384,622.5750878710357
tcga-atac,4,16384,16384,731.8767515772964
tcga-atac,4,16384,16384,709.011010678494
tcga-atac,4,131072,8,9146.78032370916
tcga-atac,4,131072,8,9540.762263318384
tcga-atac,4,131072,8,9743.714076175693
tcga-atac,4,131072,8,6987.627941517166
tcga-atac,4,131072,8,7089.780286685888
tcga-atac,4,131072,32,15079.33853183517
tcga-atac,4,131072,32,17072.06787813458
tcga-atac,4,131072,32,17283.005383603173
tcga-atac,4,131072,32,17760.886044420324
tcga-atac,4,131072,32,17197.808379149745
tcga-atac,4,131072,16,12771.091532557928
tcga-atac,4,131072,16,13717.2779124737
tcga-atac,4,131072,16,13605.30120501726
tcga-atac,4,131072,16,14140.972893867925
tcga-atac,4,131072,16,13441.054527605565
tcga-atac,1,131072,8192,331.4044735283929
tcga-atac,1,131072,8192,382.33682511650363
tcga-atac,1,131072,8192,440.4395988428796
tcga-atac,1,131072,8192,402.9447105741607
tcga-atac,1,131072,8192,381.89844559049845
tcga-atac,4,131072,64,804.1323065621428
tcga-atac,4,131072,64,676.424328277388
tcga-atac,4,131072,64,814.3813175550976
tcga-atac,4,131072,64,765.1167013123954
tcga-atac,4,131072,64,751.8305725416317
tcga-atac,1,16384,65536,376.27733772407356
tcga-atac,1,16384,65536,302.9611538675338
tcga-atac,1,16384,65536,447.4304287867175
tcga-atac,1,16384,65536,440.2238861209389
tcga-atac,1,16384,65536,412.2689491108753
tcga-atac,4,131072,128,707.0789092228896
tcga-atac,4,131072,128,642.2800736393918
tcga-atac,4,131072,128,448.96292147258254
tcga-atac,4,131072,128,557.9254498571294
tcga-atac,4,131072,128,527.7067678643865
tcga-atac,1,2048,524288,333.2556535024828
tcga-atac,1,2048,524288,353.3507983479484
tcga-atac,1,2048,524288,231.7852632894535
tcga-atac,1,2048,524288,415.69682491127156
tcga-atac,1,2048,524288,368.1785262134934
tcga-atac,4,16384,32768,1095.8358855190004
tcga-atac,4,16384,32768,1027.854163118202
tcga-atac,4,16384,32768,738.6051682800172
tcga-atac,4,16384,32768,911.1785552584619
tcga-atac,4,16384,32768,925.1437197902433
tcga-atac,1,1048576,1024,290.4340132819779
tcga-atac,1,1048576,1024,340.9671039493664
tcga-atac,1,1048576,1024,223.96544292497288
tcga-atac,1,1048576,1024,420.74202851352834
tcga-atac,1,1048576,1024,389.1873353941078
tcga-atac,4,131072,256,569.0162706611045
tcga-atac,4,131072,256,641.6625092011432
tcga-atac,4,131072,256,794.7953790854027
tcga-atac,4,131072,256,772.5942372033049
tcga-atac,4,131072,256,748.6679961939088
tcga-atac,4,131072,512,748.0326798057113
tcga-atac,4,131072,512,605.8262682329072
tcga-atac,4,131072,512,796.068417240238
tcga-atac,4,131072,512,635.5977914624176
tcga-atac,4,131072,512,693.5700602325927
tcga-atac,4,2048,524288,514.2357485393545
tcga-atac,4,2048,524288,627.7473960500483
tcga-atac,4,2048,524288,793.2222842866064
tcga-atac,4,2048,524288,699.6392618533814
tcga-atac,4,2048,524288,763.3472245780042
tcga-atac,4,131072,1024,1011.927528687744
tcga-atac,4,131072,1024,1015.5006194558462
tcga-atac,4,131072,1024,1118.9179263535689
tcga-atac,4,131072,1024,1066.5011520838577
tcga-atac,4,131072,1024,2613.591662720593
tcga-atac,4,131072,2048,866.2891758855905
tcga-atac,4,131072,2048,968.3597346781501
tcga-atac,4,131072,2048,819.6965982182451
tcga-atac,4,131072,2048,773.4713592153305
tcga-atac,4,131072,2048,777.5905425232959
tcga-atac,4,16384,65536,862.0379539315788
tcga-atac,4,16384,65536,827.8554026426972
tcga-atac,4,16384,65536,892.0824808799101
tcga-atac,4,16384,65536,844.81358991405
tcga-atac,4,16384,65536,394.08424932864585
tcga-atac,4,131072,4096,788.0666711599108
tcga-atac,4,131072,4096,743.2720823840067
tcga-atac,4,131072,4096,789.1762390664092
tcga-atac,4,131072,4096,864.2140665261747
tcga-atac,4,131072,4096,1112.4572303795678
tcga-atac,4,1048576,4,14125.132859646006
tcga-atac,4,1048576,4,12029.450998741035
tcga-atac,4,1048576,4,10548.342547695189
tcga-atac,4,1048576,4,10479.056688018745
tcga-atac,4,1048576,4,10657.114798525377
tcga-atac,4,1048576,2,7476.576702579219
tcga-atac,4,1048576,2,8038.961093060786
tcga-atac,4,1048576,2,7916.789209882515
tcga-atac,4,1048576,2,6944.2878610120315
tcga-atac,4,1048576,2,6752.0173704633335
tcga-atac,4,1048576,8,1400.0501375330343
tcga-atac,4,1048576,8,757.6398424228878
tcga-atac,4,1048576,8,701.7161690380213
tcga-atac,4,1048576,8,830.8855962180927
tcga-atac,4,1048576,8,571.5629562871189
tcga-atac,2,16384,131072,573.7257780220756
tcga-atac,2,16384,131072,409.38132114574705
tcga-atac,2,16384,131072,528.8284047924067
tcga-atac,2,16384,131072,616.9442083185714
tcga-atac,2,16384,131072,724.482242716738
tcga-atac,4,1048576,16,550.4104282937835
tcga-atac,4,1048576,16,593.0147862487877
tcga-atac,4,1048576,16,471.7837014293802
tcga-atac,4,1048576,16,548.5111046523842
tcga-atac,4,1048576,16,825.793159408052
tcga-atac,4,1048576,32,661.25409190267
tcga-atac,4,1048576,32,617.9192133062407
tcga-atac,4,1048576,32,470.18914280408734
tcga-atac,4,1048576,32,568.6710817779434
tcga-atac,4,1048576,32,917.3433612861711
tcga-atac,4,1048576,64,879.0351603355041
tcga-atac,4,1048576,64,1711.092878138924
tcga-atac,4,1048576,64,1342.8141771576284
tcga-atac,4,1048576,64,1788.5497686947622
tcga-atac,4,1048576,64,790.5323772899176
tcga-atac,2,16384,262144,866.9468133234286
tcga-atac,2,16384,262144,770.8729532945144
tcga-atac,2,16384,262144,1377.4528972328865
tcga-atac,2,16384,262144,1900.5890398578993
tcga-atac,2,16384,262144,1589.3224324584028
tcga-atac,2,2048,1048576,535.4867920380543
tcga-atac,2,2048,1048576,388.0669208415881
tcga-atac,2,2048,1048576,594.6329842458073
tcga-atac,2,2048,1048576,552.516136731732
tcga-atac,2,2048,1048576,720.8848297617079
tcga-atac,2,131072,16384,619.6551642099956
tcga-atac,2,131072,16384,414.02621025485774
tcga-atac,2,131072,16384,639.6129146485264
tcga-atac,2,131072,16384,622.368875399122
tcga-atac,2,131072,16384,590.1369719227735
tcga-atac,4,1048576,128,905.34081201194
tcga-atac,4,1048576,128,927.5134737402941
tcga-atac,4,1048576,128,764.4605773899069
tcga-atac,4,1048576,128,790.3788466147175
tcga-atac,4,1048576,128,816.1052307326878
tcga-atac,4,1048576,256,799.2708892497718
tcga-atac,4,1048576,256,820.5949107279768
tcga-atac,4,1048576,256,972.432566235482
tcga-atac,4,1048576,256,869.8803343232514
tcga-atac,4,1048576,256,880.8265072810822
tcga-atac,2,1048576,2048,573.0456106416816
tcga-atac,2,1048576,2048,472.0148584352982
tcga-atac,2,1048576,2048,624.5919058157854
tcga-atac,2,1048576,2048,419.4046225463343
tcga-atac,2,1048576,2048,605.1958306805053
tcga-atac,4,131072,8192,799.875815406694
tcga-atac,4,131072,8192,371.3401676419453
tcga-atac,4,131072,8192,886.1039901274745
tcga-atac,4,131072,8192,718.8802352750674
tcga-atac,4,131072,8192,808.8884685636435
tcga-atac,8,2048,512,4515.680753363486
tcga-atac,8,2048,512,3280.2697737411386
tcga-atac,8,2048,512,8017.754466103614
tcga-atac,8,2048,512,8423.113964461332
tcga-atac,8,2048,512,8240.108942576026
tcga-atac,4,2048,1048576,700.1131539406026
tcga-atac,4,2048,1048576,677.7138571220261
tcga-atac,4,2048,1048576,642.7031538110924
tcga-atac,4,2048,1048576,710.0426773286238
tcga-atac,4,2048,1048576,1219.5599766621874
tcga-atac,2,2048,2097152,657.7427160246801
tcga-atac,2,2048,2097152,855.458945065864
tcga-atac,2,2048,2097152,1133.7033629681387
tcga-atac,2,2048,2097152,1230.1814718977187
tcga-atac,2,2048,2097152,2377.7733180769224
tcga-atac,8,2048,2048,10708.163255641439
tcga-atac,8,2048,2048,11357.209324014275
tcga-atac,8,2048,2048,11234.47978932329
tcga-atac,8,2048,2048,11421.23739105091
tcga-atac,8,2048,2048,11507.990833812157
tcga-atac,8,2048,1024,9072.179475004674
tcga-atac,8,2048,1024,9734.989841661025
tcga-atac,8,2048,1024,9659.84388237311
tcga-atac,8,2048,1024,10408.016855867723
tcga-atac,8,2048,1024,10568.991452770613
tcga-atac,4,16384,131072,799.3163392763415
tcga-atac,4,16384,131072,847.3622851343181
tcga-atac,4,16384,131072,985.7903280482694
tcga-atac,4,16384,131072,1261.169912136017
tcga-atac,4,16384,131072,1154.1044254673725
tcga-atac,8,2048,4096,865.6282181630488
tcga-atac,8,2048,4096,989.5662941376122
tcga-atac,8,2048,4096,1087.9706968250182
tcga-atac,8,2048,4096,1299.4076092619516
tcga-atac,8,2048,4096,1154.0684170380512
tcga-atac,8,2048,8192,894.9107416683534
tcga-atac,8,2048,8192,1066.3091892095038
tcga-atac,8,2048,8192,1198.2761847327254
tcga-atac,8,2048,8192,1264.8904347398095
tcga-atac,8,2048,8192,1070.4086868570957
tcga-atac,8,2048,16384,3085.502446866663
tcga-atac,8,2048,16384,1420.3594579229814
tcga-atac,8,2048,16384,1339.0096884747686
tcga-atac,8,2048,16384,1151.598527039889
tcga-atac,8,2048,16384,928.8928657853073
tcga-atac,4,1048576,512,778.7294972687812
tcga-atac,4,1048576,512,753.8331094498728
tcga-atac,4,1048576,512,942.2089993178413
tcga-atac,4,1048576,512,891.5898000719657
tcga-atac,4,1048576,512,827.1502082886243
tcga-atac,8,2048,32768,752.8875356170447
tcga-atac,8,2048,32768,1012.4137848735356
tcga-atac,8,2048,32768,947.2631804959375
tcga-atac,8,2048,32768,798.6606458468814
tcga-atac,8,2048,32768,926.553482811557
tcga-atac,8,2048,65536,1011.54731542524
tcga-atac,8,2048,65536,833.7274998627382
tcga-atac,8,2048,65536,987.7724021026103
tcga-atac,8,2048,65536,1170.2252084058482
tcga-atac,8,2048,65536,775.3727858863242
tcga-atac,8,2048,131072,1345.3359216555955
tcga-atac,8,2048,131072,1384.9550196747905
tcga-atac,8,2048,131072,1433.1058262196548
tcga-atac,8,2048,131072,1878.4662425160147
tcga-atac,8,2048,131072,2342.5875560729046
tcga-atac,1,16384,131072,345.52593839906126
tcga-atac,1,16384,131072,327.21399825345696
tcga-atac,1,16384,131072,393.3742714087
tcga-atac,1,16384,131072,465.10958374916385
tcga-atac,1,16384,131072,435.2882867942364
tcga-atac,4,1048576,1024,811.2276281748021
tcga-atac,4,1048576,1024,887.5710909411514
tcga-atac,4,1048576,1024,832.3206182976402
tcga-atac,4,1048576,1024,749.9866209640635
tcga-atac,4,1048576,1024,735.4519337837135
tcga-atac,8,2048,262144,1033.2342440074456
tcga-atac,8,2048,262144,840.4937910338226
tcga-atac,8,2048,262144,844.2088759173173
tcga-atac,8,2048,262144,888.7624669676458
tcga-atac,8,2048,262144,856.8414403371148
tcga-atac,4,131072,16384,505.6358946578687
tcga-atac,4,131072,16384,868.318371453117
tcga-atac,4,131072,16384,894.6558272246544
tcga-atac,4,131072,16384,802.2643534264874
tcga-atac,4,131072,16384,765.9809292013739
tcga-atac,1,2048,1048576,298.88217657604895
tcga-atac,1,2048,1048576,263.3427434579348
tcga-atac,1,2048,1048576,258.91007871802253
tcga-atac,1,2048,1048576,426.22260171925205
tcga-atac,1,2048,1048576,356.88354206343104
tcga-atac,2,131072,32768,741.2697969980488
tcga-atac,2,131072,32768,598.5897047239147
tcga-atac,2,131072,32768,895.2787325474499
tcga-atac,2,131072,32768,1626.622418363155
tcga-atac,2,131072,32768,797.1092950737357
tcga-atac,2,1048576,8192,847.7373797358364
tcga-atac,2,1048576,8192,992.072577489758
tcga-atac,2,1048576,8192,1938.551191793541
tcga-atac,2,1048576,8192,3158.56009423605
tcga-atac,2,1048576,8192,3372.7825748097052
tcga-atac,8,16384,64,8704.650356841963
tcga-atac,8,16384,64,9067.626283058642
tcga-atac,8,16384,64,8760.227703883707
tcga-atac,8,16384,64,8775.760742966964
tcga-atac,8,16384,64,9308.096919316207
tcga-atac,8,16384,128,7917.747604700546
tcga-atac,8,16384,128,11755.227948977163
tcga-atac,8,16384,128,11999.582292093188
tcga-atac,8,16384,128,12161.031185431842
tcga-atac,8,16384,128,11515.346647841325
tcga-atac,8,16384,256,9287.700952910152
tcga-atac,8,16384,256,9385.280109715197
tcga-atac,8,16384,256,9122.036371543025
tcga-atac,8,16384,256,11446.22082578764
tcga-atac,8,16384,256,12781.491681789721
tcga-atac,8,16384,512,3140.408648632799
tcga-atac,8,16384,512,4970.254472918405
tcga-atac,8,16384,512,2058.3040202696566
tcga-atac,8,16384,512,4247.374970017356
tcga-atac,8,16384,512,1672.6390485349605
tcga-atac,8,16384,1024,1532.1356768309522
tcga-atac,8,16384,1024,1232.0935311697003
tcga-atac,8,16384,1024,1101.5318443384738
tcga-atac,8,16384,1024,1572.8234800438977
tcga-atac,8,16384,1024,1285.579601930841
tcga-atac,8,16384,2048,1071.4986969363922
tcga-atac,8,16384,2048,1931.993493543469
tcga-atac,8,16384,2048,1930.2199016782888
tcga-atac,8,16384,2048,2107.4315815072696
tcga-atac,8,16384,2048,1719.547066139901
tcga-atac,8,16384,4096,1955.7048763915132
tcga-atac,8,16384,4096,9791.910239759356
tcga-atac,8,16384,4096,13173.357434319963
tcga-atac,8,16384,4096,12062.746760661785
tcga-atac,8,16384,4096,2627.1055356212137
tcga-atac,8,2048,524288,687.5263411504784
tcga-atac,8,2048,524288,773.916211947821
tcga-atac,8,2048,524288,836.7550183003436
tcga-atac,8,2048,524288,1029.4658210554994
tcga-atac,8,2048,524288,1049.2467495385033
tcga-atac,8,16384,8192,3510.185128704868
tcga-atac,8,16384,8192,10660.357327714357
tcga-atac,8,16384,8192,11709.869573262913
tcga-atac,8,16384,8192,2649.012151282223
tcga-atac,8,16384,8192,3808.2329885151466
tcga-atac,4,1048576,2048,951.9850778967386
tcga-atac,4,1048576,2048,983.6718675746328
tcga-atac,4,1048576,2048,851.5690574248516
tcga-atac,4,1048576,2048,941.1335293417541
tcga-atac,4,1048576,2048,996.9409007128163
tcga-atac,8,16384,16384,1168.5976008657794
tcga-atac,8,16384,16384,1083.6496736026115
tcga-atac,8,16384,16384,1015.581097366895
tcga-atac,8,16384,16384,1041.1992621615623
tcga-atac,8,16384,16384,1070.7258297281521
tcga-atac,8,16384,32768,2200.98875633942
tcga-atac,8,16384,32768,1418.6992515952018
tcga-atac,8,16384,32768,1287.9683937369996
tcga-atac,8,16384,32768,1338.0402661159362
tcga-atac,8,16384,32768,1075.5269263499558
tcga-atac,1,131072,65536,559.0511894742469
tcga-atac,1,131072,65536,775.242829617572
tcga-atac,1,131072,65536,2280.2795479448896
tcga-atac,1,131072,65536,2395.505159092799
tcga-atac,1,131072,65536,3057.685282586832
tcga-atac,4,131072,32768,764.0756042256636
tcga-atac,4,131072,32768,1186.59284496822
tcga-atac,4,131072,32768,1054.2322376450584
tcga-atac,4,131072,32768,1193.2620378845347
tcga-atac,4,131072,32768,1281.21108690324
tcga-atac,8,2048,1048576,925.4506926117674
tcga-atac,8,2048,1048576,1142.5310446292103
tcga-atac,8,2048,1048576,1296.3800136848936
tcga-atac,8,2048,1048576,1311.1612119660128
tcga-atac,8,2048,1048576,1371.8245292815477
tcga-atac,8,16384,65536,1357.9268273501712
tcga-atac,8,16384,65536,1257.8255767649136
tcga-atac,8,16384,65536,1423.9321889754224
tcga-atac,8,16384,65536,1762.0804408707165
tcga-atac,8,16384,65536,1221.4099601690705
tcga-atac,8,131072,8,10379.987819583654
tcga-atac,8,131072,8,10674.16396782176
tcga-atac,8,131072,8,10895.654424691846
tcga-atac,8,131072,8,11353.995818706786
tcga-atac,8,131072,8,10703.385446240398
tcga-atac,8,131072,16,9161.377022610368
tcga-atac,8,131072,16,10125.150721919987
tcga-atac,8,131072,16,9947.66891873357
tcga-atac,8,131072,16,10137.910151128226
tcga-atac,8,131072,16,10499.127369181933
tcga-atac,8,131072,32,16207.887011629062
tcga-atac,8,131072,32,17150.68902848489
tcga-atac,8,131072,32,17203.486479685133
tcga-atac,8,131072,32,17622.902199016014
tcga-atac,8,131072,32,16987.687475588664
tcga-atac,8,131072,64,3158.470962935165
tcga-atac,8,131072,64,1998.3721532120915
tcga-atac,8,131072,64,882.4351953948025
tcga-atac,8,131072,64,962.7714020988537
tcga-atac,8,131072,64,1241.790055572002
tcga-atac,4,1048576,4096,1428.792949967483
tcga-atac,4,1048576,4096,1193.7193046876223
tcga-atac,4,1048576,4096,1205.198245222008
tcga-atac,4,1048576,4096,1295.0816479370887
tcga-atac,4,1048576,4096,1204.496096690076
tcga-atac,8,131072,128,1113.6242611893317
tcga-atac,8,131072,128,909.2536739291063
tcga-atac,8,131072,128,1400.7965974968436
tcga-atac,8,131072,128,1221.5863671620996
tcga-atac,8,131072,128,1045.0094856617834
tcga-atac,8,131072,256,10850.653605335043
tcga-atac,8,131072,256,2539.537502140886
tcga-atac,8,131072,256,2276.8233970748065
tcga-atac,8,131072,256,2836.5305164373026
tcga-atac,8,131072,256,15367.886043361259
tcga-atac,8,131072,512,3512.342273368785
tcga-atac,8,131072,512,2078.380531704871
tcga-atac,8,131072,512,2525.1374250366166
tcga-atac,8,131072,512,2228.0314587014714
tcga-atac,8,131072,512,2484.4319497912293
tcga-atac,4,16384,262144,812.1049681069004
tcga-atac,4,16384,262144,813.3532054466917
tcga-atac,4,16384,262144,767.224765483584
tcga-atac,4,16384,262144,854.5885044647908
tcga-atac,4,16384,262144,828.4818282790369
tcga-atac,8,131072,1024,2097.776889343099
tcga-atac,8,131072,1024,1516.76893622088
tcga-atac,8,131072,1024,2831.4146433908772
tcga-atac,8,131072,1024,7834.952162290389
tcga-atac,8,131072,1024,4454.769464901222
tcga-atac,2,1048576,4096,498.9113799056235
tcga-atac,2,1048576,4096,443.1175806356689
tcga-atac,2,1048576,4096,687.7720828514139
tcga-atac,2,1048576,4096,658.7480772797242
tcga-atac,2,1048576,4096,653.3197008353484
tcga-atac,8,131072,2048,1657.1018050542657
tcga-atac,8,131072,2048,4327.770794443817
tcga-atac,8,131072,2048,3054.5200122188066
tcga-atac,8,131072,2048,13999.821427780633
tcga-atac,8,131072,2048,8812.113599825683
tcga-atac,8,16384,131072,2040.5707907925564
tcga-atac,8,16384,131072,1605.6704676980755
tcga-atac,8,16384,131072,1490.4598981265322
tcga-atac,8,16384,131072,1674.996631132575
tcga-atac,8,16384,131072,1756.7081345156805
tcga-atac,8,131072,8192,2014.425540863822
tcga-atac,8,131072,8192,3815.3794244969536
tcga-atac,8,131072,8192,3249.6556441272705
tcga-atac,8,131072,8192,1901.1552261453976
tcga-atac,8,131072,8192,2312.3803688420467
tcga-atac,8,131072,4096,1110.5766838720467
tcga-atac,8,131072,4096,972.50308985365
tcga-atac,8,131072,4096,978.6755997360276
tcga-atac,8,131072,4096,976.2632677768926
tcga-atac,8,131072,4096,966.4689749187647
tcga-atac,8,131072,16384,1881.9438915981484
tcga-atac,8,131072,16384,1943.267763087606
tcga-atac,8,131072,16384,1591.860230850321
tcga-atac,8,131072,16384,1717.0051481362573
tcga-atac,8,131072,16384,1882.298812487749
tcga-atac,8,1048576,2,6643.711016370598
tcga-atac,8,1048576,2,9149.408102598505
tcga-atac,8,1048576,2,9157.622744555822
tcga-atac,8,1048576,2,9523.891640255832
tcga-atac,8,1048576,2,9723.530691675047
tcga-atac,8,1048576,4,12826.018339227485
tcga-atac,8,1048576,4,17308.533656386862
tcga-atac,8,1048576,4,17308.601093290672
tcga-atac,8,1048576,4,15869.50127904013
tcga-atac,8,1048576,4,15373.397995104991
tcga-atac,8,1048576,8,2144.7923336752765
tcga-atac,8,1048576,8,1880.6953452511889
tcga-atac,8,1048576,8,1402.2223951510946
tcga-atac,8,1048576,8,1864.8533871732438
tcga-atac,8,1048576,8,1572.8705512772872
tcga-atac,8,1048576,16,1967.599664720268
tcga-atac,8,1048576,16,1478.0407486376412
tcga-atac,8,1048576,16,1574.6468636130212
tcga-atac,8,1048576,16,1788.1157726772828
tcga-atac,8,1048576,16,1604.089095975598
tcga-atac,8,1048576,32,2537.570978452673
tcga-atac,8,1048576,32,1936.960513251655
tcga-atac,8,1048576,32,2310.222454327611
tcga-atac,8,1048576,32,2138.0204853758805
tcga-atac,8,1048576,32,2041.066743343384
tcga-atac,8,1048576,64,1728.1645416699089
tcga-atac,8,1048576,64,1651.5367687918938
tcga-atac,8,1048576,64,1251.8786592086005
tcga-atac,8,1048576,64,1912.235899824912
tcga-atac,8,1048576,64,1600.9445256965957
tcga-atac,8,1048576,128,2779.9132780800796
tcga-atac,8,1048576,128,1806.815855168461
tcga-atac,8,1048576,128,4868.089525793775
tcga-atac,8,1048576,128,2074.618878090905
tcga-atac,8,1048576,128,1799.3905200569766
tcga-atac,8,16384,262144,1540.3595872051797
tcga-atac,8,16384,262144,1517.0580144729572
tcga-atac,8,16384,262144,1450.616217514313
tcga-atac,8,16384,262144,1501.9213634270873
tcga-atac,8,16384,262144,1709.2045960482951
tcga-atac,8,1048576,256,1825.1427679359726
tcga-atac,8,1048576,256,2411.404953985012
tcga-atac,8,1048576,256,7788.804331777873
tcga-atac,8,1048576,256,15203.562595737701
tcga-atac,8,1048576,256,2893.742050479537
tcga-atac,1,16384,262144,329.84244398715214
tcga-atac,1,16384,262144,334.71356470352595
tcga-atac,1,16384,262144,451.1463599329113
tcga-atac,1,16384,262144,473.5399219724827
tcga-atac,1,16384,262144,503.9990051209316
tcga-atac,8,1048576,512,1942.4547100483737
tcga-atac,8,1048576,512,2584.26072592614
tcga-atac,8,1048576,512,2700.752625957546
tcga-atac,8,1048576,512,2781.190355067963
tcga-atac,8,1048576,512,2057.559858639898
tcga-atac,8,2048,2097152,779.3787064952028
tcga-atac,8,2048,2097152,892.4235855297675
tcga-atac,8,2048,2097152,913.1198847057912
tcga-atac,8,2048,2097152,997.6192189860559
tcga-atac,8,2048,2097152,1037.1035649813512
tcga-atac,1,1048576,4096,329.0420115653848
tcga-atac,1,1048576,4096,317.69966528871544
tcga-atac,1,1048576,4096,453.9950415941405
tcga-atac,1,1048576,4096,472.90601520882694
tcga-atac,1,1048576,4096,491.9810468533878
tcga-atac,8,1048576,1024,1786.69214307803
tcga-atac,8,1048576,1024,1713.2135854618043
tcga-atac,8,1048576,1024,1491.5694888796152
tcga-atac,8,1048576,1024,1675.479279652689
tcga-atac,8,1048576,1024,1589.175381649151
tcga-atac,8,131072,32768,1908.6187001844821
tcga-atac,8,131072,32768,1710.9009704415919
tcga-atac,8,131072,32768,2019.4976916375872
tcga-atac,8,131072,32768,2144.7753526118568
tcga-atac,8,131072,32768,2001.9739303151975
tcga-atac,4,1048576,8192,2064.0862995953507
tcga-atac,4,1048576,8192,1203.7769599164299
tcga-atac,4,1048576,8192,1240.0150966928559
tcga-atac,4,1048576,8192,1301.1386626775475
tcga-atac,4,1048576,8192,1363.3675759924054
tcga-atac,16,2048,512,7824.949550966514
tcga-atac,16,2048,512,8253.69194941074
tcga-atac,16,2048,512,8746.790617304365
tcga-atac,16,2048,512,8697.292441071651
tcga-atac,16,2048,512,8744.640536689856
tcga-atac,16,2048,1024,7031.052256510665
tcga-atac,16,2048,1024,9193.883223047202
tcga-atac,16,2048,1024,9459.98073424531
tcga-atac,16,2048,1024,10321.600953929263
tcga-atac,16,2048,1024,11267.610652656404
tcga-atac,16,2048,2048,11912.583620628604
tcga-atac,16,2048,2048,12379.467291271272
tcga-atac,16,2048,2048,12397.446076173139
tcga-atac,16,2048,2048,12473.94032275931
tcga-atac,16,2048,2048,12435.563893175236
tcga-atac,16,2048,4096,1889.620627020175
tcga-atac,16,2048,4096,1696.8546485373927
tcga-atac,16,2048,4096,1436.5762597469231
tcga-atac,16,2048,4096,1525.8175271621478
tcga-atac,16,2048,4096,1873.3910554924748
tcga-atac,16,2048,8192,2670.9211568251053
tcga-atac,16,2048,8192,2242.4809052113783
tcga-atac,16,2048,8192,2099.4076314804615
tcga-atac,16,2048,8192,1461.4799575186896
tcga-atac,16,2048,8192,1555.233648931153
tcga-atac,16,2048,16384,2174.934518178445
tcga-atac,16,2048,16384,2740.26956307629
tcga-atac,16,2048,16384,2197.6584063916857
tcga-atac,16,2048,16384,15809.945326436906
tcga-atac,16,2048,16384,16305.56927291492
tcga-atac,16,2048,32768,1488.3916640740408
tcga-atac,16,2048,32768,1309.3298659250488
tcga-atac,16,2048,32768,1456.4093823905985
tcga-atac,16,2048,32768,2475.382766215053
tcga-atac,16,2048,32768,2247.8815159780947
tcga-atac,8,1048576,2048,2085.6466404582734
tcga-atac,8,1048576,2048,3073.1505882559677
tcga-atac,8,1048576,2048,2945.9004970515643
tcga-atac,8,1048576,2048,2312.5836032809793
tcga-atac,8,1048576,2048,1574.8246038297814
tcga-atac,16,2048,65536,1751.7897445458009
tcga-atac,16,2048,65536,2514.1905284316003
tcga-atac,16,2048,65536,2731.584767671794
tcga-atac,16,2048,65536,1915.8720197852094
tcga-atac,16,2048,65536,1999.5655752419552
tcga-atac,16,2048,131072,2004.3230831617052
tcga-atac,16,2048,131072,3670.144000514166
tcga-atac,16,2048,131072,1719.3585452762868
tcga-atac,16,2048,131072,1697.5350718203183
tcga-atac,16,2048,131072,2012.110520061264
tcga-atac,16,2048,262144,2867.106988979259
tcga-atac,16,2048,262144,3160.527867184674
tcga-atac,16,2048,262144,4257.317926101492
tcga-atac,16,2048,262144,18763.63768235343
tcga-atac,16,2048,262144,15785.86352947576
tcga-atac,16,2048,524288,8175.567581738683
tcga-atac,16,2048,524288,6172.457276251287
tcga-atac,16,2048,524288,7792.560418025884
tcga-atac,16,2048,524288,3211.111430642281
tcga-atac,16,2048,524288,4504.325704955999
tcga-atac,1,2048,2097152,195.60494416864415
tcga-atac,1,2048,2097152,373.7106491886022
tcga-atac,1,2048,2097152,430.66594800148135
tcga-atac,1,2048,2097152,473.15042820079367
tcga-atac,1,2048,2097152,552.236240744472
tcga-atac,4,131072,65536,994.1013112939695
tcga-atac,4,131072,65536,993.3550058031498
tcga-atac,4,131072,65536,1141.854404048979
tcga-atac,4,131072,65536,1176.8527265618732
tcga-atac,4,131072,65536,1298.8346222889
tcga-atac,8,16384,524288,2105.6446706839397
tcga-atac,8,16384,524288,1669.439679968825
tcga-atac,8,16384,524288,1572.1633071085266
tcga-atac,8,16384,524288,1766.624476474295
tcga-atac,8,16384,524288,1691.511097289981
tcga-atac,16,2048,1048576,2636.723738892084
tcga-atac,16,2048,1048576,3319.9737551165485
tcga-atac,16,2048,1048576,3465.4841926211743
tcga-atac,16,2048,1048576,4159.911234569762
tcga-atac,16,2048,1048576,3625.2547515409938
tcga-atac,2,131072,65536,521.4393953867777
tcga-atac,2,131072,65536,635.6186242304577
tcga-atac,2,131072,65536,672.641611827483
tcga-atac,2,131072,65536,769.4229054203224
tcga-atac,2,131072,65536,946.3800625189098
tcga-atac,8,2048,4194304,892.4596961911084
tcga-atac,8,2048,4194304,1094.503779326752
tcga-atac,8,2048,4194304,1115.4331450163872
tcga-atac,8,2048,4194304,1301.835733736067
tcga-atac,8,2048,4194304,1483.388218256469
tcga-atac,16,16384,64,8695.494739223981
tcga-atac,16,16384,64,9978.414931765448
tcga-atac,16,16384,64,9026.259757624297
tcga-atac,16,16384,64,10458.64211312294
tcga-atac,16,16384,64,11906.551289120154
tcga-atac,16,16384,128,9458.36082642145
tcga-atac,16,16384,128,9426.34961673785
tcga-atac,16,16384,128,8931.41499866674
tcga-atac,16,16384,128,8924.618234324149
tcga-atac,16,16384,128,9723.826506412626
tcga-atac,16,16384,256,8689.691709721876
tcga-atac,16,16384,256,15678.454005509959
tcga-atac,16,16384,256,15780.862101116107
tcga-atac,16,16384,256,15654.78894045209
