dataset_norm,mode,dl_mode,threads,seqlen,batch_size,v027,v061,ratio
tcga-atac,haps,none,32,1048576,8192,10098.267939665278,47933.62000494535,0.21067192376923405
tcga-atac,tracks,none,1,2048,2,44.83553179630279,213.14704725566494,0.21035023648497278
tcga-atac,tracks,none,4,2048,2,39.27481781093605,134.36690406579373,0.2922953243881012
tcga-atac,tracks,none,16,2048,2,28.681434641029043,119.8337814624419,0.23934348303961622
tcga-atac,tracks,none,32,2048,2,14.855129624254303,100.49559029117565,0.14781872101266424
tcga-atac,tracks,none,1,2048,8,184.98791214223635,505.5308049736137,0.3659280706976736
tcga-atac,tracks,none,4,2048,8,165.82383180991428,495.5321644275187,0.33463787764713154
tcga-atac,tracks,none,16,2048,8,129.23598507628313,415.5275458276884,0.3110166494951815
tcga-atac,tracks,none,32,2048,8,56.74638943034873,359.3972686826339,0.15789321281809374
tcga-atac,tracks,none,1,2048,32,644.4866493205591,1728.7285528890775,0.3728096283499704
tcga-atac,tracks,none,4,2048,32,538.6986106329881,1780.787267508429,0.30250587504856935
tcga-atac,tracks,none,16,2048,32,502.5753886651316,1261.645439015488,0.39834915034235857
tcga-atac,tracks,none,32,2048,32,145.6040372085222,1026.1603566079984,0.14189208954614108
tcga-atac,tracks,none,1,2048,128,1859.3402130993388,4025.710952719255,0.46186629763952786
tcga-atac,tracks,none,4,2048,128,1948.6230932142098,5883.4314635588125,0.3312051997688289
tcga-atac,tracks,none,16,2048,128,1614.6225008947358,3855.5747946660317,0.41877608058037785
tcga-atac,tracks,none,32,2048,128,1520.4260706195628,,
tcga-atac,tracks,none,1,2048,512,3828.8039354721827,9920.70716413201,0.3859406262201849
tcga-atac,tracks,none,4,2048,512,5865.3727116448235,5288.181045050012,1.1091474860027892
tcga-atac,tracks,none,16,2048,512,4790.114049943807,8697.292441071651,0.5507592256324757
tcga-atac,tracks,none,32,2048,512,343.79124859532317,6633.1926613207825,0.05182892554893294
tcga-atac,tracks,none,1,2048,2048,4714.768838863246,2418.245662078534,1.9496649628271432
tcga-atac,tracks,none,4,2048,2048,10338.582106038788,8442.338442175065,1.224611187629097
tcga-atac,tracks,none,16,2048,2048,9742.120849300149,12397.446076173139,0.7858167552770159
tcga-atac,tracks,none,32,2048,2048,10547.407917483362,11264.716541092615,0.9363225323076192
tcga-atac,tracks,none,1,2048,8192,2070.700025221333,1811.67987512904,1.1429723615348124
tcga-atac,tracks,none,4,2048,8192,5232.134860490593,836.4725878623387,6.254998593392835
tcga-atac,tracks,none,16,2048,8192,6984.85796308191,2099.4076314804615,3.3270613378481073
tcga-atac,tracks,none,32,2048,8192,3081.371202945112,9591.771271780746,0.3212515306751101
tcga-atac,tracks,none,1,2048,32768,2264.78379100311,2475.900438482622,0.9147313663351919
tcga-atac,tracks,none,4,2048,32768,6587.331854034192,874.600971822777,7.531814011486146
tcga-atac,tracks,none,16,2048,32768,9603.334526501472,1488.3916640740408,6.452155543665924
tcga-atac,tracks,none,32,2048,32768,9341.669978825605,21089.761490689216,0.44294810934442286
tcga-atac,tracks,none,1,2048,131072,2115.8998583154303,2565.522612907873,0.8247441857147301
tcga-atac,tracks,none,4,2048,131072,6318.685183352307,883.8150867718844,7.149329399242514
tcga-atac,tracks,none,16,2048,131072,9621.58967359908,2004.3230831617052,4.800418532535968
tcga-atac,tracks,none,32,2048,131072,7832.062990244196,25706.840633823125,0.30466843832763163
tcga-atac,tracks,none,1,2048,524288,2302.2072263765385,353.3507983479484,6.515358779830829
tcga-atac,tracks,none,4,2048,524288,6942.130760944727,699.6392618533814,9.922443092394008
tcga-atac,tracks,none,16,2048,524288,11645.486781237776,6172.457276251287,1.8866856844913504
tcga-atac,tracks,none,32,2048,524288,12557.360835462143,10502.183816849523,1.195690444430741
tcga-atac,tracks,none,1,2048,2097152,2302.6184340450745,430.66594800148135,5.346646152848737
tcga-atac,tracks,none,4,2048,2097152,7019.9982997751285,4335.977316784944,1.619011767566243
tcga-atac,tracks,none,16,2048,2097152,10741.304492245423,1794.567303233314,5.985456479059081
tcga-atac,tracks,none,32,2048,2097152,9370.543376227573,7839.714560259327,1.1952658868127986
tcga-atac,tracks,none,1,2048,4194304,2254.803596129257,,
tcga-atac,tracks,none,4,2048,4194304,6944.0714199671565,4939.182202859374,1.4059152172898417
tcga-atac,tracks,none,16,2048,4194304,10665.833933383758,4562.73742233668,2.3375953832385004
tcga-atac,tracks,none,32,2048,4194304,9250.619952150557,10704.029403268889,0.8642184735895365
tcga-atac,tracks,none,1,16384,2,363.2433167601318,970.9577812182955,0.3741082504167765
tcga-atac,tracks,none,4,16384,2,340.3582829228356,1016.8904219440957,0.3347049746738071
tcga-atac,tracks,none,16,16384,2,245.71699857186798,791.6734427449718,0.31037671002312855
tcga-atac,tracks,none,32,16384,2,20.996717570781346,634.6129578281308,0.0330858632994818
tcga-atac,tracks,none,1,16384,8,1275.160034452234,2931.319392490094,0.43501231483649844
tcga-atac,tracks,none,4,16384,8,1340.7847313844013,3033.165701760285,0.44204137301377316
tcga-atac,tracks,none,16,16384,8,952.8925871047234,2379.1823777618774,0.40051262820848554
tcga-atac,tracks,none,32,16384,8,108.80781651314103,1296.5214904126808,0.08392287927175636
tcga-atac,tracks,none,1,16384,32,3142.0248402899415,5850.743102371426,0.537030046493823
tcga-atac,tracks,none,4,16384,32,4118.591644852041,7687.021464778924,0.5357851104908409
tcga-atac,tracks,none,16,16384,32,1911.2383613446189,6510.069895657975,0.2935818496540811
tcga-atac,tracks,none,32,16384,32,405.8907358509487,2740.9914775199686,0.14808172122380914
tcga-atac,tracks,none,1,16384,128,5577.445941531155,4022.4705809591355,1.386572214581926
tcga-atac,tracks,none,4,16384,128,10310.936614619748,9176.173620515738,1.12366407187054
tcga-atac,tracks,none,16,16384,128,11413.726386996672,9426.34961673785,1.2108320666071992
tcga-atac,tracks,none,32,16384,128,606.1125855240396,15037.523493587736,0.040306675882002554
tcga-atac,tracks,none,1,16384,512,2179.7612929571706,868.6190578970429,2.50945598434652
tcga-atac,tracks,none,4,16384,512,4069.936363583918,1047.4520131139834,3.8855587775179816
tcga-atac,tracks,none,16,16384,512,9523.980214935586,1402.4490024581087,6.790963663022797
tcga-atac,tracks,none,32,16384,512,2140.208362555895,9837.881945081426,0.21754767687834667
tcga-atac,tracks,none,1,16384,2048,2301.1531562741975,1042.3511439522374,2.2076563830006606
tcga-atac,tracks,none,4,16384,2048,4904.870949983333,905.4621189364678,5.4169808403961355
tcga-atac,tracks,none,16,16384,2048,5279.36174455024,1703.9289824664013,3.0983461158741927
tcga-atac,tracks,none,32,16384,2048,6720.891726864181,19707.25964528419,0.34103634131965394
tcga-atac,tracks,none,1,16384,8192,2484.5372482967055,536.4535445938009,4.6314117472706435
tcga-atac,tracks,none,4,16384,8192,5351.006688389433,769.1648787598903,6.956904606742781
tcga-atac,tracks,none,16,16384,8192,15820.205588206445,1819.738720715428,8.69366871634558
tcga-atac,tracks,none,32,16384,8192,15645.645395492977,31818.480822543163,0.49171566306861986
tcga-atac,tracks,none,1,16384,32768,2447.164950462804,361.189242087379,6.775298556291954
tcga-atac,tracks,none,4,16384,32768,8293.980420270309,925.1437197902433,8.965072391293747
tcga-atac,tracks,none,16,16384,32768,17589.78033632807,2204.653123908807,7.978479764264108
tcga-atac,tracks,none,32,16384,32768,17251.92351894437,17620.17279919919,0.9791006998369758
tcga-atac,tracks,none,1,16384,131072,2235.4337177920916,393.3742714087,5.68271460608456
tcga-atac,tracks,none,4,16384,131072,7550.371857997874,985.7903280482694,7.659206672220635
tcga-atac,tracks,none,16,16384,131072,16710.508347334147,6094.664941659979,2.7418255978453794
tcga-atac,tracks,none,32,16384,131072,15428.011968130018,12908.069386105984,1.1952222680749187
tcga-atac,tracks,none,1,16384,524288,2485.513316945967,582.9332740035,4.263804156993522
tcga-atac,tracks,none,4,16384,524288,8586.542675283621,,
tcga-atac,tracks,none,16,16384,524288,16695.713761340725,3423.0924344314917,4.877377424402959
tcga-atac,tracks,none,32,16384,524288,12019.186659223482,6422.52873828988,1.8714103352418503
tcga-atac,tracks,none,1,131072,2,1904.0634648153616,6226.021433634967,0.30582346770105856
tcga-atac,tracks,none,4,131072,2,2044.4927360905115,6036.49996450883,0.3386884366952639
tcga-atac,tracks,none,16,131072,2,1047.4353477998638,4069.2884528416184,0.2574001228810484
tcga-atac,tracks,none,32,131072,2,455.05522608216614,3074.7614503255045,0.14799692055264727
tcga-atac,tracks,none,1,131072,8,4102.512245888879,11535.517554023605,0.35564180165092957
tcga-atac,tracks,none,4,131072,8,4955.629716102572,9146.78032370916,0.5417895194505982
tcga-atac,tracks,none,16,131072,8,5362.563128797513,11746.704559664051,0.4565163873459059
tcga-atac,tracks,none,32,131072,8,5050.964640157256,7348.052520530456,0.6873882060647857
tcga-atac,tracks,none,1,131072,32,4663.300748709102,5312.515083800572,0.8777952956649259
tcga-atac,tracks,none,4,131072,32,8245.633691362935,17197.808379149745,0.47945840013892493
tcga-atac,tracks,none,16,131072,32,10375.148447451742,24700.513435594923,0.4200377645794411
tcga-atac,tracks,none,32,131072,32,1696.326156446834,16826.283116596547,0.10081407430816781
tcga-atac,tracks,none,1,131072,128,2105.537812835421,3542.3850923835885,0.5943842236019161
tcga-atac,tracks,none,4,131072,128,4531.639822947946,557.9254498571294,8.12230347998713
tcga-atac,tracks,none,16,131072,128,5281.01745650119,2349.055286080839,2.2481452385533394
tcga-atac,tracks,none,32,131072,128,3918.80573583885,20152.744046617947,0.1944551931376565
tcga-atac,tracks,none,1,131072,512,2326.356409321007,604.1800289925275,3.8504357934508615
tcga-atac,tracks,none,4,131072,512,7388.10975451467,693.5700602325927,10.652290486756343
tcga-atac,tracks,none,16,131072,512,11406.14780762678,3967.440267417556,2.8749387612207578
tcga-atac,tracks,none,32,131072,512,9675.834010402337,36828.583430031205,0.26272620636590527
tcga-atac,tracks,none,1,131072,2048,2410.101539736134,337.75529346583227,7.135644019092013
tcga-atac,tracks,none,4,131072,2048,5416.471387401297,819.6965982182451,6.607897848026881
tcga-atac,tracks,none,16,131072,2048,9660.486020730967,23411.587939261874,0.4126369405524205
tcga-atac,tracks,none,32,131072,2048,15896.956820095958,39576.54771986352,0.40167618794393367
tcga-atac,tracks,none,1,131072,8192,2406.4624395875207,382.33682511650363,6.294090135979542
tcga-atac,tracks,none,4,131072,8192,8543.000008371138,799.875815406694,10.680407938109093
tcga-atac,tracks,none,16,131072,8192,18255.01132071647,12908.312039668868,1.4142059213177154
tcga-atac,tracks,none,32,131072,8192,17775.69772025379,12625.994381578043,1.4078651695100879
tcga-atac,tracks,none,1,131072,32768,2514.3963025125986,2595.4775992999084,0.9687605484211537
tcga-atac,tracks,none,4,131072,32768,7019.309647137357,1186.59284496822,5.915516579172826
tcga-atac,tracks,none,16,131072,32768,15343.250064058759,3148.220349748306,4.873626480841921
tcga-atac,tracks,none,32,131072,32768,9875.733959405045,13766.022245868124,0.7173992445326208
tcga-atac,tracks,none,1,131072,65536,2788.439436301674,2280.2795479448896,1.222849820678682
tcga-atac,tracks,none,4,131072,65536,7382.203107613579,1141.854404048979,6.465100175150636
tcga-atac,tracks,none,16,131072,65536,14305.60257247153,13875.201461506775,1.0310194494947547
tcga-atac,tracks,none,32,131072,65536,10615.189012536523,12964.205303273267,0.8188075369229417
tcga-atac,tracks,none,1,1048576,2,4091.388375227309,4786.731387855467,0.8547353180518277
tcga-atac,tracks,none,4,1048576,2,5282.5980101779105,7476.576702579219,0.7065530416287383
tcga-atac,tracks,none,16,1048576,2,4966.790337320876,8674.761013658339,0.5725564461661486
tcga-atac,tracks,none,32,1048576,2,2506.228997827003,6642.314817315907,0.37731258857130545
tcga-atac,tracks,none,1,1048576,8,1940.8574102088974,3473.4730612030285,0.5587656434959327
tcga-atac,tracks,none,4,1048576,8,4381.919502619614,757.6398424228878,5.783644493413245
tcga-atac,tracks,none,16,1048576,8,7114.488665198743,12168.02257648408,0.5846873327592441
tcga-atac,tracks,none,32,1048576,8,5002.346681921218,11461.167520537203,0.43646048039674323
tcga-atac,tracks,none,1,1048576,32,2081.060907291586,1360.3017658752801,1.5298523897398137
tcga-atac,tracks,none,4,1048576,32,4749.641029297212,617.9192133062407,7.6865080855533945
tcga-atac,tracks,none,16,1048576,32,12499.49808228831,19032.894878166266,0.6567313150364323
tcga-atac,tracks,none,32,1048576,32,6572.721593018208,25282.6191609552,0.25996996399679523
tcga-atac,tracks,none,1,1048576,128,2204.1780382414404,501.2715896056058,4.397173276817184
tcga-atac,tracks,none,4,1048576,128,5064.291356816275,816.1052307326878,6.205439159199636
tcga-atac,tracks,none,16,1048576,128,7729.310138841055,12321.91764853848,0.6272814312922989
tcga-atac,tracks,none,32,1048576,128,14773.935216374872,34187.472820578034,0.4321447008941294
tcga-atac,tracks,none,1,1048576,512,2448.8608276504115,418.4181657737815,5.85266374159862
tcga-atac,tracks,none,4,1048576,512,7253.867243653246,827.1502082886243,8.76970974674783
tcga-atac,tracks,none,16,1048576,512,14281.528660156026,29777.166368138496,0.47961342202921065
tcga-atac,tracks,none,32,1048576,512,17633.459529407857,18041.040255956057,0.9774081360738807
tcga-atac,tracks,none,1,1048576,2048,2384.8737975713807,970.6298041107417,2.4570374693535415
tcga-atac,tracks,none,4,1048576,2048,8383.916462296123,951.9850778967386,8.806772980957925
tcga-atac,tracks,none,16,1048576,2048,16726.74980740537,21548.83872754675,0.7762251144430762
tcga-atac,tracks,none,32,1048576,2048,11642.11660316648,18153.014274952053,0.6413324215378677
tcga-atac,tracks,none,1,1048576,8192,2704.11181582135,556.0591639722493,4.862992988919253
tcga-atac,tracks,none,4,1048576,8192,6684.177369663472,1301.1386626775475,5.137175276852077
tcga-atac,tracks,none,16,1048576,8192,13970.305825142796,6107.320392316964,2.287468959826883
tcga-atac,tracks,none,32,1048576,8192,9613.455207648078,15151.155279386081,0.6345031141438879
ukbb,haps,none,1,2048,2,6.35441126952437,61.985132170618584,0.10251508784450747
ukbb,haps,none,4,2048,2,6.002980402075669,,
ukbb,haps,none,16,2048,2,5.014982517455632,,
ukbb,haps,none,32,2048,2,2.610188964667645,,
ukbb,haps,none,1,2048,8,25.917749118026926,209.37909243561973,0.12378384497008059
ukbb,haps,none,4,2048,8,24.72445909499587,,
ukbb,haps,none,16,2048,8,19.875346743803487,,
ukbb,haps,none,32,2048,8,5.182353074746359,,
ukbb,haps,none,1,2048,32,95.71735821103847,699.9237785668311,0.13675397399275394
ukbb,haps,none,4,2048,32,96.65763210202144,,
ukbb,haps,none,16,2048,32,70.08427016143048,,
ukbb,haps,none,32,2048,32,73.43025549991214,,
ukbb,haps,none,1,2048,128,335.073289520424,1223.9766031650463,0.27375792041609903
ukbb,haps,none,4,2048,128,358.17316137944465,,
ukbb,haps,none,16,2048,128,352.90911911280824,,
ukbb,haps,none,32,2048,128,280.8900622983463,,
ukbb,haps,none,1,2048,512,886.2816521438355,1618.0183079390142,0.5477574930983048
ukbb,haps,none,4,2048,512,1167.9682130698495,3262.7101045161257,0.3579748661866067
ukbb,haps,none,16,2048,512,978.3343566943187,3166.476487448623,0.3089662470485003
ukbb,haps,none,32,2048,512,991.3325020900585,5534.678452405299,0.17911293503586254
ukbb,haps,none,1,2048,2048,1471.7238861104343,1716.137812919814,0.8575790796232517
ukbb,haps,none,4,2048,2048,2670.9380251920998,5338.5634409136765,0.5003102528898632
ukbb,haps,none,16,2048,2048,2527.931576397024,9590.999010013507,0.26357333305505826
ukbb,haps,none,32,2048,2048,2635.6668183770903,9558.801908839952,0.27573192158523896
ukbb,haps,none,1,2048,8192,1136.0309307851544,1491.6380399120562,0.761599597481526
ukbb,haps,none,4,2048,8192,2725.695129583672,3919.6824448965854,0.6953867227516144
ukbb,haps,none,16,2048,8192,3391.9560167183286,8129.224270497266,0.41725457483421624
ukbb,haps,none,32,2048,8192,3804.822956423088,8804.453449461098,0.43214754649602616
ukbb,haps,none,1,2048,32768,1251.3911338840398,1642.4915315404844,0.7618858970373908
ukbb,haps,none,4,2048,32768,3468.7167989773006,5295.585931839033,0.6550203969162477
ukbb,haps,none,16,2048,32768,5360.717531371484,9959.939452614835,0.538227923661133
ukbb,haps,none,32,2048,32768,6570.9549243837355,11852.260778352447,0.5544051930063209
ukbb,haps,none,1,2048,131072,1270.2985246961096,3035.643991788029,0.4184609684575988
ukbb,haps,none,4,2048,131072,3692.2228537245387,4835.504805073209,0.7635651297152705
ukbb,haps,none,16,2048,131072,6009.072093311951,11230.47661046273,0.5350683058022377
ukbb,haps,none,32,2048,131072,5516.632082752886,14640.7272994322,0.3768004122969242
ukbb,haps,none,1,2048,524288,1241.6549880911136,3066.457828449519,0.40491507059757176
ukbb,haps,none,4,2048,524288,3626.714460529841,6034.181369820815,0.6010284143377573
ukbb,haps,none,16,2048,524288,5756.509683906123,12449.738353608076,0.46237997300865535
ukbb,haps,none,32,2048,524288,6469.965501300451,15706.215322018248,0.41193663582533013
ukbb,haps,none,1,2048,2097152,1267.1018160801632,,
ukbb,haps,none,4,2048,2097152,3338.6959559886004,,
ukbb,haps,none,16,2048,2097152,5059.440812281952,,
ukbb,haps,none,32,2048,2097152,5875.577360154023,,
ukbb,haps,none,1,2048,4194304,1282.8971582133354,,
ukbb,haps,none,4,2048,4194304,2991.216356702679,,
ukbb,haps,none,16,2048,4194304,4819.54177778484,,
ukbb,haps,none,32,2048,4194304,5395.710952308203,,
ukbb,haps,none,1,16384,2,52.78684437150595,361.20526677155704,0.14614084906156918
ukbb,haps,none,4,16384,2,52.49816845438322,,
ukbb,haps,none,16,16384,2,40.15147181796909,,
ukbb,haps,none,32,16384,2,12.725622106668443,,
ukbb,haps,none,1,16384,8,191.73331976725228,946.2868267483914,0.20261649464790904
ukbb,haps,none,4,16384,8,192.2888722076623,,
ukbb,haps,none,16,16384,8,154.38117053689544,,
ukbb,haps,none,32,16384,8,86.99904260985993,,
ukbb,haps,none,1,16384,32,627.4203075356517,2435.0262700274816,0.2576646976086096
ukbb,haps,none,4,16384,32,737.8778249539037,,
ukbb,haps,none,16,16384,32,601.3613235919979,,
ukbb,haps,none,32,16384,32,292.30864885876076,,
ukbb,haps,none,1,16384,128,1376.1853992669314,3801.6528640707575,0.36199659686795577
ukbb,haps,none,4,16384,128,2224.472608391729,6163.346356267048,0.36091961733252725
ukbb,haps,none,16,16384,128,1749.39249953706,11932.120396393544,0.1466120388850426
ukbb,haps,none,32,16384,128,2187.5070829620818,4765.744186885171,0.4590064000879175
ukbb,haps,none,1,16384,512,1994.7763197703116,3034.478862104272,0.6573703131308107
ukbb,haps,none,4,16384,512,5007.936576908973,6759.393131909524,0.74088553205578
ukbb,haps,none,16,16384,512,5944.329887738892,21071.672822379194,0.28210052129443225
ukbb,haps,none,32,16384,512,2755.713345261751,16317.226377120756,0.16888368657590494
ukbb,haps,none,1,16384,2048,1319.6643309540193,2783.9101785121047,0.47403265419264723
ukbb,haps,none,4,16384,2048,2795.4262873032235,6313.4956255833395,0.4427699729410897
ukbb,haps,none,16,16384,2048,6945.659143459687,14182.954224538184,0.48971878732026625
ukbb,haps,none,32,16384,2048,7063.781615906819,15603.386845350118,0.45270822840695374
ukbb,haps,none,1,16384,8192,1409.2879636312014,1981.7469660483152,0.7111341597970903
ukbb,haps,none,4,16384,8192,5034.676046100318,7566.923599300244,0.6653530962789029
ukbb,haps,none,16,16384,8192,9374.78706462047,18686.044231932883,0.5016999290090379
ukbb,haps,none,32,16384,8192,13376.39753048293,26552.651962830485,0.5037687967743399
ukbb,haps,none,1,16384,32768,1433.609344208361,3515.062932938082,0.40784741882560605
ukbb,haps,none,4,16384,32768,5033.2913935311035,11484.779834805844,0.4382575431073724
ukbb,haps,none,16,16384,32768,10349.506241935787,18090.924763017152,0.5720827640106623
ukbb,haps,none,32,16384,32768,10745.789808735131,28124.397973534113,0.38208070511757214
ukbb,haps,none,1,16384,131072,1430.116227381278,2717.3536663967157,0.5262900611968006
ukbb,haps,none,4,16384,131072,4284.601666474395,7976.377929641668,0.5371613161096639
ukbb,haps,none,16,16384,131072,10640.652756267571,23526.493274628774,0.4522838415422738
ukbb,haps,none,32,16384,131072,15683.961125537904,38439.59734690642,0.4080157495926563
ukbb,haps,none,1,16384,524288,1604.6048164898382,,
ukbb,haps,none,4,16384,524288,5090.114751885604,,
ukbb,haps,none,16,16384,524288,10520.587854307894,,
ukbb,haps,none,32,16384,524288,10873.746039170393,,
ukbb,haps,none,1,131072,2,369.0557475588105,1672.0624427046941,0.2207188787530168
ukbb,haps,none,4,131072,2,343.53554619496487,,
ukbb,haps,none,16,131072,2,285.71688403192,,
ukbb,haps,none,32,131072,2,274.3215360491464,,
ukbb,haps,none,1,131072,8,997.7005360491039,3594.006385764321,0.27760121406599214
ukbb,haps,none,4,131072,8,1364.3896250517805,5126.166265209027,0.2661617970356928
ukbb,haps,none,16,131072,8,1073.4088842812162,6369.686432928044,0.168518324345173
ukbb,haps,none,32,131072,8,882.948137134507,6158.183699785542,0.14337801211828993
ukbb,haps,none,1,131072,32,1746.6737962115665,2051.736035789631,0.8513150647760309
ukbb,haps,none,4,131072,32,3528.5416654110877,13207.83426117538,0.26715520467903564
ukbb,haps,none,16,131072,32,3699.135068527272,16564.918332366215,0.22331139787749676
ukbb,haps,none,32,131072,32,4229.278557810064,20654.094403635532,0.2047670779051744
ukbb,haps,none,1,131072,128,1279.4480493101478,1751.645565228587,0.730426334361302
ukbb,haps,none,4,131072,128,3829.6192521482126,5514.179862089087,0.6945038696465976
ukbb,haps,none,16,131072,128,5647.020872227373,11113.863463320191,0.5081060146963838
ukbb,haps,none,32,131072,128,5859.447141134827,12589.565628465385,0.46542091395801943
ukbb,haps,none,1,131072,512,1415.8139274686755,3361.138623138012,0.42123044783759894
ukbb,haps,none,4,131072,512,4832.988657545762,6716.759103868042,0.7195417585785597
ukbb,haps,none,16,131072,512,9102.032835213684,15198.864397317973,0.5988626911376254
ukbb,haps,none,32,131072,512,7078.843970582205,21966.751679580648,0.3222526513632143
ukbb,haps,none,1,131072,2048,1434.0261218372418,1967.721942599831,0.7287747779762778
ukbb,haps,none,4,131072,2048,5064.363650461847,10136.20372827221,0.4996312018015353
ukbb,haps,none,16,131072,2048,10414.270825016663,20269.785087908178,0.5137829917708026
ukbb,haps,none,32,131072,2048,9474.337339865288,34146.09648611532,0.27746472700672525
ukbb,haps,none,1,131072,8192,1410.5347301960792,3629.3819183725736,0.3886432351072514
ukbb,haps,none,4,131072,8192,5264.580806264926,7501.577390559355,0.701796506544122
ukbb,haps,none,16,131072,8192,10691.69416302765,25618.49219476989,0.41734283507951336
ukbb,haps,none,32,131072,8192,16886.000644016232,39367.06829636132,0.42893721515902156
ukbb,haps,none,1,131072,32768,1431.1941696315905,,
ukbb,haps,none,4,131072,32768,5136.935099609038,,
ukbb,haps,none,16,131072,32768,9290.529013835072,,
ukbb,haps,none,32,131072,32768,10033.53961577543,,
ukbb,haps,none,1,131072,65536,1555.2339637289301,,
ukbb,haps,none,4,131072,65536,4912.802010098347,,
ukbb,haps,none,16,131072,65536,8628.185110424352,,
ukbb,haps,none,32,131072,65536,10402.19035387162,,
ukbb,haps,none,1,1048576,2,1201.1879096218663,1919.1494398967047,0.6258959748785996
ukbb,haps,none,4,1048576,2,1379.4446177072386,6095.104238850435,0.22632010276618475
ukbb,haps,none,16,1048576,2,1189.7247175445968,4790.482032749733,0.24835177533516306
ukbb,haps,none,32,1048576,2,544.5164076879807,5961.047074392409,0.09134576541546295
ukbb,haps,none,1,1048576,8,2002.1752460899208,2088.785384421506,0.9585356451756426
ukbb,haps,none,4,1048576,8,5250.775257225045,14879.135439433398,0.35289518524773883
ukbb,haps,none,16,1048576,8,4445.347038974958,13283.52811337477,0.3346510807244859
ukbb,haps,none,32,1048576,8,4329.029895726649,15825.412666494678,0.27354925820620174
ukbb,haps,none,1,1048576,32,1332.800901933443,1895.915194118557,0.7029855059276976
ukbb,haps,none,4,1048576,32,2688.7544624856077,5986.189344514898,0.4491596085161078
ukbb,haps,none,16,1048576,32,4198.193311608147,15139.143821364232,0.2773071820404858
ukbb,haps,none,32,1048576,32,5890.736276454095,15727.096351512435,0.37455968633953196
ukbb,haps,none,1,1048576,128,1430.9464075350093,1970.8924879167696,0.7260398100393175
ukbb,haps,none,4,1048576,128,3213.3796734648677,7384.161004045513,0.4351719405501009
ukbb,haps,none,16,1048576,128,10488.884402705622,19194.62374829333,0.5464490755458664
ukbb,haps,none,32,1048576,128,9235.077338848541,28280.95147195407,0.3265476180321186
ukbb,haps,none,1,1048576,512,1446.9743552576756,2968.2020590948523,0.48749186424960833
ukbb,haps,none,4,1048576,512,5384.763906128204,13573.559325994367,0.39670979267876955
ukbb,haps,none,16,1048576,512,11342.963977943262,21146.245141944368,0.5364055841499761
ukbb,haps,none,32,1048576,512,12590.455986564912,39396.73052574454,0.31958123982743797
ukbb,haps,none,1,1048576,2048,1452.1729338561308,3576.487980709015,0.40603322077102216
ukbb,haps,none,4,1048576,2048,5368.1002293877955,7955.353144589739,0.6747783702145923
ukbb,haps,none,16,1048576,2048,11619.657793571727,27002.239329517346,0.4303220059556232
ukbb,haps,none,32,1048576,2048,14088.052036707619,41793.924823160254,0.3370837291859384
ukbb,haps,none,1,1048576,8192,1629.5789332510167,,
ukbb,haps,none,4,1048576,8192,5430.22665390803,,
ukbb,haps,none,16,1048576,8192,11834.07580560165,,
ukbb,haps,none,32,1048576,8192,11451.952039325512,,
