dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
1kgp,gvl027,haps,none,1,2048,1024,2082.378606663271
1kgp,gvl027,haps,none,1,2048,1024,2125.345920032865
1kgp,gvl027,haps,none,1,2048,1024,2129.3174916020357
1kgp,gvl027,haps,none,1,2048,1024,2129.234023111053
1kgp,gvl027,haps,none,1,2048,1024,2125.7354781680115
1kgp,gvl027,haps,none,16,2048,1024,4439.045575816086
1kgp,gvl027,haps,none,16,2048,1024,4530.968571005763
1kgp,gvl027,haps,none,16,2048,1024,4445.587029849845
1kgp,gvl027,haps,none,16,2048,1024,4426.235407005544
1kgp,gvl027,haps,none,16,2048,1024,4419.125777831382
1kgp,gvl027,haps,none,64,2048,1024,3450.763761973124
1kgp,gvl027,haps,none,64,2048,1024,3572.1154696614976
1kgp,gvl027,haps,none,64,2048,1024,3600.8255011909123
1kgp,gvl027,haps,none,64,2048,1024,3480.729978292874
1kgp,gvl027,haps,none,64,2048,1024,3543.248531314105
1kgp,gvl027,haps,none,1,2048,16384,2496.901452782107
1kgp,gvl027,haps,none,1,2048,16384,2509.1381446051637
1kgp,gvl027,haps,none,1,2048,16384,2506.6036216342686
1kgp,gvl027,haps,none,1,2048,16384,2510.2752868983575
1kgp,gvl027,haps,none,1,2048,16384,2499.1580410281267
1kgp,gvl027,haps,none,16,2048,16384,8784.476992040254
1kgp,gvl027,haps,none,16,2048,16384,9400.94386552502
1kgp,gvl027,haps,none,16,2048,16384,9730.238066947188
1kgp,gvl027,haps,none,16,2048,16384,9559.582209342238
1kgp,gvl027,haps,none,16,2048,16384,9694.04201332217
1kgp,gvl027,haps,none,64,2048,16384,6649.754038970715
1kgp,gvl027,haps,none,64,2048,16384,6863.5503342519905
1kgp,gvl027,haps,none,64,2048,16384,7220.103086359667
1kgp,gvl027,haps,none,64,2048,16384,7054.554791304697
1kgp,gvl027,haps,none,64,2048,16384,8102.909352005659
1kgp,gvl027,haps,none,1,2048,262144,1758.6106814998761
1kgp,gvl027,haps,none,1,2048,262144,1492.682090626078
1kgp,gvl027,haps,none,1,2048,262144,1688.6879126614012
1kgp,gvl027,haps,none,1,2048,262144,1458.4825201939714
1kgp,gvl027,haps,none,1,2048,262144,1548.5881179309877
1kgp,gvl027,haps,none,16,2048,262144,13617.546440482096
1kgp,gvl027,haps,none,16,2048,262144,13782.655788918504
1kgp,gvl027,haps,none,16,2048,262144,13747.789314007141
1kgp,gvl027,haps,none,16,2048,262144,13898.534538196369
1kgp,gvl027,haps,none,16,2048,262144,13761.521701961972
1kgp,gvl027,haps,none,64,2048,262144,14669.700449729267
1kgp,gvl027,haps,none,64,2048,262144,15076.752670533962
1kgp,gvl027,haps,none,64,2048,262144,14939.962436168267
1kgp,gvl027,haps,none,64,2048,262144,15263.23530877584
1kgp,gvl027,haps,none,64,2048,262144,15176.414089679109
