dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,tracks,buffered,1,2048,1024,6651.930170311745
tcga-atac,gvl027,tracks,buffered,1,2048,1024,6729.638292137814
tcga-atac,gvl027,tracks,buffered,1,2048,1024,6683.41610970199
tcga-atac,gvl027,tracks,buffered,1,2048,1024,7068.786439493272
tcga-atac,gvl027,tracks,buffered,1,2048,1024,6945.366782032981
tcga-atac,gvl027,tracks,buffered,16,2048,1024,19064.107943423296
tcga-atac,gvl027,tracks,buffered,16,2048,1024,25092.39366080027
tcga-atac,gvl027,tracks,buffered,16,2048,1024,25094.939108603012
tcga-atac,gvl027,tracks,buffered,16,2048,1024,26052.01888206547
tcga-atac,gvl027,tracks,buffered,16,2048,1024,26189.59245018625
tcga-atac,gvl027,tracks,buffered,64,2048,1024,11403.031946490722
tcga-atac,gvl027,tracks,buffered,64,2048,1024,10808.479366493533
tcga-atac,gvl027,tracks,buffered,64,2048,1024,9216.079801236117
tcga-atac,gvl027,tracks,buffered,64,2048,1024,10112.5730286758
tcga-atac,gvl027,tracks,buffered,64,2048,1024,10202.618908588194
tcga-atac,gvl027,tracks,buffered,1,2048,16384,7856.065597265189
tcga-atac,gvl027,tracks,buffered,1,2048,16384,7052.005322259289
tcga-atac,gvl027,tracks,buffered,1,2048,16384,6753.885830697001
tcga-atac,gvl027,tracks,buffered,1,2048,16384,6829.986016653648
tcga-atac,gvl027,tracks,buffered,1,2048,16384,6853.768226409009
tcga-atac,gvl027,tracks,buffered,16,2048,16384,10167.364419100562
tcga-atac,gvl027,tracks,buffered,16,2048,16384,10318.998189659094
tcga-atac,gvl027,tracks,buffered,16,2048,16384,10407.239986772951
tcga-atac,gvl027,tracks,buffered,16,2048,16384,15716.069785992619
tcga-atac,gvl027,tracks,buffered,16,2048,16384,15473.508026611118
tcga-atac,gvl027,tracks,buffered,64,2048,16384,11470.360833702514
tcga-atac,gvl027,tracks,buffered,64,2048,16384,8828.68816338984
tcga-atac,gvl027,tracks,buffered,64,2048,16384,11550.985059211383
tcga-atac,gvl027,tracks,buffered,64,2048,16384,11421.419731188053
tcga-atac,gvl027,tracks,buffered,64,2048,16384,10884.627582013105
tcga-atac,gvl027,tracks,buffered,1,2048,262144,9059.021518648951
tcga-atac,gvl027,tracks,buffered,1,2048,262144,8170.5124117364
tcga-atac,gvl027,tracks,buffered,1,2048,262144,8384.71161763857
tcga-atac,gvl027,tracks,buffered,1,2048,262144,8099.355677495521
tcga-atac,gvl027,tracks,buffered,1,2048,262144,8304.582169538266
tcga-atac,gvl027,tracks,buffered,16,2048,262144,15837.559815635552
tcga-atac,gvl027,tracks,buffered,16,2048,262144,16838.99495991877
tcga-atac,gvl027,tracks,buffered,16,2048,262144,22784.306417511005
tcga-atac,gvl027,tracks,buffered,16,2048,262144,17183.225621207348
tcga-atac,gvl027,tracks,buffered,16,2048,262144,21474.728782474933
tcga-atac,gvl027,tracks,buffered,64,2048,262144,12513.223193284117
tcga-atac,gvl027,tracks,buffered,64,2048,262144,11645.469617412406
tcga-atac,gvl027,tracks,buffered,64,2048,262144,11129.604846569553
tcga-atac,gvl027,tracks,buffered,64,2048,262144,10268.235788797372
tcga-atac,gvl027,tracks,buffered,64,2048,262144,11200.386977511562
