dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,haps,buffered,1,2048,1024,2806.2004792234047
tcga-atac,gvl027,haps,buffered,1,2048,1024,2991.0503339693328
tcga-atac,gvl027,haps,buffered,1,2048,1024,2961.2411006782568
tcga-atac,gvl027,haps,buffered,1,2048,1024,3071.003745588259
tcga-atac,gvl027,haps,buffered,1,2048,1024,3075.3175390817755
tcga-atac,gvl027,haps,buffered,16,2048,1024,11461.468339613
tcga-atac,gvl027,haps,buffered,16,2048,1024,10887.40884848201
tcga-atac,gvl027,haps,buffered,16,2048,1024,10594.381152857077
tcga-atac,gvl027,haps,buffered,16,2048,1024,10590.277326381747
tcga-atac,gvl027,haps,buffered,16,2048,1024,10476.75755080578
tcga-atac,gvl027,haps,buffered,64,2048,1024,10288.052212101415
tcga-atac,gvl027,haps,buffered,64,2048,1024,10224.286939291036
tcga-atac,gvl027,haps,buffered,64,2048,1024,10101.149755619364
tcga-atac,gvl027,haps,buffered,64,2048,1024,9986.774306031595
tcga-atac,gvl027,haps,buffered,64,2048,1024,10022.453219246792
tcga-atac,gvl027,haps,buffered,1,2048,16384,3252.6904423133506
tcga-atac,gvl027,haps,buffered,1,2048,16384,3234.849412573889
tcga-atac,gvl027,haps,buffered,1,2048,16384,3232.0622758582685
tcga-atac,gvl027,haps,buffered,1,2048,16384,3239.8256595253733
tcga-atac,gvl027,haps,buffered,1,2048,16384,3244.789816521508
tcga-atac,gvl027,haps,buffered,16,2048,16384,12314.778022888304
tcga-atac,gvl027,haps,buffered,16,2048,16384,12387.088253162261
tcga-atac,gvl027,haps,buffered,16,2048,16384,10650.988714262288
tcga-atac,gvl027,haps,buffered,16,2048,16384,9844.528479917146
tcga-atac,gvl027,haps,buffered,16,2048,16384,10994.030519129019
tcga-atac,gvl027,haps,buffered,64,2048,16384,11417.78288335004
tcga-atac,gvl027,haps,buffered,64,2048,16384,11553.600652477295
tcga-atac,gvl027,haps,buffered,64,2048,16384,11214.140008951143
tcga-atac,gvl027,haps,buffered,64,2048,16384,10955.632895207827
tcga-atac,gvl027,haps,buffered,64,2048,16384,10966.886129237839
tcga-atac,gvl027,haps,buffered,1,2048,262144,3395.9942890257335
tcga-atac,gvl027,haps,buffered,1,2048,262144,3347.808484334002
tcga-atac,gvl027,haps,buffered,1,2048,262144,3354.8360076809968
tcga-atac,gvl027,haps,buffered,1,2048,262144,3348.8786183330444
tcga-atac,gvl027,haps,buffered,1,2048,262144,3361.394079827356
tcga-atac,gvl027,haps,buffered,16,2048,262144,12833.578024538225
tcga-atac,gvl027,haps,buffered,16,2048,262144,12849.088826736053
tcga-atac,gvl027,haps,buffered,16,2048,262144,12908.787244741487
tcga-atac,gvl027,haps,buffered,16,2048,262144,12957.773537823046
tcga-atac,gvl027,haps,buffered,16,2048,262144,11788.362592098547
tcga-atac,gvl027,haps,buffered,64,2048,262144,14475.328600765482
tcga-atac,gvl027,haps,buffered,64,2048,262144,14486.208372169498
tcga-atac,gvl027,haps,buffered,64,2048,262144,14328.674945508104
tcga-atac,gvl027,haps,buffered,64,2048,262144,14329.555496679663
tcga-atac,gvl027,haps,buffered,64,2048,262144,14081.006949569637
