dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,tracks,none,1,1048576,2,1755.9602969687335
tcga-atac,gvl027,tracks,none,1,1048576,2,23929.958089079246
tcga-atac,gvl027,tracks,none,1,1048576,2,24305.797662284785
tcga-atac,gvl027,tracks,none,1,1048576,2,25338.46385804794
tcga-atac,gvl027,tracks,none,1,1048576,2,25002.579569092093
tcga-atac,gvl027,tracks,none,16,1048576,2,28291.353009765888
tcga-atac,gvl027,tracks,none,16,1048576,2,29757.82763344824
tcga-atac,gvl027,tracks,none,16,1048576,2,29249.423929831406
tcga-atac,gvl027,tracks,none,16,1048576,2,28439.58107021673
tcga-atac,gvl027,tracks,none,16,1048576,2,27159.689512837827
tcga-atac,gvl027,tracks,none,64,1048576,2,19132.674121546574
tcga-atac,gvl027,tracks,none,64,1048576,2,17689.027733908304
tcga-atac,gvl027,tracks,none,64,1048576,2,16533.432493427026
tcga-atac,gvl027,tracks,none,64,1048576,2,16492.58463000465
tcga-atac,gvl027,tracks,none,64,1048576,2,21246.348849604772
tcga-atac,gvl027,tracks,none,1,1048576,32,11195.577744355112
tcga-atac,gvl027,tracks,none,1,1048576,32,10953.991917799896
tcga-atac,gvl027,tracks,none,1,1048576,32,11006.930662420496
tcga-atac,gvl027,tracks,none,1,1048576,32,11150.911578895946
tcga-atac,gvl027,tracks,none,1,1048576,32,11082.805791826951
tcga-atac,gvl027,tracks,none,16,1048576,32,37829.03719900194
tcga-atac,gvl027,tracks,none,16,1048576,32,31817.679954475214
tcga-atac,gvl027,tracks,none,16,1048576,32,30191.713430351483
tcga-atac,gvl027,tracks,none,16,1048576,32,30200.35771301887
tcga-atac,gvl027,tracks,none,16,1048576,32,29488.63302186669
tcga-atac,gvl027,tracks,none,64,1048576,32,14704.007549194128
tcga-atac,gvl027,tracks,none,64,1048576,32,14046.578269307958
tcga-atac,gvl027,tracks,none,64,1048576,32,15162.84984985665
tcga-atac,gvl027,tracks,none,64,1048576,32,13629.9530288646
tcga-atac,gvl027,tracks,none,64,1048576,32,12968.929542461661
tcga-atac,gvl027,tracks,none,1,1048576,512,12593.799152266634
tcga-atac,gvl027,tracks,none,1,1048576,512,12509.195596126587
tcga-atac,gvl027,tracks,none,1,1048576,512,12472.219667730507
tcga-atac,gvl027,tracks,none,1,1048576,512,12572.26463695439
tcga-atac,gvl027,tracks,none,1,1048576,512,12139.068073133554
tcga-atac,gvl027,tracks,none,16,1048576,512,58090.784541425535
tcga-atac,gvl027,tracks,none,16,1048576,512,60814.633899447384
tcga-atac,gvl027,tracks,none,16,1048576,512,60854.021793417414
tcga-atac,gvl027,tracks,none,16,1048576,512,61795.047480826084
tcga-atac,gvl027,tracks,none,16,1048576,512,61252.5320078742
tcga-atac,gvl027,tracks,none,64,1048576,512,51931.47968832015
tcga-atac,gvl027,tracks,none,64,1048576,512,49882.19420933276
tcga-atac,gvl027,tracks,none,64,1048576,512,50813.02724403495
tcga-atac,gvl027,tracks,none,64,1048576,512,47081.60624356146
tcga-atac,gvl027,tracks,none,64,1048576,512,35769.002469031555
