dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
1kgp,gvl027,haps,buffered,1,131072,16,426263.8380859963
1kgp,gvl027,haps,buffered,1,131072,16,373235.6131620217
1kgp,gvl027,haps,buffered,1,131072,16,432762.51784560713
1kgp,gvl027,haps,buffered,1,131072,16,457931.530025397
1kgp,gvl027,haps,buffered,1,131072,16,434165.0897272927
1kgp,gvl027,haps,buffered,16,131072,16,428800.1437664514
1kgp,gvl027,haps,buffered,16,131072,16,443748.71811694134
1kgp,gvl027,haps,buffered,16,131072,16,434661.1561265172
1kgp,gvl027,haps,buffered,16,131072,16,440230.70991329977
1kgp,gvl027,haps,buffered,16,131072,16,453309.1738285048
1kgp,gvl027,haps,buffered,64,131072,16,357054.70406527957
1kgp,gvl027,haps,buffered,64,131072,16,371381.51156668743
1kgp,gvl027,haps,buffered,64,131072,16,364801.5852639422
1kgp,gvl027,haps,buffered,64,131072,16,420014.533982625
1kgp,gvl027,haps,buffered,64,131072,16,367789.39302727656
1kgp,gvl027,haps,buffered,1,131072,256,4957589.84674694
1kgp,gvl027,haps,buffered,1,131072,256,5663309.036093878
1kgp,gvl027,haps,buffered,1,131072,256,4960710.092653084
1kgp,gvl027,haps,buffered,1,131072,256,5608901.851764847
1kgp,gvl027,haps,buffered,1,131072,256,5419450.311268838
1kgp,gvl027,haps,buffered,16,131072,256,5978685.370733027
1kgp,gvl027,haps,buffered,16,131072,256,5973107.05724235
1kgp,gvl027,haps,buffered,16,131072,256,5024116.774756765
1kgp,gvl027,haps,buffered,16,131072,256,5709828.137164253
1kgp,gvl027,haps,buffered,16,131072,256,5049955.3467231905
1kgp,gvl027,haps,buffered,64,131072,256,4680824.479563383
1kgp,gvl027,haps,buffered,64,131072,256,2398457.385624023
1kgp,gvl027,haps,buffered,64,131072,256,4396885.733270417
1kgp,gvl027,haps,buffered,64,131072,256,4405019.657221382
1kgp,gvl027,haps,buffered,64,131072,256,4862298.800583735
1kgp,gvl027,haps,buffered,1,131072,4096,2958.356168946024
1kgp,gvl027,haps,buffered,1,131072,4096,2996.422331649011
1kgp,gvl027,haps,buffered,1,131072,4096,3004.4237772514302
1kgp,gvl027,haps,buffered,1,131072,4096,3003.0068146067088
1kgp,gvl027,haps,buffered,1,131072,4096,3004.9205309568024
1kgp,gvl027,haps,buffered,16,131072,4096,30910.125476970945
1kgp,gvl027,haps,buffered,16,131072,4096,33606.46815663216
1kgp,gvl027,haps,buffered,16,131072,4096,31981.305144772916
1kgp,gvl027,haps,buffered,16,131072,4096,33169.91641479128
1kgp,gvl027,haps,buffered,16,131072,4096,30301.72951971236
1kgp,gvl027,haps,buffered,64,131072,4096,40284.618676225815
1kgp,gvl027,haps,buffered,64,131072,4096,40532.49423353492
1kgp,gvl027,haps,buffered,64,131072,4096,40821.747976188104
1kgp,gvl027,haps,buffered,64,131072,4096,41404.20200592632
1kgp,gvl027,haps,buffered,64,131072,4096,39208.58225516073
