dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,haps,buffered,1,16384,128,3135.238506151025
tcga-atac,gvl027,haps,buffered,1,16384,128,3096.373103712515
tcga-atac,gvl027,haps,buffered,1,16384,128,3054.9738355506056
tcga-atac,gvl027,haps,buffered,1,16384,128,3140.857273790809
tcga-atac,gvl027,haps,buffered,1,16384,128,3118.195636320053
tcga-atac,gvl027,haps,buffered,16,16384,128,19768.056990899604
tcga-atac,gvl027,haps,buffered,16,16384,128,24982.245257239876
tcga-atac,gvl027,haps,buffered,16,16384,128,23878.29517999672
tcga-atac,gvl027,haps,buffered,16,16384,128,21965.676269728996
tcga-atac,gvl027,haps,buffered,16,16384,128,23403.514109153402
tcga-atac,gvl027,haps,buffered,64,16384,128,14693.25602603588
tcga-atac,gvl027,haps,buffered,64,16384,128,12179.479974501786
tcga-atac,gvl027,haps,buffered,64,16384,128,12251.522879417571
tcga-atac,gvl027,haps,buffered,64,16384,128,12193.944524512766
tcga-atac,gvl027,haps,buffered,64,16384,128,12770.98914769688
tcga-atac,gvl027,haps,buffered,1,16384,2048,2832.486034022309
tcga-atac,gvl027,haps,buffered,1,16384,2048,2882.8298140241095
tcga-atac,gvl027,haps,buffered,1,16384,2048,2901.3094439703686
tcga-atac,gvl027,haps,buffered,1,16384,2048,2907.2396043827243
tcga-atac,gvl027,haps,buffered,1,16384,2048,2910.592999055558
tcga-atac,gvl027,haps,buffered,16,16384,2048,19382.136075754646
tcga-atac,gvl027,haps,buffered,16,16384,2048,21735.463770925326
tcga-atac,gvl027,haps,buffered,16,16384,2048,21326.954296209075
tcga-atac,gvl027,haps,buffered,16,16384,2048,21848.405156021254
tcga-atac,gvl027,haps,buffered,16,16384,2048,20891.88300980155
tcga-atac,gvl027,haps,buffered,64,16384,2048,14370.266174860872
tcga-atac,gvl027,haps,buffered,64,16384,2048,12741.81623744572
tcga-atac,gvl027,haps,buffered,64,16384,2048,11115.831353647904
tcga-atac,gvl027,haps,buffered,64,16384,2048,10833.277102565804
tcga-atac,gvl027,haps,buffered,64,16384,2048,9601.236838694113
tcga-atac,gvl027,haps,buffered,1,16384,32768,3265.1002460233576
tcga-atac,gvl027,haps,buffered,1,16384,32768,3229.1805725139466
tcga-atac,gvl027,haps,buffered,1,16384,32768,3171.221423844972
tcga-atac,gvl027,haps,buffered,1,16384,32768,3184.627184683482
tcga-atac,gvl027,haps,buffered,1,16384,32768,3212.621445892838
tcga-atac,gvl027,haps,buffered,16,16384,32768,24226.730475521144
tcga-atac,gvl027,haps,buffered,16,16384,32768,24476.328196898496
tcga-atac,gvl027,haps,buffered,16,16384,32768,23626.396532251947
tcga-atac,gvl027,haps,buffered,16,16384,32768,24031.488118803845
tcga-atac,gvl027,haps,buffered,16,16384,32768,22405.918387929643
tcga-atac,gvl027,haps,buffered,64,16384,32768,18652.225616745392
tcga-atac,gvl027,haps,buffered,64,16384,32768,18222.58067637693
tcga-atac,gvl027,haps,buffered,64,16384,32768,20037.24163809914
tcga-atac,gvl027,haps,buffered,64,16384,32768,18909.69927405491
tcga-atac,gvl027,haps,buffered,64,16384,32768,19127.200866085444
