dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,tracks,buffered,1,131072,16,11987.619494455455
tcga-atac,gvl027,tracks,buffered,1,131072,16,11971.208047569939
tcga-atac,gvl027,tracks,buffered,1,131072,16,11866.32338069901
tcga-atac,gvl027,tracks,buffered,1,131072,16,11939.73296670638
tcga-atac,gvl027,tracks,buffered,1,131072,16,11552.920813830524
tcga-atac,gvl027,tracks,buffered,16,131072,16,42805.43196307989
tcga-atac,gvl027,tracks,buffered,16,131072,16,54258.74503597584
tcga-atac,gvl027,tracks,buffered,16,131072,16,54044.661706826184
tcga-atac,gvl027,tracks,buffered,16,131072,16,54397.33233396953
tcga-atac,gvl027,tracks,buffered,16,131072,16,53711.14534110517
tcga-atac,gvl027,tracks,buffered,64,131072,16,48279.91323637839
tcga-atac,gvl027,tracks,buffered,64,131072,16,40911.82386228468
tcga-atac,gvl027,tracks,buffered,64,131072,16,45158.17927686573
tcga-atac,gvl027,tracks,buffered,64,131072,16,42860.261179234265
tcga-atac,gvl027,tracks,buffered,64,131072,16,47446.25078556824
tcga-atac,gvl027,tracks,buffered,1,131072,256,10886.279637015154
tcga-atac,gvl027,tracks,buffered,1,131072,256,11272.205600000016
tcga-atac,gvl027,tracks,buffered,1,131072,256,11359.430541139212
tcga-atac,gvl027,tracks,buffered,1,131072,256,11261.009854194719
tcga-atac,gvl027,tracks,buffered,1,131072,256,11366.572636713012
tcga-atac,gvl027,tracks,buffered,16,131072,256,55316.56356858368
tcga-atac,gvl027,tracks,buffered,16,131072,256,55490.56071883799
tcga-atac,gvl027,tracks,buffered,16,131072,256,54172.82257201931
tcga-atac,gvl027,tracks,buffered,16,131072,256,54725.02796192648
tcga-atac,gvl027,tracks,buffered,16,131072,256,54886.25607651725
tcga-atac,gvl027,tracks,buffered,64,131072,256,48274.45767154731
tcga-atac,gvl027,tracks,buffered,64,131072,256,51186.081440475355
tcga-atac,gvl027,tracks,buffered,64,131072,256,49889.4509854477
tcga-atac,gvl027,tracks,buffered,64,131072,256,50164.7559628708
tcga-atac,gvl027,tracks,buffered,64,131072,256,48449.42592538591
tcga-atac,gvl027,tracks,buffered,1,131072,4096,12649.675933072462
tcga-atac,gvl027,tracks,buffered,1,131072,4096,12523.85659970077
tcga-atac,gvl027,tracks,buffered,1,131072,4096,12615.994513985745
tcga-atac,gvl027,tracks,buffered,1,131072,4096,12611.060154176468
tcga-atac,gvl027,tracks,buffered,1,131072,4096,12616.335017229643
tcga-atac,gvl027,tracks,buffered,16,131072,4096,62516.101172794
tcga-atac,gvl027,tracks,buffered,16,131072,4096,60990.9169135628
tcga-atac,gvl027,tracks,buffered,16,131072,4096,61078.764062223694
tcga-atac,gvl027,tracks,buffered,16,131072,4096,60510.87707863516
tcga-atac,gvl027,tracks,buffered,16,131072,4096,59518.50111147521
tcga-atac,gvl027,tracks,buffered,64,131072,4096,50166.18688260404
tcga-atac,gvl027,tracks,buffered,64,131072,4096,41945.93660920792
tcga-atac,gvl027,tracks,buffered,64,131072,4096,46394.437302948696
tcga-atac,gvl027,tracks,buffered,64,131072,4096,46112.994727221085
tcga-atac,gvl027,tracks,buffered,64,131072,4096,44329.91352297359
