dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,tracks,buffered,1,16384,128,11871.1212024976
tcga-atac,gvl027,tracks,buffered,1,16384,128,11831.968513892494
tcga-atac,gvl027,tracks,buffered,1,16384,128,11758.267157789907
tcga-atac,gvl027,tracks,buffered,1,16384,128,11917.943706908974
tcga-atac,gvl027,tracks,buffered,1,16384,128,11892.678241447822
tcga-atac,gvl027,tracks,buffered,16,16384,128,42297.96932590891
tcga-atac,gvl027,tracks,buffered,16,16384,128,48976.16164396238
tcga-atac,gvl027,tracks,buffered,16,16384,128,42175.175860267
tcga-atac,gvl027,tracks,buffered,16,16384,128,48966.50807072729
tcga-atac,gvl027,tracks,buffered,16,16384,128,49692.58906935221
tcga-atac,gvl027,tracks,buffered,64,16384,128,39383.33453404147
tcga-atac,gvl027,tracks,buffered,64,16384,128,42989.56547900667
tcga-atac,gvl027,tracks,buffered,64,16384,128,41969.88951258079
tcga-atac,gvl027,tracks,buffered,64,16384,128,39396.57287365772
tcga-atac,gvl027,tracks,buffered,64,16384,128,41365.05823845503
tcga-atac,gvl027,tracks,buffered,1,16384,2048,10664.917751258363
tcga-atac,gvl027,tracks,buffered,1,16384,2048,10964.25007810448
tcga-atac,gvl027,tracks,buffered,1,16384,2048,10993.965476662259
tcga-atac,gvl027,tracks,buffered,1,16384,2048,11051.667751648189
tcga-atac,gvl027,tracks,buffered,1,16384,2048,11083.526091104806
tcga-atac,gvl027,tracks,buffered,16,16384,2048,48564.63372944644
tcga-atac,gvl027,tracks,buffered,16,16384,2048,46886.726327064
tcga-atac,gvl027,tracks,buffered,16,16384,2048,47226.82520364902
tcga-atac,gvl027,tracks,buffered,16,16384,2048,47370.376716977036
tcga-atac,gvl027,tracks,buffered,16,16384,2048,46948.563127430294
tcga-atac,gvl027,tracks,buffered,64,16384,2048,41183.13511947023
tcga-atac,gvl027,tracks,buffered,64,16384,2048,38853.536696394294
tcga-atac,gvl027,tracks,buffered,64,16384,2048,37545.96322404616
tcga-atac,gvl027,tracks,buffered,64,16384,2048,38437.00622538057
tcga-atac,gvl027,tracks,buffered,64,16384,2048,38331.28808632655
tcga-atac,gvl027,tracks,buffered,1,16384,32768,12516.103280934827
tcga-atac,gvl027,tracks,buffered,1,16384,32768,12378.21012186968
tcga-atac,gvl027,tracks,buffered,1,16384,32768,12348.909366134985
tcga-atac,gvl027,tracks,buffered,1,16384,32768,12378.318575805219
tcga-atac,gvl027,tracks,buffered,1,16384,32768,12400.915818641757
tcga-atac,gvl027,tracks,buffered,16,16384,32768,52868.26824425243
tcga-atac,gvl027,tracks,buffered,16,16384,32768,52050.995196840224
tcga-atac,gvl027,tracks,buffered,16,16384,32768,52261.685644844336
tcga-atac,gvl027,tracks,buffered,16,16384,32768,52008.98699290306
tcga-atac,gvl027,tracks,buffered,16,16384,32768,53465.89648118336
tcga-atac,gvl027,tracks,buffered,64,16384,32768,48589.446697856314
tcga-atac,gvl027,tracks,buffered,64,16384,32768,44271.033179627964
tcga-atac,gvl027,tracks,buffered,64,16384,32768,43515.56025929065
tcga-atac,gvl027,tracks,buffered,64,16384,32768,44309.25485555655
tcga-atac,gvl027,tracks,buffered,64,16384,32768,44570.27101823383
