dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,tracks,none,1,16384,128,23428.587147977556
tcga-atac,gvl027,tracks,none,1,16384,128,29344.981705121634
tcga-atac,gvl027,tracks,none,1,16384,128,22135.626191631753
tcga-atac,gvl027,tracks,none,1,16384,128,24969.020327706698
tcga-atac,gvl027,tracks,none,1,16384,128,28130.584333529565
tcga-atac,gvl027,tracks,none,16,16384,128,27989.482012184362
tcga-atac,gvl027,tracks,none,16,16384,128,30716.179806212887
tcga-atac,gvl027,tracks,none,16,16384,128,27666.850911110367
tcga-atac,gvl027,tracks,none,16,16384,128,30350.226136038367
tcga-atac,gvl027,tracks,none,16,16384,128,25157.493139533854
tcga-atac,gvl027,tracks,none,64,16384,128,26765.312072472218
tcga-atac,gvl027,tracks,none,64,16384,128,21571.25682021528
tcga-atac,gvl027,tracks,none,64,16384,128,23941.567294105706
tcga-atac,gvl027,tracks,none,64,16384,128,27113.6169599232
tcga-atac,gvl027,tracks,none,64,16384,128,26910.76122598709
tcga-atac,gvl027,tracks,none,1,16384,2048,11267.772149813878
tcga-atac,gvl027,tracks,none,1,16384,2048,11223.506697730438
tcga-atac,gvl027,tracks,none,1,16384,2048,11217.607923525406
tcga-atac,gvl027,tracks,none,1,16384,2048,11225.583438754516
tcga-atac,gvl027,tracks,none,1,16384,2048,11289.958417225116
tcga-atac,gvl027,tracks,none,16,16384,2048,35880.9776699849
tcga-atac,gvl027,tracks,none,16,16384,2048,32420.9673979428
tcga-atac,gvl027,tracks,none,16,16384,2048,29774.980180654562
tcga-atac,gvl027,tracks,none,16,16384,2048,29549.975034428895
tcga-atac,gvl027,tracks,none,16,16384,2048,29135.578986659966
tcga-atac,gvl027,tracks,none,64,16384,2048,15013.746469951118
tcga-atac,gvl027,tracks,none,64,16384,2048,12720.138180310656
tcga-atac,gvl027,tracks,none,64,16384,2048,12445.837888805036
tcga-atac,gvl027,tracks,none,64,16384,2048,13735.126319591367
tcga-atac,gvl027,tracks,none,64,16384,2048,12234.412087966459
tcga-atac,gvl027,tracks,none,1,16384,32768,12476.703668271182
tcga-atac,gvl027,tracks,none,1,16384,32768,12464.289710961002
tcga-atac,gvl027,tracks,none,1,16384,32768,12387.682959974483
tcga-atac,gvl027,tracks,none,1,16384,32768,12424.385479141409
tcga-atac,gvl027,tracks,none,1,16384,32768,12408.66826098487
tcga-atac,gvl027,tracks,none,16,16384,32768,54864.61168555288
tcga-atac,gvl027,tracks,none,16,16384,32768,56597.6885400873
tcga-atac,gvl027,tracks,none,16,16384,32768,57045.955554706954
tcga-atac,gvl027,tracks,none,16,16384,32768,56708.88865820545
tcga-atac,gvl027,tracks,none,16,16384,32768,56527.090862738245
tcga-atac,gvl027,tracks,none,64,16384,32768,49362.80050012647
tcga-atac,gvl027,tracks,none,64,16384,32768,44031.686719636244
tcga-atac,gvl027,tracks,none,64,16384,32768,36014.69680770081
tcga-atac,gvl027,tracks,none,64,16384,32768,46457.76965643419
tcga-atac,gvl027,tracks,none,64,16384,32768,45816.645144506176
