dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,haps,none,1,1048576,2,638.7938492417876
tcga-atac,gvl027,haps,none,1,1048576,2,2530.8786065592944
tcga-atac,gvl027,haps,none,1,1048576,2,2532.1937425883216
tcga-atac,gvl027,haps,none,1,1048576,2,2532.3264727688297
tcga-atac,gvl027,haps,none,1,1048576,2,2535.2191740788917
tcga-atac,gvl027,haps,none,16,1048576,2,3581.754901215148
tcga-atac,gvl027,haps,none,16,1048576,2,3578.1703179708406
tcga-atac,gvl027,haps,none,16,1048576,2,3579.397825718452
tcga-atac,gvl027,haps,none,16,1048576,2,3575.8937225381055
tcga-atac,gvl027,haps,none,16,1048576,2,3561.403038659698
tcga-atac,gvl027,haps,none,64,1048576,2,3401.057451916607
tcga-atac,gvl027,haps,none,64,1048576,2,3310.7245297960326
tcga-atac,gvl027,haps,none,64,1048576,2,3397.290899558088
tcga-atac,gvl027,haps,none,64,1048576,2,3397.8056000345937
tcga-atac,gvl027,haps,none,64,1048576,2,3293.237539630887
tcga-atac,gvl027,haps,none,1,1048576,32,3099.842267721523
tcga-atac,gvl027,haps,none,1,1048576,32,3027.485403200766
tcga-atac,gvl027,haps,none,1,1048576,32,3031.261197229514
tcga-atac,gvl027,haps,none,1,1048576,32,3060.628252204032
tcga-atac,gvl027,haps,none,1,1048576,32,3058.3135955306575
tcga-atac,gvl027,haps,none,16,1048576,32,21448.031275502835
tcga-atac,gvl027,haps,none,16,1048576,32,21120.626691199224
tcga-atac,gvl027,haps,none,16,1048576,32,21085.835862968466
tcga-atac,gvl027,haps,none,16,1048576,32,19947.71133610021
tcga-atac,gvl027,haps,none,16,1048576,32,20497.916591271325
tcga-atac,gvl027,haps,none,64,1048576,32,1985.760554613704
tcga-atac,gvl027,haps,none,64,1048576,32,15617.799416915946
tcga-atac,gvl027,haps,none,64,1048576,32,17473.76043232505
tcga-atac,gvl027,haps,none,64,1048576,32,18983.253442795725
tcga-atac,gvl027,haps,none,64,1048576,32,19548.16229379187
tcga-atac,gvl027,haps,none,1,1048576,512,3280.7447534004473
tcga-atac,gvl027,haps,none,1,1048576,512,3246.1572903824695
tcga-atac,gvl027,haps,none,1,1048576,512,3282.5215054938612
tcga-atac,gvl027,haps,none,1,1048576,512,3284.8101457776165
tcga-atac,gvl027,haps,none,1,1048576,512,3241.695499005064
tcga-atac,gvl027,haps,none,16,1048576,512,28161.897208029135
tcga-atac,gvl027,haps,none,16,1048576,512,25776.2474575591
tcga-atac,gvl027,haps,none,16,1048576,512,23538.974878935125
tcga-atac,gvl027,haps,none,16,1048576,512,22444.209812464454
tcga-atac,gvl027,haps,none,16,1048576,512,22420.843925981582
tcga-atac,gvl027,haps,none,64,1048576,512,14387.184538780444
tcga-atac,gvl027,haps,none,64,1048576,512,18220.018561896082
tcga-atac,gvl027,haps,none,64,1048576,512,20696.506276507516
tcga-atac,gvl027,haps,none,64,1048576,512,20881.727468693967
tcga-atac,gvl027,haps,none,64,1048576,512,20451.643680311434
