dataset,backend,mode,dl_mode,threads,seqlen,batch_size,throughput (MiB/s)
tcga-atac,gvl027,haps,buffered,1,1048576,2,3051.0972587744227
tcga-atac,gvl027,haps,buffered,1,1048576,2,3051.1323017068084
tcga-atac,gvl027,haps,buffered,1,1048576,2,3034.845178077339
tcga-atac,gvl027,haps,buffered,1,1048576,2,3063.139380150727
tcga-atac,gvl027,haps,buffered,1,1048576,2,3080.218259386302
tcga-atac,gvl027,haps,buffered,16,1048576,2,24159.065300956136
tcga-atac,gvl027,haps,buffered,16,1048576,2,25687.11155266765
tcga-atac,gvl027,haps,buffered,16,1048576,2,26150.461104661605
tcga-atac,gvl027,haps,buffered,16,1048576,2,25158.030208657896
tcga-atac,gvl027,haps,buffered,16,1048576,2,25263.34142715012
tcga-atac,gvl027,haps,buffered,64,1048576,2,15636.793926406139
tcga-atac,gvl027,haps,buffered,64,1048576,2,13552.551482068078
tcga-atac,gvl027,haps,buffered,64,1048576,2,12906.851413824224
tcga-atac,gvl027,haps,buffered,64,1048576,2,13241.745037637374
tcga-atac,gvl027,haps,buffered,64,1048576,2,12779.158309983148
tcga-atac,gvl027,haps,buffered,1,1048576,32,3004.3057673695453
tcga-atac,gvl027,haps,buffered,1,1048576,32,2949.080046673449
tcga-atac,gvl027,haps,buffered,1,1048576,32,2952.3737466156535
tcga-atac,gvl027,haps,buffered,1,1048576,32,2974.937374686998
tcga-atac,gvl027,haps,buffered,1,1048576,32,2952.304935435276
tcga-atac,gvl027,haps,buffered,16,1048576,32,23687.033856851478
tcga-atac,gvl027,haps,buffered,16,1048576,32,23111.804126023697
tcga-atac,gvl027,haps,buffered,16,1048576,32,17682.047000355094
tcga-atac,gvl027,haps,buffered,16,1048576,32,21597.568090616584
tcga-atac,gvl027,haps,buffered,16,1048576,32,21987.60165607778
tcga-atac,gvl027,haps,buffered,64,1048576,32,15363.957801147531
tcga-atac,gvl027,haps,buffered,64,1048576,32,13768.815594259537
tcga-atac,gvl027,haps,buffered,64,1048576,32,12692.707570471122
tcga-atac,gvl027,haps,buffered,64,1048576,32,13176.492220128195
tcga-atac,gvl027,haps,buffered,64,1048576,32,12755.594324585145
tcga-atac,gvl027,haps,buffered,1,1048576,512,3318.392090067406
tcga-atac,gvl027,haps,buffered,1,1048576,512,3299.916066421781
tcga-atac,gvl027,haps,buffered,1,1048576,512,3251.415249698421
tcga-atac,gvl027,haps,buffered,1,1048576,512,3301.167809223685
tcga-atac,gvl027,haps,buffered,1,1048576,512,3283.3342786873222
tcga-atac,gvl027,haps,buffered,16,1048576,512,26905.050656066367
tcga-atac,gvl027,haps,buffered,16,1048576,512,24672.94537904902
tcga-atac,gvl027,haps,buffered,16,1048576,512,21740.628133057526
tcga-atac,gvl027,haps,buffered,16,1048576,512,23475.64186423526
tcga-atac,gvl027,haps,buffered,16,1048576,512,23081.99369964566
tcga-atac,gvl027,haps,buffered,64,1048576,512,5111.262639608417
tcga-atac,gvl027,haps,buffered,64,1048576,512,20480.28280679967
tcga-atac,gvl027,haps,buffered,64,1048576,512,21616.792985004977
tcga-atac,gvl027,haps,buffered,64,1048576,512,21007.676298089453
tcga-atac,gvl027,haps,buffered,64,1048576,512,20212.352950849523
