dataset,backend,dl_mode,threads,seqlen,batch_size,n_batches_measured,total_bytes,duration_ns,throughput (MiB/s)
TCGA_ATAC,svar,buffered,1,2048,2,131072,2147475456,5131308924,399.1169149690431
TCGA_ATAC,svar,buffered,1,2048,2,131072,2147475456,5075617125,403.4961930860772
TCGA_ATAC,svar,buffered,1,2048,2,131072,2147475456,5091361572,402.24842776104447
TCGA_ATAC,svar,buffered,4,2048,2,131072,2147475456,4836581570,423.4379505151197
TCGA_ATAC,svar,buffered,4,2048,2,131072,2147475456,4853720440,421.94275768795615
TCGA_ATAC,svar,buffered,4,2048,2,131072,2147475456,4857261021,421.6351928886796
TCGA_ATAC,svar,buffered,16,2048,2,131072,2147475456,4820887788,424.81639846457256
TCGA_ATAC,svar,buffered,16,2048,2,131072,2147475456,4733388162,432.66939397479314
TCGA_ATAC,svar,buffered,16,2048,2,131072,2147475456,4824329568,424.5133253508273
TCGA_ATAC,svar,buffered,32,2048,2,131072,2147475456,6416872582,319.15737165248265
TCGA_ATAC,svar,buffered,32,2048,2,131072,2147475456,6459930758,317.03005252242986
TCGA_ATAC,svar,buffered,32,2048,2,131072,2147475456,6428425931,318.58377299237486
TCGA_ATAC,svar,buffered,1,2048,8,32768,2147459072,2111370436,969.9750112916709
TCGA_ATAC,svar,buffered,1,2048,8,32768,2147459072,2107573503,971.7224854007857
TCGA_ATAC,svar,buffered,1,2048,8,32768,2147459072,2102412873,974.1076973038492
TCGA_ATAC,svar,buffered,4,2048,8,32768,2147459072,1703437442,1202.2610939533404
TCGA_ATAC,svar,buffered,4,2048,8,32768,2147459072,1714834471,1194.2706990872007
TCGA_ATAC,svar,buffered,4,2048,8,32768,2147459072,1707574022,1199.348629174683
TCGA_ATAC,svar,buffered,16,2048,8,32768,2147459072,1692847921,1209.7817748981363
TCGA_ATAC,svar,buffered,16,2048,8,32768,2147459072,1667826429,1227.9314722983083
TCGA_ATAC,svar,buffered,16,2048,8,32768,2147459072,1661747083,1232.4237445344143
TCGA_ATAC,svar,buffered,32,2048,8,32768,2147459072,1651973717,1239.7149793757887
TCGA_ATAC,svar,buffered,32,2048,8,32768,2147459072,1671132294,1225.502355410768
TCGA_ATAC,svar,buffered,32,2048,8,32768,2147459072,1648517309,1242.3142610145321
TCGA_ATAC,svar,buffered,1,2048,32,8192,2147262464,929645956,2202.7622981452523
TCGA_ATAC,svar,buffered,1,2048,32,8192,2147262464,932568985,2195.857995963698
TCGA_ATAC,svar,buffered,1,2048,32,8192,2147262464,932757372,2195.414503247689
TCGA_ATAC,svar,buffered,4,2048,32,8192,2147262464,556025355,3682.905903634556
TCGA_ATAC,svar,buffered,4,2048,32,8192,2147262464,553795204,3697.7370835085812
TCGA_ATAC,svar,buffered,4,2048,32,8192,2147262464,557181962,3675.2608701643503
TCGA_ATAC,svar,buffered,16,2048,32,8192,2147262464,489813463,4180.752913482086
TCGA_ATAC,svar,buffered,16,2048,32,8192,2147262464,488363772,4193.163334195888
TCGA_ATAC,svar,buffered,16,2048,32,8192,2147262464,487283451,4202.459694244778
TCGA_ATAC,svar,buffered,32,2048,32,8192,2147262464,497095290,4119.5100893029985
TCGA_ATAC,svar,buffered,32,2048,32,8192,2147262464,355090949,5766.942436203858
TCGA_ATAC,svar,buffered,32,2048,32,8192,2147262464,360777697,5676.041173077281
TCGA_ATAC,svar,buffered,1,2048,128,2048,2146476032,595327451,3438.509443939618
TCGA_ATAC,svar,buffered,1,2048,128,2048,2146476032,594997718,3440.4149807176236
TCGA_ATAC,svar,buffered,1,2048,128,2048,2146476032,595254967,3438.9281500947136
TCGA_ATAC,svar,buffered,4,2048,128,2048,2146476032,234934779,8713.222755750437
TCGA_ATAC,svar,buffered,4,2048,128,2048,2146476032,239591029,8543.888604860911
TCGA_ATAC,svar,buffered,4,2048,128,2048,2146476032,240000921,8529.296695907262
TCGA_ATAC,svar,buffered,16,2048,128,2048,2146476032,159827212,12807.825631720336
TCGA_ATAC,svar,buffered,16,2048,128,2048,2146476032,159718573,12816.537388547793
TCGA_ATAC,svar,buffered,16,2048,128,2048,2146476032,158706501,12898.268499410746
TCGA_ATAC,svar,buffered,32,2048,128,2048,2146476032,166220540,12315.199207631018
TCGA_ATAC,svar,buffered,32,2048,128,2048,2146476032,160571475,12748.460226201447
TCGA_ATAC,svar,buffered,32,2048,128,2048,2146476032,160106950,12785.447867815858
TCGA_ATAC,svar,buffered,1,2048,512,512,2143330304,542617038,3767.0012538382543
TCGA_ATAC,svar,buffered,1,2048,512,512,2143330304,542768362,3765.9510126347413
TCGA_ATAC,svar,buffered,1,2048,512,512,2143330304,542957698,3764.637779387373
TCGA_ATAC,svar,buffered,4,2048,512,512,2143330304,188443883,10846.937719384608
TCGA_ATAC,svar,buffered,4,2048,512,512,2143330304,191019365,10700.690280799541
TCGA_ATAC,svar,buffered,4,2048,512,512,2143330304,184573536,11074.38859761564
TCGA_ATAC,svar,buffered,16,2048,512,512,2143330304,108074322,18913.272132301696
TCGA_ATAC,svar,buffered,16,2048,512,512,2143330304,107156220,19075.318842900582
TCGA_ATAC,svar,buffered,16,2048,512,512,2143330304,107370161,19037.31021228514
TCGA_ATAC,svar,buffered,32,2048,512,512,2143330304,104921291,19481.642315095036
TCGA_ATAC,svar,buffered,32,2048,512,512,2143330304,105892766,19302.915012154845
TCGA_ATAC,svar,buffered,32,2048,512,512,2143330304,109207616,18717.00104230826
TCGA_ATAC,svar,buffered,1,2048,2048,128,2143330304,543504406,3760.850951592837
